"Wahlkreisnummer 1994",AGS,Gebietskörperschaft,Wahlbezirksnummer,Wahlberechtigte,"darunter Wahlberechtigte mit Sperrvermerk",Wähler,Wahlbeteiligung,"Ungültige Erststimmen","Gültige Erststimmen",SPD,"Anteil SPD in %",CDU,"Anteil CDU in %",FDP,"Anteil FDP in %",BFWG,"Anteil BFWG in %",GRÜNE/B90,"Anteil GRÜNE/B90 in %",Bürger,"Anteil Bürger in %",DSU,"Anteil DSU in %",GRAUE,"Anteil GRAUE in %",REP,"Anteil REP in %",KPD,"Anteil KPD in %",ÖDP,"Anteil ÖDP in %",PDS,"Anteil PDS in %",EB,"Anteil EB in %"
9,1207348811,Schenkenberg,0001,230,2,104,"45,22",2,102,56,"54,90",23,"22,55",2,"1,96",0,"0,00",4,"3,92",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",17,"16,67",0,"0,00"
9,1207350006,Schmölln,0001,345,4,169,"48,99",3,166,85,"51,20",47,"28,31",4,"2,41",0,"0,00",2,"1,20",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",28,"16,87",0,"0,00"
9,1207350006,Schmölln,0002,175,0,106,"60,57",3,103,53,"51,46",38,"36,89",5,"4,85",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"6,80",0,"0,00"
9,1207351209,Schönermark,0001,315,0,205,"65,08",6,199,116,"58,29",48,"24,12",2,"1,01",0,"0,00",2,"1,01",5,"2,51",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",26,"13,07",0,"0,00"
9,1207351209,Schönermark,0002,107,2,68,"63,55",4,64,31,"48,44",23,"35,94",5,"7,81",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"7,81",0,"0,00"
9,1207351604,Schönfeld,0001,134,0,102,"76,12",2,100,53,"53,00",39,"39,00",2,"2,00",0,"0,00",2,"2,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"4,00",0,"0,00"
9,1207352003,Schönfeld,0001,181,0,82,"45,30",0,82,43,"52,44",17,"20,73",1,"1,22",0,"0,00",2,"2,44",1,"1,22",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",18,"21,95",0,"0,00"
9,1207352003,Schönfeld,0002,433,1,192,"44,34",2,190,115,"60,53",25,"13,16",2,"1,05",0,"0,00",8,"4,21",1,"0,53",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",39,"20,53",0,"0,00"
9,1207352811,Schönwerder,0001,255,1,138,"54,12",1,137,70,"51,09",45,"32,85",3,"2,19",0,"0,00",2,"1,46",1,"0,73",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",16,"11,68",0,"0,00"
9,1207353606,Seehausen,0001,165,5,87,"52,73",6,81,44,"54,32",20,"24,69",0,"0,00",0,"0,00",4,"4,94",1,"1,23",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",12,"14,81",0,"0,00"
9,1207355209,Sternhagen,0001,223,6,127,"56,95",0,127,77,"60,63",24,"18,90",4,"3,15",0,"0,00",1,"0,79",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",21,"16,54",0,"0,00"
9,1207356404,Tantow,0001,525,0,255,"48,57",4,251,122,"48,61",66,"26,29",11,"4,38",0,"0,00",10,"3,98",4,"1,59",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",38,"15,14",0,"0,00"
9,1207357607,Trebenow,0001,235,3,133,"56,60",3,130,74,"56,92",37,"28,46",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",19,"14,62",0,"0,00"
9,1207357607,Trebenow,0002,177,0,112,"63,28",3,109,49,"44,95",46,"42,20",2,"1,83",0,"0,00",1,"0,92",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",11,"10,09",0,"0,00"
9,1207357607,Trebenow,0003,158,2,81,"51,27",3,78,35,"44,87",18,"23,08",1,"1,28",0,"0,00",0,"0,00",2,"2,56",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",22,"28,21",0,"0,00"
9,1207358004,Vierraden,0001,669,31,322,"48,13",5,317,146,"46,06",110,"34,70",10,"3,15",0,"0,00",12,"3,79",6,"1,89",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",33,"10,41",0,"0,00"
9,1207358803,Wallmow,0001,235,5,123,"52,34",0,123,69,"56,10",14,"11,38",6,"4,88",0,"0,00",9,"7,32",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",25,"20,33",0,"0,00"
9,1207359206,Warnitz,0001,355,9,189,"53,24",3,186,112,"60,22",31,"16,67",2,"1,08",0,"0,00",2,"1,08",1,"0,54",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",38,"20,43",0,"0,00"
9,1207359206,Warnitz,0002,200,3,118,"59,00",3,115,78,"67,83",20,"17,39",3,"2,61",0,"0,00",1,"0,87",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",13,"11,30",0,"0,00"
9,1207360004,Wartin,0001,362,3,191,"52,76",3,188,118,"62,77",55,"29,26",4,"2,13",0,"0,00",2,"1,06",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"4,79",0,"0,00"
9,1207361607,Wilsickow,0001,163,0,105,"64,42",3,102,41,"40,20",32,"31,37",3,"2,94",0,"0,00",6,"5,88",2,"1,96",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",18,"17,65",0,"0,00"
9,1207362007,Wismar,0001,165,0,71,"43,03",5,66,28,"42,42",24,"36,36",0,"0,00",0,"0,00",1,"1,52",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",13,"19,70",0,"0,00"
9,1207362403,Woddow,0001,116,1,67,"57,76",3,64,31,"48,44",25,"39,06",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"12,50",0,"0,00"
9,1207362807,Wolfshagen,0001,268,3,153,"57,09",4,149,80,"53,69",38,"25,50",1,"0,67",0,"0,00",8,"5,37",1,"0,67",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",21,"14,09",0,"0,00"
9,1207363603,Wollschow,0001,278,0,119,"42,81",2,117,59,"50,43",44,"37,61",2,"1,71",0,"0,00",1,"0,85",1,"0,85",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",10,"8,55",0,"0,00"
9,1207364004,Woltersdorf,0001,177,9,105,"59,32",0,105,72,"68,57",21,"20,00",3,"2,86",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"8,57",0,"0,00"
9,1207364806,Ziemkendorf,0001,109,4,41,"37,61",0,41,17,"41,46",7,"17,07",15,"36,59",0,"0,00",2,"4,88",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00"
10,"1,20E+09",Briefwahlbezirk,0900,0,0,1354,"0,00",5,1349,676,"50,11",130,"9,64",28,"2,08",0,"0,00",108,"8,01",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",407,"30,17",0,"0,00"
10,1207353200,Schwedt / Oder,0001,1143,100,524,"45,84",16,508,287,"56,50",87,"17,13",17,"3,35",0,"0,00",21,"4,13",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",96,"18,90",0,"0,00"
10,1207353200,Schwedt / Oder,0002,944,137,416,"44,07",6,410,218,"53,17",76,"18,54",16,"3,90",0,"0,00",19,"4,63",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",81,"19,76",0,"0,00"
10,1207353200,Schwedt / Oder,0003,902,48,445,"49,33",7,438,234,"53,42",71,"16,21",6,"1,37",0,"0,00",20,"4,57",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",107,"24,43",0,"0,00"
10,1207353200,Schwedt / Oder,0004,928,56,466,"50,22",7,459,233,"50,76",58,"12,64",16,"3,49",0,"0,00",36,"7,84",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",116,"25,27",0,"0,00"
10,1207353200,Schwedt / Oder,0005,999,48,576,"57,66",13,563,342,"60,75",99,"17,58",24,"4,26",0,"0,00",23,"4,09",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",75,"13,32",0,"0,00"
10,1207353200,Schwedt / Oder,0006,899,50,462,"51,39",11,451,247,"54,77",55,"12,20",10,"2,22",0,"0,00",24,"5,32",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",115,"25,50",0,"0,00"
10,1207353200,Schwedt / Oder,0007,916,49,504,"55,02",4,500,283,"56,60",80,"16,00",18,"3,60",0,"0,00",16,"3,20",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",103,"20,60",0,"0,00"
10,1207353200,Schwedt / Oder,0008,1112,57,541,"48,65",11,530,308,"58,11",65,"12,26",12,"2,26",0,"0,00",24,"4,53",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",121,"22,83",0,"0,00"
10,1207353200,Schwedt / Oder,0009,938,62,415,"44,24",5,410,221,"53,90",65,"15,85",12,"2,93",0,"0,00",16,"3,90",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",96,"23,41",0,"0,00"
10,1207353200,Schwedt / Oder,0010,1159,59,610,"52,63",17,593,344,"58,01",90,"15,18",14,"2,36",0,"0,00",17,"2,87",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",128,"21,59",0,"0,00"
10,1207353200,Schwedt / Oder,0011,828,44,396,"47,83",5,391,237,"60,61",55,"14,07",4,"1,02",0,"0,00",20,"5,12",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",75,"19,18",0,"0,00"
10,1207353200,Schwedt / Oder,0012,1102,47,581,"52,72",7,574,290,"50,52",95,"16,55",19,"3,31",0,"0,00",31,"5,40",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",139,"24,22",0,"0,00"
10,1207353200,Schwedt / Oder,0013,617,24,320,"51,86",5,315,180,"57,14",48,"15,24",12,"3,81",0,"0,00",13,"4,13",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",62,"19,68",0,"0,00"
10,1207353200,Schwedt / Oder,0014,668,19,276,"41,32",9,267,150,"56,18",44,"16,48",11,"4,12",0,"0,00",18,"6,74",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",44,"16,48",0,"0,00"
10,1207353200,Schwedt / Oder,0015,758,35,394,"51,98",3,391,206,"52,69",58,"14,83",19,"4,86",0,"0,00",27,"6,91",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",81,"20,72",0,"0,00"
10,1207353200,Schwedt / Oder,0016,1114,30,592,"53,14",13,579,324,"55,96",93,"16,06",15,"2,59",0,"0,00",32,"5,53",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",115,"19,86",0,"0,00"
10,1207353200,Schwedt / Oder,0017,876,21,467,"53,31",6,461,284,"61,61",65,"14,10",11,"2,39",0,"0,00",24,"5,21",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",77,"16,70",0,"0,00"
10,1207353200,Schwedt / Oder,0018,1067,54,533,"49,95",12,521,294,"56,43",77,"14,78",15,"2,88",0,"0,00",28,"5,37",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",107,"20,54",0,"0,00"
10,1207353200,Schwedt / Oder,0019,845,24,352,"41,66",9,343,186,"54,23",42,"12,24",10,"2,92",0,"0,00",20,"5,83",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",85,"24,78",0,"0,00"
10,1207353200,Schwedt / Oder,0020,921,36,378,"41,04",3,375,216,"57,60",48,"12,80",7,"1,87",0,"0,00",21,"5,60",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",83,"22,13",0,"0,00"
10,1207353200,Schwedt / Oder,0021,1141,24,466,"40,84",5,461,252,"54,66",56,"12,15",13,"2,82",0,"0,00",22,"4,77",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",118,"25,60",0,"0,00"
10,1207353200,Schwedt / Oder,0022,1095,41,493,"45,02",2,491,292,"59,47",69,"14,05",15,"3,05",0,"0,00",26,"5,30",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",89,"18,13",0,"0,00"
10,1207353200,Schwedt / Oder,0023,1174,32,424,"36,12",11,413,238,"57,63",41,"9,93",10,"2,42",0,"0,00",28,"6,78",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",96,"23,24",0,"0,00"
10,1207353200,Schwedt / Oder,0024,939,17,376,"40,04",4,372,211,"56,72",43,"11,56",10,"2,69",0,"0,00",19,"5,11",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",89,"23,92",0,"0,00"
10,1207353200,Schwedt / Oder,0025,1168,28,497,"42,55",13,484,290,"59,92",51,"10,54",14,"2,89",0,"0,00",20,"4,13",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",109,"22,52",0,"0,00"
10,1207353200,Schwedt / Oder,0026,1163,24,480,"41,27",12,468,276,"58,97",69,"14,74",21,"4,49",0,"0,00",35,"7,48",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",67,"14,32",0,"0,00"
10,1207353200,Schwedt / Oder,0027,1182,25,471,"39,85",9,462,277,"59,96",54,"11,69",14,"3,03",0,"0,00",32,"6,93",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",85,"18,40",0,"0,00"
10,1207353200,Schwedt / Oder,0028,634,11,231,"36,44",6,225,114,"50,67",31,"13,78",9,"4,00",0,"0,00",13,"5,78",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",58,"25,78",0,"0,00"
10,1207353200,Schwedt / Oder,0029,709,29,288,"40,62",4,284,164,"57,75",35,"12,32",10,"3,52",0,"0,00",12,"4,23",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",63,"22,18",0,"0,00"
10,1207353200,Schwedt / Oder,0030,1109,25,437,"39,40",6,431,246,"57,08",56,"12,99",16,"3,71",0,"0,00",19,"4,41",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",94,"21,81",0,"0,00"
10,1207353200,Schwedt / Oder,0031,1214,34,457,"37,64",10,447,256,"57,27",58,"12,98",17,"3,80",0,"0,00",26,"5,82",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",90,"20,13",0,"0,00"
10,1207353200,Schwedt / Oder,0032,1149,47,435,"37,86",8,427,247,"57,85",55,"12,88",19,"4,45",0,"0,00",25,"5,85",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",81,"18,97",0,"0,00"
10,1207353200,Schwedt / Oder,0033,1037,29,403,"38,86",5,398,235,"59,05",48,"12,06",20,"5,03",0,"0,00",21,"5,28",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",74,"18,59",0,"0,00"
10,1207353200,Schwedt / Oder,0034,847,26,327,"38,61",4,323,179,"55,42",47,"14,55",8,"2,48",0,"0,00",17,"5,26",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",72,"22,29",0,"0,00"
10,1207353200,Schwedt / Oder,0035,913,17,389,"42,61",3,386,215,"55,70",35,"9,07",12,"3,11",0,"0,00",39,"10,10",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",85,"22,02",0,"0,00"
10,1207353200,Schwedt / Oder,0036,842,14,379,"45,01",10,369,214,"57,99",48,"13,01",12,"3,25",0,"0,00",21,"5,69",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",74,"20,05",0,"0,00"
10,1207353200,Schwedt / Oder,0037,226,12,116,"51,33",1,115,65,"56,52",21,"18,26",5,"4,35",0,"0,00",5,"4,35",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",19,"16,52",0,"0,00"
10,1207353200,Schwedt / Oder,0038,137,0,96,"70,07",1,95,54,"56,84",25,"26,32",1,"1,05",0,"0,00",3,"3,16",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",12,"12,63",0,"0,00"
10,1207353200,Schwedt / Oder,0039,212,3,130,"61,32",7,123,56,"45,53",44,"35,77",4,"3,25",0,"0,00",2,"1,63",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",17,"13,82",0,"0,00"
10,1207353200,Schwedt / Oder,0040,102,0,49,"48,04",0,49,24,"48,98",15,"30,61",3,"6,12",0,"0,00",1,"2,04",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"12,24",0,"0,00"
10,1207353200,Schwedt / Oder,0041,378,1,220,"58,20",5,215,129,"60,00",43,"20,00",10,"4,65",0,"0,00",12,"5,58",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",21,"9,77",0,"0,00"
11,"1,20E+09",Briefwahlbezirk,0999,0,0,1521,"0,00",13,1508,500,"33,16",344,"22,81",60,"3,98",215,"14,26",0,"0,00",43,"2,85",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",346,"22,94",0,"0,00"
11,1206300406,Bamme,0001,252,7,137,"54,37",4,133,44,"33,08",65,"48,87",6,"4,51",11,"8,27",0,"0,00",2,"1,50",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"3,76",0,"0,00"
11,1206300806,Barnewitz,0001,245,5,140,"57,14",7,133,79,"59,40",34,"25,56",3,"2,26",4,"3,01",0,"0,00",2,"1,50",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",11,"8,27",0,"0,00"
11,1206302008,Böhne,0001,245,4,106,"43,27",1,105,50,"47,62",24,"22,86",2,"1,90",14,"13,33",0,"0,00",2,"1,90",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",13,"12,38",0,"0,00"
11,1206302802,Brädikow,0001,253,1,133,"52,57",6,127,87,"68,50",21,"16,54",3,"2,36",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",16,"12,60",0,"0,00"
11,1206304406,Buckow bei Nennhausen,0001,81,1,47,"58,02",1,46,17,"36,96",17,"36,96",6,"13,04",1,"2,17",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"10,87",0,"0,00"
11,1206304806,Buschow,0001,362,6,209,"57,73",8,201,127,"63,18",37,"18,41",2,"1,00",8,"3,98",0,"0,00",1,"0,50",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",26,"12,94",0,"0,00"
11,1206305204,Bützer,0001,430,4,244,"56,74",5,239,113,"47,28",71,"29,71",13,"5,44",12,"5,02",0,"0,00",4,"1,67",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",26,"10,88",0,"0,00"
11,1206306006,Damme,0001,107,0,57,"53,27",1,56,33,"58,93",9,"16,07",0,"0,00",2,"3,57",0,"0,00",2,"3,57",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",10,"17,86",0,"0,00"
11,1206306407,Döberitz,0001,619,21,389,"62,84",7,382,208,"54,45",96,"25,13",12,"3,14",15,"3,93",0,"0,00",7,"1,83",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",44,"11,52",0,"0,00"
11,1206308406,Ferchesar,0001,247,6,150,"60,73",2,148,71,"47,97",36,"24,32",3,"2,03",11,"7,43",0,"0,00",2,"1,35",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",25,"16,89",0,"0,00"
11,1206308802,Friesack,0001,1806,42,905,"50,11",20,885,503,"56,84",149,"16,84",57,"6,44",1,"0,11",0,"0,00",32,"3,62",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",143,"16,16",0,"0,00"
11,1206309206,Garlitz,0001,279,5,147,"52,69",0,147,77,"52,38",36,"24,49",1,"0,68",6,"4,08",0,"0,00",2,"1,36",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",25,"17,01",0,"0,00"
11,1206309609,Görne,0001,148,2,85,"57,43",1,84,33,"39,29",12,"14,29",35,"41,67",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"4,76",0,"0,00"
11,1206310008,Göttlin,0001,309,11,175,"56,63",5,170,71,"41,76",35,"20,59",3,"1,76",21,"12,35",0,"0,00",4,"2,35",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",36,"21,18",0,"0,00"
11,1206310406,Gräningen,0001,182,3,100,"54,95",4,96,55,"57,29",27,"28,13",2,"2,08",2,"2,08",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",10,"10,42",0,"0,00"
11,1206311209,Großderschau,0001,429,1,203,"47,32",8,195,105,"53,85",47,"24,10",17,"8,72",4,"2,05",0,"0,00",5,"2,56",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",17,"8,72",0,"0,00"
11,1206311604,Großwudicke,0001,689,4,353,"51,23",6,347,171,"49,28",81,"23,34",26,"7,49",15,"4,32",0,"0,00",3,"0,86",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",51,"14,70",0,"0,00"
11,1206312408,Grütz,0001,109,0,65,"59,63",5,60,24,"40,00",23,"38,33",0,"0,00",9,"15,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"6,67",0,"0,00"
11,1206312809,Gülpe,0001,124,0,56,"45,16",0,56,32,"57,14",13,"23,21",5,"8,93",1,"1,79",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"8,93",0,"0,00"
11,1206313202,Haage,0001,198,3,103,"52,02",2,101,71,"70,30",19,"18,81",3,"2,97",0,"0,00",0,"0,00",1,"0,99",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"6,93",0,"0,00"
11,1206313609,Hohennauen,0001,474,21,266,"56,12",6,260,131,"50,38",57,"21,92",15,"5,77",15,"5,77",0,"0,00",5,"1,92",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",37,"14,23",0,"0,00"
11,1206314404,Jerchel,0001,186,4,114,"61,29",5,109,49,"44,95",40,"36,70",3,"2,75",5,"4,59",0,"0,00",3,"2,75",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"8,26",0,"0,00"
11,1206316009,Kleßen,0001,208,0,114,"54,81",0,114,59,"51,75",20,"17,54",16,"14,04",1,"0,88",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",18,"15,79",0,"0,00"
11,1206316406,Kotzen,0001,293,1,145,"49,49",4,141,66,"46,81",35,"24,82",1,"0,71",3,"2,13",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",36,"25,53",0,"0,00"
11,1206316806,Kriele,0001,125,0,59,"47,20",3,56,35,"62,50",9,"16,07",2,"3,57",0,"0,00",0,"0,00",2,"3,57",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"14,29",0,"0,00"
11,1206317206,Landin,0001,56,2,37,"66,07",1,36,22,"61,11",6,"16,67",4,"11,11",0,"0,00",0,"0,00",1,"2,78",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"8,33",0,"0,00"
11,1206317606,Liepe,0001,145,1,74,"51,03",0,74,41,"55,41",17,"22,97",1,"1,35",4,"5,41",0,"0,00",1,"1,35",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",10,"13,51",0,"0,00"
11,1206318804,Milow,0001,1070,24,624,"58,32",12,612,302,"49,35",156,"25,49",23,"3,76",29,"4,74",0,"0,00",11,"1,80",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",91,"14,87",0,"0,00"
11,1206319207,Mögelin,0001,652,14,388,"59,51",1,387,213,"55,04",79,"20,41",7,"1,81",18,"4,65",0,"0,00",8,"2,07",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",62,"16,02",0,"0,00"
11,1206319604,Möthlitz,0001,174,0,106,"60,92",0,106,28,"26,42",66,"62,26",1,"0,94",2,"1,89",0,"0,00",3,"2,83",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"5,66",0,"0,00"
11,1206319604,Möthlitz,0002,116,6,92,"79,31",0,92,13,"14,13",69,"75,00",0,"0,00",0,"0,00",0,"0,00",1,"1,09",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"9,78",0,"0,00"
11,1206320006,Möthlow,0001,142,0,73,"51,41",1,72,43,"59,72",13,"18,06",1,"1,39",1,"1,39",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",14,"19,44",0,"0,00"
11,1206320406,Mützlitz,0001,124,2,79,"63,71",2,77,31,"40,26",23,"29,87",4,"5,19",1,"1,30",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",18,"23,38",0,"0,00"
11,1206321206,Nennhausen,0001,784,22,420,"53,57",6,414,220,"53,14",83,"20,05",16,"3,86",20,"4,83",0,"0,00",6,"1,45",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",69,"16,67",0,"0,00"
11,1206321604,Nitzahn,0001,345,7,195,"56,52",7,188,113,"60,11",53,"28,19",1,"0,53",1,"0,53",0,"0,00",3,"1,60",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",17,"9,04",0,"0,00"
11,1206322409,Parey,0001,57,0,33,"57,89",0,33,14,"42,42",8,"24,24",0,"0,00",1,"3,03",0,"0,00",1,"3,03",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"27,27",0,"0,00"
11,1206322802,Paulinenaue,0001,873,21,512,"58,65",8,504,294,"58,33",72,"14,29",6,"1,19",1,"0,20",0,"0,00",22,"4,37",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",109,"21,63",0,"0,00"
11,1206324002,Pessin,0001,537,3,228,"42,46",3,225,133,"59,11",50,"22,22",7,"3,11",1,"0,44",0,"0,00",6,"2,67",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",28,"12,44",0,"0,00"
11,1206324407,Premnitz,0001,1393,60,794,"57,00",11,783,413,"52,75",159,"20,31",12,"1,53",15,"1,92",0,"0,00",16,"2,04",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",168,"21,46",0,"0,00"
