"Wahlkreisnummer 1994",AGS,Gebietskörperschaft,Wahlbezirksnummer,Wahlberechtigte,"darunter Wahlberechtigte mit Sperrvermerk",Wähler,Wahlbeteiligung,"Ungültige Erststimmen","Gültige Erststimmen",SPD,"Anteil SPD in %",CDU,"Anteil CDU in %",FDP,"Anteil FDP in %",BFWG,"Anteil BFWG in %",GRÜNE/B90,"Anteil GRÜNE/B90 in %",Bürger,"Anteil Bürger in %",DSU,"Anteil DSU in %",GRAUE,"Anteil GRAUE in %",REP,"Anteil REP in %",KPD,"Anteil KPD in %",ÖDP,"Anteil ÖDP in %",PDS,"Anteil PDS in %",EB,"Anteil EB in %"
35,1206205203,Beyern,0001,333,3,227,"68,17",4,223,107,"47,98",96,"43,05",5,"2,24",0,"0,00",0,"0,00",2,"0,90",1,"0,45",0,"0,00",0,"0,00",0,"0,00",0,"0,00",12,"5,38",0,"0,00"
35,1206206004,Borken,0001,112,1,80,"71,43",0,80,49,"61,25",15,"18,75",2,"2,50",0,"0,00",0,"0,00",0,"0,00",4,"5,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",10,"12,50",0,"0,00"
35,1206206410,Brandis,0001,193,6,132,"68,39",4,128,89,"69,53",10,"7,81",7,"5,47",0,"0,00",0,"0,00",16,"12,50",2,"1,56",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"3,13",0,"0,00"
35,1206206812,Breitenau,0001,239,4,164,"68,62",2,162,84,"51,85",38,"23,46",7,"4,32",0,"0,00",0,"0,00",13,"8,02",1,"0,62",0,"0,00",0,"0,00",0,"0,00",0,"0,00",19,"11,73",0,"0,00"
35,1206207212,Brenitz,0001,166,3,117,"70,48",2,115,74,"64,35",24,"20,87",4,"3,48",0,"0,00",0,"0,00",8,"6,96",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"4,35",0,"0,00"
35,1206208404,Buckau,0001,232,0,139,"59,91",3,136,88,"64,71",40,"29,41",1,"0,74",0,"0,00",0,"0,00",0,"0,00",2,"1,47",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"3,68",0,"0,00"
35,1206208805,Crinitz,0001,1140,17,606,"53,16",12,594,333,"56,06",132,"22,22",44,"7,41",0,"0,00",0,"0,00",12,"2,02",3,"0,51",0,"0,00",0,"0,00",0,"0,00",0,"0,00",70,"11,78",0,"0,00"
35,1206209605,Dollenchen,0001,212,3,133,"62,74",3,130,62,"47,69",49,"37,69",1,"0,77",0,"0,00",0,"0,00",1,"0,77",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",17,"13,08",0,"0,00"
35,1206209605,Dollenchen,0002,95,0,66,"69,47",3,63,44,"69,84",14,"22,22",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"1,59",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"6,35",0,"0,00"
35,1206210803,Drasdo,0001,152,0,115,"75,66",2,113,67,"59,29",31,"27,43",1,"0,88",0,"0,00",0,"0,00",4,"3,54",1,"0,88",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"7,96",0,"0,00"
35,1206211610,Dubro,0001,287,3,181,"63,07",1,180,139,"77,22",15,"8,33",9,"5,00",0,"0,00",0,"0,00",9,"5,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"4,44",0,"0,00"
35,1206212803,Falkenberg/Elster,0001,817,24,400,"48,96",7,393,254,"64,63",96,"24,43",7,"1,78",0,"0,00",0,"0,00",5,"1,27",3,"0,76",0,"0,00",0,"0,00",0,"0,00",0,"0,00",28,"7,12",0,"0,00"
35,1206212803,Falkenberg/Elster,0002,1181,63,571,"48,35",7,564,328,"58,16",145,"25,71",5,"0,89",0,"0,00",0,"0,00",3,"0,53",10,"1,77",0,"0,00",0,"0,00",0,"0,00",0,"0,00",73,"12,94",0,"0,00"
35,1206212803,Falkenberg/Elster,0003,1924,135,1117,"58,06",21,1096,634,"57,85",305,"27,83",26,"2,37",0,"0,00",0,"0,00",14,"1,28",7,"0,64",0,"0,00",0,"0,00",0,"0,00",0,"0,00",110,"10,04",0,"0,00"
35,1206212803,Falkenberg/Elster,0004,1128,47,516,"45,74",13,503,304,"60,44",131,"26,04",8,"1,59",0,"0,00",0,"0,00",6,"1,19",5,"0,99",0,"0,00",0,"0,00",0,"0,00",0,"0,00",49,"9,74",0,"0,00"
35,1206213204,Fermerswalde,0001,147,1,101,"68,71",2,99,48,"48,48",36,"36,36",2,"2,02",0,"0,00",0,"0,00",2,"2,02",3,"3,03",0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"8,08",0,"0,00"
35,1206214000,Finsterwalde,0001,1495,122,750,"50,17",13,737,334,"45,32",196,"26,59",28,"3,80",0,"0,00",0,"0,00",16,"2,17",13,"1,76",0,"0,00",0,"0,00",0,"0,00",0,"0,00",150,"20,35",0,"0,00"
35,1206214000,Finsterwalde,0002,1394,90,619,"44,40",13,606,264,"43,56",179,"29,54",14,"2,31",0,"0,00",0,"0,00",10,"1,65",7,"1,16",0,"0,00",0,"0,00",0,"0,00",0,"0,00",132,"21,78",0,"0,00"
35,1206214000,Finsterwalde,0003,914,71,430,"47,05",8,422,189,"44,79",107,"25,36",11,"2,61",0,"0,00",0,"0,00",6,"1,42",7,"1,66",0,"0,00",0,"0,00",0,"0,00",0,"0,00",102,"24,17",0,"0,00"
35,1206214000,Finsterwalde,0004,805,24,336,"41,74",5,331,149,"45,02",84,"25,38",12,"3,63",0,"0,00",0,"0,00",2,"0,60",7,"2,11",0,"0,00",0,"0,00",0,"0,00",0,"0,00",77,"23,26",0,"0,00"
35,1206214000,Finsterwalde,0005,1230,43,675,"54,88",11,664,269,"40,51",177,"26,66",12,"1,81",0,"0,00",0,"0,00",17,"2,56",7,"1,05",0,"0,00",0,"0,00",0,"0,00",0,"0,00",182,"27,41",0,"0,00"
35,1206214000,Finsterwalde,0006,1097,30,504,"45,94",11,493,234,"47,46",108,"21,91",12,"2,43",0,"0,00",0,"0,00",15,"3,04",10,"2,03",0,"0,00",0,"0,00",0,"0,00",0,"0,00",114,"23,12",0,"0,00"
35,1206214000,Finsterwalde,0007,883,43,414,"46,89",7,407,197,"48,40",87,"21,38",11,"2,70",0,"0,00",0,"0,00",12,"2,95",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",100,"24,57",0,"0,00"
35,1206214000,Finsterwalde,0008,520,16,281,"54,04",6,275,131,"47,64",73,"26,55",6,"2,18",0,"0,00",0,"0,00",5,"1,82",3,"1,09",0,"0,00",0,"0,00",0,"0,00",0,"0,00",57,"20,73",0,"0,00"
35,1206214000,Finsterwalde,0009,1260,53,661,"52,46",17,644,310,"48,14",119,"18,48",14,"2,17",0,"0,00",0,"0,00",9,"1,40",7,"1,09",0,"0,00",0,"0,00",0,"0,00",0,"0,00",185,"28,73",0,"0,00"
35,1206214000,Finsterwalde,0010,1148,25,570,"49,65",2,568,276,"48,59",95,"16,73",19,"3,35",0,"0,00",0,"0,00",16,"2,82",8,"1,41",0,"0,00",0,"0,00",0,"0,00",0,"0,00",154,"27,11",0,"0,00"
35,1206214000,Finsterwalde,0011,912,26,384,"42,11",10,374,172,"45,99",107,"28,61",11,"2,94",0,"0,00",0,"0,00",9,"2,41",5,"1,34",0,"0,00",0,"0,00",0,"0,00",0,"0,00",70,"18,72",0,"0,00"
35,1206214000,Finsterwalde,0012,751,35,436,"58,06",8,428,214,"50,00",88,"20,56",20,"4,67",0,"0,00",0,"0,00",4,"0,93",2,"0,47",0,"0,00",0,"0,00",0,"0,00",0,"0,00",100,"23,36",0,"0,00"
35,1206214000,Finsterwalde,0013,589,34,383,"65,03",6,377,193,"51,19",88,"23,34",10,"2,65",0,"0,00",0,"0,00",12,"3,18",1,"0,27",0,"0,00",0,"0,00",0,"0,00",0,"0,00",73,"19,36",0,"0,00"
35,1206214000,Finsterwalde,0014,504,10,214,"42,46",5,209,76,"36,36",68,"32,54",9,"4,31",0,"0,00",0,"0,00",12,"5,74",2,"0,96",0,"0,00",0,"0,00",0,"0,00",0,"0,00",42,"20,10",0,"0,00"
35,1206214000,Finsterwalde,0015,891,30,384,"43,10",7,377,174,"46,15",110,"29,18",10,"2,65",0,"0,00",0,"0,00",4,"1,06",6,"1,59",0,"0,00",0,"0,00",0,"0,00",0,"0,00",73,"19,36",0,"0,00"
35,1206214000,Finsterwalde,0016,158,4,77,"48,73",3,74,39,"52,70",13,"17,57",3,"4,05",0,"0,00",0,"0,00",1,"1,35",4,"5,41",0,"0,00",0,"0,00",0,"0,00",0,"0,00",14,"18,92",0,"0,00"
35,1206214000,Finsterwalde,0017,1356,51,675,"49,78",7,668,304,"45,51",136,"20,36",18,"2,69",0,"0,00",0,"0,00",7,"1,05",9,"1,35",0,"0,00",0,"0,00",0,"0,00",0,"0,00",194,"29,04",0,"0,00"
35,1206214000,Finsterwalde,0018,1093,39,528,"48,31",11,517,239,"46,23",134,"25,92",18,"3,48",0,"0,00",0,"0,00",18,"3,48",5,"0,97",0,"0,00",0,"0,00",0,"0,00",0,"0,00",103,"19,92",0,"0,00"
35,1206214000,Finsterwalde,0019,411,5,241,"58,64",7,234,122,"52,14",61,"26,07",3,"1,28",0,"0,00",0,"0,00",5,"2,14",2,"0,85",0,"0,00",0,"0,00",0,"0,00",0,"0,00",41,"17,52",0,"0,00"
35,1206214812,Frankena,0001,247,3,169,"68,42",5,164,111,"67,68",34,"20,73",5,"3,05",0,"0,00",0,"0,00",3,"1,83",1,"0,61",0,"0,00",0,"0,00",0,"0,00",0,"0,00",10,"6,10",0,"0,00"
35,1206215209,Frankenhain,0001,138,0,102,"73,91",2,100,63,"63,00",23,"23,00",3,"3,00",0,"0,00",0,"0,00",2,"2,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"9,00",0,"0,00"
35,1206215609,Freileben,0001,260,8,171,"65,77",0,171,120,"70,18",23,"13,45",12,"7,02",0,"0,00",0,"0,00",2,"1,17",1,"0,58",0,"0,00",0,"0,00",0,"0,00",0,"0,00",13,"7,60",0,"0,00"
35,1206216012,Friedersdorf,0001,157,0,108,"68,79",4,104,55,"52,88",42,"40,38",1,"0,96",0,"0,00",0,"0,00",1,"0,96",1,"0,96",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"3,85",0,"0,00"
35,1206216404,Friedersdorf,0001,93,2,53,"56,99",0,53,34,"64,15",9,"16,98",0,"0,00",0,"0,00",0,"0,00",1,"1,89",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"16,98",0,"0,00"
35,1206216805,Gahro,0001,168,0,109,"64,88",3,106,62,"58,49",18,"16,98",3,"2,83",0,"0,00",0,"0,00",2,"1,89",3,"2,83",0,"0,00",0,"0,00",0,"0,00",0,"0,00",18,"16,98",0,"0,00"
35,1206217205,Göllnitz,0001,258,3,130,"50,39",4,126,64,"50,79",52,"41,27",0,"0,00",0,"0,00",0,"0,00",3,"2,38",2,"1,59",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"3,97",0,"0,00"
35,1206218012,Goßmar,0001,327,2,191,"58,41",5,186,96,"51,61",44,"23,66",5,"2,69",0,"0,00",0,"0,00",11,"5,91",4,"2,15",0,"0,00",0,"0,00",0,"0,00",0,"0,00",26,"13,98",0,"0,00"
35,1206218404,Gräfendorf,0001,261,5,160,"61,30",2,158,69,"43,67",49,"31,01",1,"0,63",0,"0,00",0,"0,00",8,"5,06",21,"13,29",0,"0,00",0,"0,00",0,"0,00",0,"0,00",10,"6,33",0,"0,00"
35,1206218810,Grassau,0001,244,0,161,"65,98",5,156,96,"61,54",18,"11,54",9,"5,77",0,"0,00",0,"0,00",26,"16,67",3,"1,92",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"2,56",0,"0,00"
35,1206219205,Gröbitz,0001,184,5,118,"64,13",3,115,57,"49,57",36,"31,30",1,"0,87",0,"0,00",0,"0,00",2,"1,74",3,"2,61",0,"0,00",0,"0,00",0,"0,00",0,"0,00",16,"13,91",0,"0,00"
35,1206220012,Großkrausnik,0001,120,0,99,"82,50",5,94,51,"54,26",26,"27,66",5,"5,32",0,"0,00",0,"0,00",3,"3,19",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"9,57",0,"0,00"
35,1206220403,Großrössen,0001,340,9,166,"48,82",6,160,88,"55,00",47,"29,38",2,"1,25",0,"0,00",0,"0,00",9,"5,63",2,"1,25",0,"0,00",0,"0,00",0,"0,00",0,"0,00",12,"7,50",0,"0,00"
35,1206222404,Herzberg/Elster,0001,1081,50,596,"55,13",3,593,385,"64,92",123,"20,74",6,"1,01",0,"0,00",0,"0,00",8,"1,35",6,"1,01",0,"0,00",0,"0,00",0,"0,00",0,"0,00",65,"10,96",0,"0,00"
35,1206222404,Herzberg/Elster,0002,904,57,498,"55,09",5,493,302,"61,26",86,"17,44",12,"2,43",0,"0,00",0,"0,00",8,"1,62",2,"0,41",0,"0,00",0,"0,00",0,"0,00",0,"0,00",83,"16,84",0,"0,00"
35,1206222404,Herzberg/Elster,0003,578,36,307,"53,11",2,305,161,"52,79",90,"29,51",9,"2,95",0,"0,00",0,"0,00",4,"1,31",4,"1,31",0,"0,00",0,"0,00",0,"0,00",0,"0,00",37,"12,13",0,"0,00"
35,1206222404,Herzberg/Elster,0004,755,42,409,"54,17",9,400,229,"57,25",117,"29,25",5,"1,25",0,"0,00",0,"0,00",3,"0,75",6,"1,50",0,"0,00",0,"0,00",0,"0,00",0,"0,00",40,"10,00",0,"0,00"
35,1206222404,Herzberg/Elster,0005,677,29,357,"52,73",7,350,235,"67,14",54,"15,43",7,"2,00",0,"0,00",0,"0,00",1,"0,29",2,"0,57",0,"0,00",0,"0,00",0,"0,00",0,"0,00",51,"14,57",0,"0,00"
35,1206222404,Herzberg/Elster,0006,780,30,402,"51,54",6,396,231,"58,33",82,"20,71",10,"2,53",0,"0,00",0,"0,00",3,"0,76",2,"0,51",0,"0,00",0,"0,00",0,"0,00",0,"0,00",68,"17,17",0,"0,00"
35,1206222404,Herzberg/Elster,0007,996,56,516,"51,81",16,500,312,"62,40",86,"17,20",9,"1,80",0,"0,00",0,"0,00",14,"2,80",4,"0,80",0,"0,00",0,"0,00",0,"0,00",0,"0,00",75,"15,00",0,"0,00"
35,1206222404,Herzberg/Elster,0008,354,8,206,"58,19",0,206,104,"50,49",65,"31,55",5,"2,43",0,"0,00",0,"0,00",3,"1,46",4,"1,94",0,"0,00",0,"0,00",0,"0,00",0,"0,00",25,"12,14",0,"0,00"
35,1206222404,Herzberg/Elster,0009,674,18,334,"49,55",0,334,198,"59,28",80,"23,95",9,"2,69",0,"0,00",0,"0,00",8,"2,40",6,"1,80",0,"0,00",0,"0,00",0,"0,00",0,"0,00",33,"9,88",0,"0,00"
35,1206222404,Herzberg/Elster,0010,99,3,66,"66,67",6,60,39,"65,00",11,"18,33",1,"1,67",0,"0,00",0,"0,00",0,"0,00",2,"3,33",0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"11,67",0,"0,00"
35,1206222404,Herzberg/Elster,0011,63,0,46,"73,02",1,45,18,"40,00",24,"53,33",0,"0,00",0,"0,00",0,"0,00",1,"2,22",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"4,44",0,"0,00"
35,1206222809,Hillmersdorf,0001,169,9,85,"50,30",3,82,59,"71,95",14,"17,07",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"10,98",0,"0,00"
35,1206223609,Hohenbucko,0001,475,9,286,"60,21",2,284,213,"75,00",36,"12,68",10,"3,52",0,"0,00",0,"0,00",8,"2,82",3,"1,06",0,"0,00",0,"0,00",0,"0,00",0,"0,00",14,"4,93",0,"0,00"
35,1206224409,Jagsal,0001,121,5,76,"62,81",2,74,56,"75,68",8,"10,81",3,"4,05",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"9,46",0,"0,00"
35,1206224810,Jeßnigk,0001,282,10,198,"70,21",2,196,103,"52,55",58,"29,59",5,"2,55",0,"0,00",0,"0,00",6,"3,06",4,"2,04",0,"0,00",0,"0,00",0,"0,00",0,"0,00",20,"10,20",0,"0,00"
35,1206226012,Kleinkrausnik,0001,116,5,65,"56,03",3,62,39,"62,90",11,"17,74",3,"4,84",0,"0,00",0,"0,00",2,"3,23",1,"1,61",0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"9,68",0,"0,00"
35,1206226410,Knippelsdorf,0001,230,0,134,"58,26",7,127,100,"78,74",14,"11,02",0,"0,00",0,"0,00",0,"0,00",4,"3,15",2,"1,57",0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"5,51",0,"0,00"
35,1206226809,Kolochau,0001,368,4,237,"64,40",3,234,149,"63,68",49,"20,94",13,"5,56",0,"0,00",0,"0,00",7,"2,99",1,"0,43",0,"0,00",0,"0,00",0,"0,00",0,"0,00",15,"6,41",0,"0,00"
35,1206227203,Kölsa,0001,613,9,299,"48,78",10,289,134,"46,37",108,"37,37",3,"1,04",0,"0,00",0,"0,00",4,"1,38",8,"2,77",0,"0,00",0,"0,00",0,"0,00",0,"0,00",32,"11,07",0,"0,00"
35,1206227609,Körba,0001,165,0,106,"64,24",3,103,78,"75,73",15,"14,56",3,"2,91",0,"0,00",0,"0,00",0,"0,00",1,"0,97",0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"5,83",0,"0,00"
35,1206228403,Langennaundorf,0001,272,3,171,"62,87",2,169,111,"65,68",37,"21,89",2,"1,18",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",19,"11,24",0,"0,00"
35,1206228809,Lebusa,0001,335,5,223,"66,57",5,218,132,"60,55",47,"21,56",7,"3,21",0,"0,00",0,"0,00",4,"1,83",3,"1,38",0,"0,00",0,"0,00",0,"0,00",0,"0,00",25,"11,47",0,"0,00"
35,1206229205,Lichterfeld,0001,372,11,217,"58,33",3,214,124,"57,94",54,"25,23",12,"5,61",0,"0,00",0,"0,00",7,"3,27",6,"2,80",0,"0,00",0,"0,00",0,"0,00",0,"0,00",11,"5,14",0,"0,00"
35,1206229605,Lieskau,0001,206,2,134,"65,05",5,129,71,"55,04",31,"24,03",3,"2,33",0,"0,00",0,"0,00",6,"4,65",3,"2,33",0,"0,00",0,"0,00",0,"0,00",0,"0,00",15,"11,63",0,"0,00"
35,1206230405,Lindthal,0001,132,2,85,"64,39",2,83,40,"48,19",37,"44,58",1,"1,20",0,"0,00",0,"0,00",1,"1,20",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"4,82",0,"0,00"
35,1206230804,Löhsten,0001,127,1,83,"65,35",1,82,42,"51,22",28,"34,15",2,"2,44",0,"0,00",0,"0,00",6,"7,32",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"4,88",0,"0,00"
35,1206231604,Mahdel,0001,134,0,104,"77,61",3,101,74,"73,27",19,"18,81",3,"2,97",0,"0,00",0,"0,00",1,"0,99",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"3,96",0,"0,00"
35,1206232009,Malitschkendorf,0001,164,5,98,"59,76",3,95,62,"65,26",17,"17,89",4,"4,21",0,"0,00",0,"0,00",6,"6,32",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"6,32",0,"0,00"
35,1206233205,Massen,0001,859,22,497,"57,86",10,487,225,"46,20",175,"35,93",6,"1,23",0,"0,00",0,"0,00",5,"1,03",2,"0,41",0,"0,00",0,"0,00",0,"0,00",0,"0,00",74,"15,20",0,"0,00"
35,1206233205,Massen,0002,163,0,117,"71,78",3,114,50,"43,86",53,"46,49",2,"1,75",0,"0,00",0,"0,00",3,"2,63",1,"0,88",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"4,39",0,"0,00"
35,1206234412,Münchhausen,0001,334,2,218,"65,27",3,215,126,"58,60",62,"28,84",6,"2,79",0,"0,00",0,"0,00",5,"2,33",5,"2,33",0,"0,00",0,"0,00",0,"0,00",0,"0,00",11,"5,12",0,"0,00"
35,1206234809,Naundorf,0001,193,1,132,"68,39",1,131,103,"78,63",19,"14,50",2,"1,53",0,"0,00",0,"0,00",1,"0,76",2,"1,53",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"3,05",0,"0,00"
35,1206235609,Oelsig,0001,184,1,108,"58,70",2,106,66,"62,26",25,"23,58",5,"4,72",0,"0,00",0,"0,00",4,"3,77",1,"0,94",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"4,72",0,"0,00"
35,1206236404,Osteroda,0001,181,2,106,"58,56",1,105,74,"70,48",16,"15,24",3,"2,86",0,"0,00",0,"0,00",4,"3,81",3,"2,86",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"4,76",0,"0,00"
35,1206236812,Pahlsdorf,0001,191,0,83,"43,46",2,81,20,"24,69",49,"60,49",1,"1,23",0,"0,00",0,"0,00",3,"3,70",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"9,88",0,"0,00"
35,1206237604,Polzen,0001,254,2,184,"72,44",6,178,119,"66,85",31,"17,42",6,"3,37",0,"0,00",0,"0,00",6,"3,37",4,"2,25",0,"0,00",0,"0,00",0,"0,00",0,"0,00",12,"6,74",0,"0,00"
35,1206238005,Ponnsdorf,0001,105,0,54,"51,43",0,54,42,"77,78",10,"18,52",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"3,70",0,"0,00"
35,1206239609,Proßmarke,0001,189,11,116,"61,38",3,113,64,"56,64",34,"30,09",3,"2,65",0,"0,00",0,"0,00",5,"4,42",2,"1,77",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"4,42",0,"0,00"
35,1206240004,Rahnisdorf,0001,175,0,102,"58,29",5,97,69,"71,13",19,"19,59",0,"0,00",0,"0,00",0,"0,00",2,"2,06",1,"1,03",0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"6,19",0,"0,00"
35,1206240403,Rehfeld,0001,250,3,153,"61,20",6,147,63,"42,86",66,"44,90",3,"2,04",0,"0,00",0,"0,00",1,"0,68",5,"3,40",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"6,12",0,"0,00"
35,1206242405,Sallgast,0001,514,22,287,"55,84",8,279,152,"54,48",44,"15,77",11,"3,94",0,"0,00",0,"0,00",5,"1,79",27,"9,68",0,"0,00",0,"0,00",0,"0,00",0,"0,00",40,"14,34",0,"0,00"
35,1206242405,Sallgast,0002,124,2,72,"58,06",3,69,33,"47,83",21,"30,43",2,"2,90",0,"0,00",0,"0,00",2,"2,90",8,"11,59",0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"4,35",0,"0,00"
35,1206242405,Sallgast,0003,157,2,81,"51,59",4,77,48,"62,34",18,"23,38",2,"2,60",0,"0,00",0,"0,00",1,"1,30",3,"3,90",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"6,49",0,"0,00"
35,1206243205,Schacksdorf,0001,240,2,149,"62,08",3,146,83,"56,85",37,"25,34",2,"1,37",0,"0,00",0,"0,00",2,"1,37",1,"0,68",0,"0,00",0,"0,00",0,"0,00",0,"0,00",21,"14,38",0,"0,00"
35,1206243205,Schacksdorf,0002,191,1,46,"24,08",2,44,24,"54,55",8,"18,18",0,"0,00",0,"0,00",0,"0,00",3,"6,82",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"20,45",0,"0,00"
35,1206244409,Schlieben,0001,1716,95,922,"53,73",23,899,569,"63,29",168,"18,69",23,"2,56",0,"0,00",0,"0,00",12,"1,33",16,"1,78",0,"0,00",0,"0,00",0,"0,00",0,"0,00",111,"12,35",0,"0,00"
35,1206244409,Schlieben,0002,64,0,50,"78,13",4,46,33,"71,74",8,"17,39",1,"2,17",0,"0,00",0,"0,00",2,"4,35",1,"2,17",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"2,17",0,"0,00"
35,1206244803,Schmerkendorf,0001,482,13,295,"61,20",12,283,128,"45,23",125,"44,17",9,"3,18",0,"0,00",0,"0,00",3,"1,06",3,"1,06",0,"0,00",0,"0,00",0,"0,00",0,"0,00",15,"5,30",0,"0,00"
35,1206245612,Schönewalde,0001,148,0,103,"69,59",4,99,68,"68,69",17,"17,17",3,"3,03",0,"0,00",0,"0,00",7,"7,07",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"4,04",0,"0,00"
35,1206246010,Schönewalde,0001,822,25,469,"57,06",2,467,233,"49,89",71,"15,20",55,"11,78",0,"0,00",0,"0,00",59,"12,63",3,"0,64",0,"0,00",0,"0,00",0,"0,00",0,"0,00",46,"9,85",0,"0,00"
35,1206246812,Sonnewalde,0001,884,14,512,"57,92",20,492,295,"59,96",105,"21,34",17,"3,46",0,"0,00",0,"0,00",7,"1,42",4,"0,81",0,"0,00",0,"0,00",0,"0,00",0,"0,00",64,"13,01",0,"0,00"
35,1206247609,Stechau,0001,306,13,166,"54,25",3,163,100,"61,35",37,"22,70",5,"3,07",0,"0,00",0,"0,00",5,"3,07",1,"0,61",0,"0,00",0,"0,00",0,"0,00",0,"0,00",15,"9,20",0,"0,00"
35,1206248010,Stolzenhain,0001,285,12,150,"52,63",7,143,97,"67,83",25,"17,48",8,"5,59",0,"0,00",0,"0,00",4,"2,80",2,"1,40",0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"4,90",0,"0,00"
35,1206249603,Uebigau,0001,914,15,513,"56,13",12,501,279,"55,69",152,"30,34",26,"5,19",0,"0,00",0,"0,00",1,"0,20",5,"1,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",38,"7,58",0,"0,00"
35,1206249603,Uebigau,0002,657,15,368,"56,01",3,365,204,"55,89",109,"29,86",11,"3,01",0,"0,00",0,"0,00",3,"0,82",5,"1,37",0,"0,00",0,"0,00",0,"0,00",0,"0,00",33,"9,04",0,"0,00"
35,1206250809,Wehrhain,0001,209,3,134,"64,11",1,133,103,"77,44",13,"9,77",4,"3,01",0,"0,00",0,"0,00",2,"1,50",2,"1,50",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"6,77",0,"0,00"
35,1206251209,Werchau,0001,154,6,97,"62,99",3,94,65,"69,15",14,"14,89",3,"3,19",0,"0,00",0,"0,00",10,"10,64",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"2,13",0,"0,00"
35,1206252003,Wiederau,0001,250,0,175,"70,00",1,174,120,"68,97",36,"20,69",3,"1,72",0,"0,00",0,"0,00",6,"3,45",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"5,17",0,"0,00"
35,1206252410,Wiepersdorf,0001,140,7,97,"69,29",2,95,72,"75,79",12,"12,63",2,"2,11",0,"0,00",0,"0,00",2,"2,11",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"7,37",0,"0,00"
35,1206252810,Wildenau,0001,208,1,98,"47,12",2,96,44,"45,83",24,"25,00",6,"6,25",0,"0,00",0,"0,00",12,"12,50",2,"2,08",0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"8,33",0,"0,00"
35,1206254012,Zeckerin,0001,237,1,142,"59,92",6,136,78,"57,35",38,"27,94",3,"2,21",0,"0,00",0,"0,00",5,"3,68",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",12,"8,82",0,"0,00"
