"Wahlkreisnummer 1994",AGS,Gebietskörperschaft,Wahlbezirksnummer,Wahlberechtigte,"darunter Wahlberechtigte mit Sperrvermerk",Wähler,Wahlbeteiligung,"Ungültige Zweitstimmen","Gültige Zweitstimmen",SPD,"Anteil SPD in %",CDU,"Anteil CDU in %",FDP,"Anteil FDP in %",BFWG,"Anteil BFWG in %",GRÜNE/B90,"Anteil GRÜNE/B90 in %",Bürger,"Anteil Bürger in %",DSU,"Anteil DSU in %",GRAUE,"Anteil GRAUE in %",REP,"Anteil REP in %",ÖDP,"Anteil ÖDP in %",PDS,"Anteil PDS in %",UWVB,"Anteil UWVB in %"
3,1206846800,Wittstock/Dosse,0002,223,3,132,"59,19",1,131,71,"54,20",37,"28,24",1,"0,76",1,"0,76",2,"1,53",2,"1,53",0,"0,00",0,"0,00",1,"0,76",0,"0,00",15,"11,45",1,"0,76"
3,1206846800,Wittstock/Dosse,0003,124,2,61,"49,19",4,57,29,"50,88",12,"21,05",2,"3,51",0,"0,00",1,"1,75",0,"0,00",0,"0,00",0,"0,00",3,"5,26",0,"0,00",6,"10,53",4,"7,02"
3,1206846800,Wittstock/Dosse,0004,761,38,423,"55,58",3,420,222,"52,86",78,"18,57",34,"8,10",0,"0,00",10,"2,38",8,"1,90",1,"0,24",2,"0,48",2,"0,48",0,"0,00",58,"13,81",5,"1,19"
3,1206846800,Wittstock/Dosse,0005,1619,51,712,"43,98",11,701,431,"61,48",115,"16,41",10,"1,43",7,"1,00",15,"2,14",3,"0,43",0,"0,00",0,"0,00",6,"0,86",0,"0,00",114,"16,26",0,"0,00"
3,1206846800,Wittstock/Dosse,0006,1730,84,836,"48,32",8,828,484,"58,45",113,"13,65",22,"2,66",0,"0,00",13,"1,57",8,"0,97",2,"0,24",4,"0,48",25,"3,02",1,"0,12",153,"18,48",3,"0,36"
3,1206846800,Wittstock/Dosse,0007,1466,65,644,"43,93",7,637,364,"57,14",143,"22,45",22,"3,45",5,"0,78",11,"1,73",5,"0,78",1,"0,16",0,"0,00",1,"0,16",0,"0,00",85,"13,34",0,"0,00"
3,1206846800,Wittstock/Dosse,0008,963,123,362,"37,59",12,350,171,"48,86",74,"21,14",10,"2,86",4,"1,14",9,"2,57",14,"4,00",0,"0,00",1,"0,29",6,"1,71",2,"0,57",51,"14,57",8,"2,29"
3,1206846800,Wittstock/Dosse,0009,1405,51,669,"47,62",9,660,399,"60,45",115,"17,42",14,"2,12",5,"0,76",9,"1,36",4,"0,61",1,"0,15",0,"0,00",4,"0,61",1,"0,15",99,"15,00",9,"1,36"
3,1206846800,Wittstock/Dosse,0010,1620,58,791,"48,83",12,779,474,"60,85",103,"13,22",9,"1,16",1,"0,13",19,"2,44",7,"0,90",4,"0,51",0,"0,00",19,"2,44",2,"0,26",137,"17,59",4,"0,51"
3,1206847208,Wulfersdorf,0001,367,2,195,"53,13",5,190,107,"56,32",47,"24,74",0,"0,00",0,"0,00",0,"0,00",2,"1,05",0,"0,00",0,"0,00",1,"0,53",0,"0,00",33,"17,37",0,"0,00"
3,1206847609,Wusterhausen/Dosse,0001,1579,85,836,"52,94",19,817,452,"55,32",177,"21,66",55,"6,73",1,"0,12",15,"1,84",1,"0,12",1,"0,12",4,"0,49",7,"0,86",0,"0,00",69,"8,45",35,"4,28"
3,1206847609,Wusterhausen/Dosse,0002,804,52,414,"51,49",3,411,222,"54,01",65,"15,82",22,"5,35",0,"0,00",13,"3,16",4,"0,97",1,"0,24",1,"0,24",6,"1,46",0,"0,00",65,"15,82",12,"2,92"
3,1206848402,Zaatzke,0001,456,2,244,"53,51",10,234,128,"54,70",82,"35,04",0,"0,00",0,"0,00",6,"2,56",2,"0,85",0,"0,00",0,"0,00",2,"0,85",0,"0,00",14,"5,98",0,"0,00"
3,1206849608,Zempow,0001,96,3,64,"66,67",3,61,33,"54,10",19,"31,15",2,"3,28",0,"0,00",3,"4,92",0,"0,00",0,"0,00",0,"0,00",2,"3,28",0,"0,00",2,"3,28",0,"0,00"
3,1206850005,Zernitz,0014,629,11,302,"48,01",6,296,142,"47,97",85,"28,72",7,"2,36",0,"0,00",5,"1,69",2,"0,68",0,"0,00",1,"0,34",5,"1,69",0,"0,00",34,"11,49",15,"5,07"
3,1206850408,Zootzen,0001,115,0,79,"68,70",3,76,43,"56,58",23,"30,26",2,"2,63",0,"0,00",1,"1,32",2,"2,63",0,"0,00",0,"0,00",2,"2,63",0,"0,00",3,"3,95",0,"0,00"
4,"1,20E+09",Briefwahlbezirk,0999,0,0,1603,"0,00",3,1600,892,"55,75",234,"14,63",38,"2,38",1,"0,06",67,"4,19",18,"1,13",4,"0,25",10,"0,63",8,"0,50",5,"0,31",318,"19,88",5,"0,31"
