KreisNr,GemeindeNr,Gemeindename,Wahlbezirksart,Wahlbezirk,Landtagswahlkreis,Bundestagswahlkreis,Wahlberechtigte,Waehler,Ungueltig,Gueltig,SPD,LINKE,CDU,DVU,GRÜNE/B90,FDP,50Plus,DKP,REP,Die-Volksinitiative,NPD,RRP,FREIE_WÄHLER,FAMILIE,Freie_Union,Wagenitz,Leonhardt,Wolf,Stumpf,Gohlke,Lange,Noack,Selbitz,Häschel
53,12053001,"Frankfurt (Oder), OT Innenstadt  ",Wahlbezirk,0006,35,64,723,380,6,374,91,170,61,0,17,16,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
53,12053001,"Frankfurt (Oder), OT Innenstadt  ",Wahlbezirk,0007,35,64,1236,574,19,555,139,227,91,0,40,34,11,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0
53,12053001,"Frankfurt (Oder), OT Innenstadt  ",Wahlbezirk,0008,35,64,683,332,12,320,79,153,49,0,10,5,7,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0
53,12053001,"Frankfurt (Oder), OT Innenstadt  ",Wahlbezirk,0009,35,64,684,314,10,304,79,125,59,0,16,5,7,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0
53,12053001,"Frankfurt (Oder), OT Innenstadt  ",Wahlbezirk,0010,35,64,552,246,7,239,62,106,46,0,11,8,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
53,12053001,"Frankfurt (Oder), OT Innenstadt  ",Wahlbezirk,0011,35,64,1018,471,19,452,115,154,84,0,49,22,6,0,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0
53,12053001,"Frankfurt (Oder), OT Innenstadt  ",Wahlbezirk,0012,35,64,1044,596,12,584,128,187,154,0,51,42,8,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0
53,12053001,"Frankfurt (Oder), OT Innenstadt  ",Wahlbezirk,0033,35,64,1145,663,21,642,168,216,148,0,41,30,13,0,0,0,17,0,9,0,0,0,0,0,0,0,0,0,0,0
53,12053001,"Frankfurt (Oder), OT Innenstadt  ",Wahlbezirk,0034,35,64,1440,812,20,792,207,255,153,0,62,59,18,0,0,0,27,0,11,0,0,0,0,0,0,0,0,0,0,0
53,12053002,"Frankfurt (Oder), OT Beresinchen  ",Wahlbezirk,0013,35,64,801,524,16,508,95,168,168,0,22,32,7,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0
53,12053002,"Frankfurt (Oder), OT Beresinchen  ",Wahlbezirk,0014,35,64,454,308,17,291,82,75,89,0,8,22,7,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0
53,12053002,"Frankfurt (Oder), OT Beresinchen  ",Wahlbezirk,0015,35,64,977,440,12,428,100,146,103,0,32,28,6,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0
53,12053002,"Frankfurt (Oder), OT Beresinchen  ",Wahlbezirk,0016,35,64,882,426,13,413,83,147,84,0,40,37,6,0,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0
53,12053002,"Frankfurt (Oder), OT Beresinchen  ",Wahlbezirk,0017,35,64,1115,578,20,558,99,287,80,0,25,32,8,0,0,0,19,0,8,0,0,0,0,0,0,0,0,0,0,0
53,12053002,"Frankfurt (Oder), OT Beresinchen  ",Wahlbezirk,0018,35,64,1154,565,30,535,114,292,73,0,20,16,6,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0
53,12053002,"Frankfurt (Oder), OT Beresinchen  ",Wahlbezirk,0019,35,64,762,409,18,391,92,192,61,0,9,9,8,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0
53,12053002,"Frankfurt (Oder), OT Beresinchen  ",Wahlbezirk,0020,35,64,1151,546,25,521,109,259,80,0,22,21,13,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0
53,12053002,"Frankfurt (Oder), OT Beresinchen  ",Wahlbezirk,0021,35,64,964,425,13,412,81,205,51,0,26,24,7,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
53,12053002,"Frankfurt (Oder), OT Beresinchen  ",Wahlbezirk,0022,35,64,987,427,22,405,84,194,59,0,21,20,6,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0
53,12053002,"Frankfurt (Oder), OT Beresinchen  ",Wahlbezirk,0024,35,64,349,140,7,133,39,38,34,0,8,2,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
53,12053002,"Frankfurt (Oder), OT Beresinchen  ",Wahlbezirk,0025,35,64,933,476,15,461,108,198,78,0,28,20,9,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0
53,12053002,"Frankfurt (Oder), OT Beresinchen  ",Wahlbezirk,0026,35,64,879,476,26,450,132,190,68,0,18,16,10,0,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0
53,12053003,"Frankfurt (Oder), OT Nord  ",Wahlbezirk,0040,35,64,822,399,10,389,85,181,63,0,20,25,3,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0
53,12053003,"Frankfurt (Oder), OT Nord  ",Wahlbezirk,0041,35,64,1149,574,36,538,139,227,100,0,24,19,17,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
53,12053003,"Frankfurt (Oder), OT Nord  ",Wahlbezirk,0042,35,64,872,528,11,517,146,189,116,0,25,26,5,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0
53,12053003,"Frankfurt (Oder), OT Nord  ",Wahlbezirk,0043,35,64,767,373,11,362,89,101,107,0,18,30,4,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0
53,12053003,"Frankfurt (Oder), OT Nord  ",Wahlbezirk,0044,35,64,1212,622,18,604,147,214,140,0,45,32,13,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0
53,12053003,"Frankfurt (Oder), OT Nord  ",Wahlbezirk,0045,35,64,1095,517,19,498,103,238,82,0,20,27,5,0,0,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0
53,12053003,"Frankfurt (Oder), OT Nord  ",Wahlbezirk,0046,35,64,575,309,12,297,70,114,66,0,22,22,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
53,12053003,"Frankfurt (Oder), OT Nord  ",Wahlbezirk,0047,35,64,669,433,10,423,131,120,107,0,22,28,8,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
53,12053003,"Frankfurt (Oder), OT Nord  ",Wahlbezirk,0048,35,64,997,650,28,622,117,209,177,0,35,49,8,0,0,0,20,0,7,0,0,0,0,0,0,0,0,0,0,0
53,12053003,"Frankfurt (Oder), OT Nord  ",Wahlbezirk,0049,35,64,1322,904,26,878,182,279,271,0,39,60,16,0,0,0,23,0,8,0,0,0,0,0,0,0,0,0,0,0
53,12053004,"Frankfurt (Oder), OT West  ",Wahlbezirk,0035,35,64,1325,806,25,781,200,279,184,0,49,27,23,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0
53,12053004,"Frankfurt (Oder), OT West  ",Wahlbezirk,0036,35,64,964,473,19,454,109,169,72,0,40,26,8,0,0,0,24,0,6,0,0,0,0,0,0,0,0,0,0,0
53,12053004,"Frankfurt (Oder), OT West  ",Wahlbezirk,0037,35,64,861,466,13,453,114,146,118,0,19,30,13,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0
53,12053004,"Frankfurt (Oder), OT West  ",Wahlbezirk,0038,35,64,1080,661,25,636,181,205,131,0,49,33,16,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0
53,12053004,"Frankfurt (Oder), OT West  ",Wahlbezirk,0039,35,64,1229,654,26,628,156,222,120,0,42,38,20,0,0,0,21,0,9,0,0,0,0,0,0,0,0,0,0,0
53,12053004,"Frankfurt (Oder), OT West  ",Wahlbezirk,0053,35,64,364,223,9,214,58,68,47,0,4,23,3,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
53,12053004,"Frankfurt (Oder), OT West  ",Wahlbezirk,0054,35,64,822,532,9,523,114,152,145,0,30,52,11,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0
53,12053005,"Frankfurt (Oder), OT Süd  ",Wahlbezirk,0023,35,64,1216,490,22,468,105,246,48,0,22,16,10,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0
53,12053005,"Frankfurt (Oder), OT Süd  ",Wahlbezirk,0027,35,64,727,416,7,409,101,145,107,0,14,23,5,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0
53,12053005,"Frankfurt (Oder), OT Süd  ",Wahlbezirk,0028,35,64,732,397,9,388,82,116,110,0,22,38,9,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0
53,12053005,"Frankfurt (Oder), OT Süd  ",Wahlbezirk,0029,35,64,1110,553,25,528,139,232,76,0,25,29,14,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0
53,12053005,"Frankfurt (Oder), OT Süd  ",Wahlbezirk,0030,35,64,1175,515,21,494,115,252,72,0,14,16,6,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0
53,12053005,"Frankfurt (Oder), OT Süd  ",Wahlbezirk,0031,35,64,1198,668,33,635,202,273,91,0,24,24,9,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
53,12053005,"Frankfurt (Oder), OT Süd  ",Wahlbezirk,0032,35,64,1156,685,20,665,149,294,124,0,29,37,18,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0
53,12053005,"Frankfurt (Oder), OT Süd  ",Wahlbezirk,0050,35,64,863,581,18,563,149,172,148,0,34,34,15,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0
53,12053005,"Frankfurt (Oder), OT Süd  ",Wahlbezirk,0051,35,64,1125,765,21,744,209,242,177,0,33,51,12,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0
53,12053005,"Frankfurt (Oder), OT Süd  ",Wahlbezirk,0052,35,64,419,296,11,285,82,68,92,0,13,13,8,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0
53,12053005,"Frankfurt (Oder), OT Süd  ",Wahlbezirk,0055,35,64,379,275,13,262,53,93,66,0,12,22,4,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0
53,12053935,Briefwahl für LTW 35 im Kreis 53,Briefwahlbezirk,9001,35,64,0,769,6,763,165,315,149,0,72,27,16,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0
53,12053935,Briefwahl für LTW 35 im Kreis 53,Briefwahlbezirk,9002,35,64,0,822,5,817,152,317,185,0,79,53,16,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0
53,12053935,Briefwahl für LTW 35 im Kreis 53,Briefwahlbezirk,9003,35,64,0,662,7,655,138,310,115,0,37,31,8,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0
53,12053935,Briefwahl für LTW 35 im Kreis 53,Briefwahlbezirk,9004,35,64,0,562,5,557,118,230,112,0,34,34,14,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0
53,12053935,Briefwahl für LTW 35 im Kreis 53,Briefwahlbezirk,9005,35,64,0,497,5,492,101,205,109,0,24,31,9,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0
53,12053935,Briefwahl für LTW 35 im Kreis 53,Briefwahlbezirk,9006,35,64,0,711,6,705,170,250,154,0,50,49,17,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0
53,12053935,Briefwahl für LTW 35 im Kreis 53,Briefwahlbezirk,9007,35,64,0,793,26,767,172,299,171,0,62,27,20,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0
53,12053935,Briefwahl für LTW 35 im Kreis 53,Briefwahlbezirk,9008,35,64,0,605,7,598,129,229,136,0,32,39,19,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0
64,12064009,Alt Tucheband  ,Wahlbezirk,0001,34,60,471,252,10,242,86,90,38,0,5,9,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0
64,12064009,Alt Tucheband  ,Wahlbezirk,0002,34,60,94,61,4,57,18,17,10,0,4,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
64,12064009,Alt Tucheband  ,Wahlbezirk,0003,34,60,205,122,8,114,44,34,18,0,4,4,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0
64,12064057,Bleyen-Genschmar  ,Wahlbezirk,0001,34,60,174,98,3,95,30,25,24,0,8,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
64,12064057,Bleyen-Genschmar  ,Wahlbezirk,0002,34,60,271,158,5,153,56,49,28,0,4,10,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
64,12064084,Buckow (Märkische Schweiz)  ,Wahlbezirk,0001,34,60,675,389,14,375,117,115,90,0,29,17,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
64,12064084,Buckow (Märkische Schweiz)  ,Wahlbezirk,0002,34,60,672,382,18,364,92,107,108,0,18,21,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0
64,12064128,Falkenhagen (Mark)  ,Wahlbezirk,0001,34,60,662,415,22,393,126,103,91,0,18,28,0,0,0,0,20,0,7,0,0,0,0,0,0,0,0,0,0,0
64,12064130,Fichtenhöhe  ,Wahlbezirk,0001,34,60,174,107,7,100,40,28,14,0,4,9,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
64,12064130,Fichtenhöhe  ,Wahlbezirk,0002,34,60,61,37,1,36,8,9,6,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
64,12064130,Fichtenhöhe  ,Wahlbezirk,0003,34,60,221,130,6,124,39,42,26,0,2,6,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0
64,12064153,Garzau-Garzin  ,Wahlbezirk,0001,34,60,265,173,6,167,55,58,30,0,10,7,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0
64,12064153,Garzau-Garzin  ,Wahlbezirk,0002,34,60,184,124,8,116,22,43,20,0,14,5,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0
64,12064172,Golzow  ,Wahlbezirk,0001,34,60,817,444,17,427,172,146,48,0,16,24,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0
64,12064190,Gusow-Platkow  ,Wahlbezirk,0001,34,60,725,433,12,421,160,113,74,0,13,23,0,0,0,0,29,0,9,0,0,0,0,0,0,0,0,0,0,0
64,12064190,Gusow-Platkow  ,Wahlbezirk,0002,34,60,416,232,14,218,71,66,44,0,6,10,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0
64,12064266,Küstriner Vorland  ,Wahlbezirk,0001,34,60,654,351,21,330,105,133,50,0,8,21,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0
64,12064266,Küstriner Vorland  ,Wahlbezirk,0002,34,60,680,357,12,345,108,142,47,0,6,14,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0
64,12064266,Küstriner Vorland  ,Wahlbezirk,0003,34,60,991,584,22,562,121,256,116,0,10,19,0,0,0,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0
64,12064268,Lebus  ,Wahlbezirk,0001,34,60,890,499,6,493,163,153,113,0,15,29,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0
64,12064268,Lebus  ,Wahlbezirk,0002,34,60,1257,772,27,745,229,185,214,0,29,51,0,0,0,0,9,0,28,0,0,0,0,0,0,0,0,0,0,0
64,12064268,Lebus  ,Wahlbezirk,0003,34,60,169,116,3,113,28,48,23,0,4,6,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
64,12064268,Lebus  ,Wahlbezirk,0004,34,60,288,173,7,166,41,58,37,0,5,9,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
64,12064268,Lebus  ,Wahlbezirk,0005,34,60,185,139,6,133,48,40,24,0,8,5,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0
64,12064274,Letschin  ,Wahlbezirk,0001,34,60,635,323,13,310,107,90,67,0,13,9,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0
64,12064274,Letschin  ,Wahlbezirk,0002,34,60,982,552,26,526,178,161,89,0,27,25,0,0,0,0,28,0,18,0,0,0,0,0,0,0,0,0,0,0
64,12064274,Letschin  ,Wahlbezirk,0003,34,60,430,237,8,229,88,85,28,0,10,6,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0
64,12064274,Letschin  ,Wahlbezirk,0004,34,60,149,84,2,82,29,25,11,0,3,2,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0
64,12064274,Letschin  ,Wahlbezirk,0005,34,60,129,86,8,78,21,22,19,0,4,5,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
64,12064274,Letschin  ,Wahlbezirk,0006,34,60,334,191,11,180,45,59,46,0,9,7,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0
64,12064274,Letschin  ,Wahlbezirk,0007,34,60,103,57,4,53,23,12,11,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
64,12064274,Letschin  ,Wahlbezirk,0008,34,60,431,267,13,254,89,66,48,0,22,15,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0
64,12064274,Letschin  ,Wahlbezirk,0009,34,60,215,135,7,128,37,39,19,0,5,9,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0
64,12064274,Letschin  ,Wahlbezirk,0010,34,60,301,165,10,155,36,52,30,0,18,8,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0
64,12064274,Letschin  ,Wahlbezirk,0011,34,60,203,148,9,139,40,39,35,0,8,3,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0
64,12064288,Lietzen  ,Wahlbezirk,0001,34,60,577,308,11,297,117,90,36,0,14,20,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0
64,12064290,Lindendorf  ,Wahlbezirk,0001,34,60,421,265,13,252,133,53,31,0,11,17,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
64,12064290,Lindendorf  ,Wahlbezirk,0002,34,60,380,233,8,225,64,66,41,0,15,17,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0
64,12064290,Lindendorf  ,Wahlbezirk,0003,34,60,43,36,0,36,18,9,6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
64,12064290,Lindendorf  ,Wahlbezirk,0004,34,60,410,265,7,258,94,66,42,0,13,21,0,0,0,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0
64,12064303,Märkische Höhe  ,Wahlbezirk,0001,34,60,167,107,8,99,24,29,28,0,6,7,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
64,12064303,Märkische Höhe  ,Wahlbezirk,0002,34,60,263,176,8,168,54,54,33,0,3,8,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0
64,12064303,Märkische Höhe  ,Wahlbezirk,0003,34,60,98,65,1,64,16,28,13,0,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
64,12064317,Müncheberg  ,Wahlbezirk,0001,34,60,957,496,28,468,120,159,100,0,24,30,0,0,0,0,17,0,18,0,0,0,0,0,0,0,0,0,0,0
64,12064317,Müncheberg  ,Wahlbezirk,0002,34,60,1045,451,16,435,141,137,87,0,20,26,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0
64,12064317,Müncheberg  ,Wahlbezirk,0003,34,60,1165,647,21,626,166,268,95,0,30,36,0,0,0,0,17,0,14,0,0,0,0,0,0,0,0,0,0,0
64,12064317,Müncheberg  ,Wahlbezirk,0004,34,60,1078,569,20,549,132,219,98,0,35,25,0,0,0,0,24,0,16,0,0,0,0,0,0,0,0,0,0,0
64,12064317,Müncheberg  ,Wahlbezirk,0005,34,60,287,216,19,197,50,55,42,0,17,13,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0
64,12064317,Müncheberg  ,Wahlbezirk,0006,34,60,235,131,6,125,37,42,24,0,13,5,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
64,12064317,Müncheberg  ,Wahlbezirk,0007,34,60,232,142,9,133,28,35,27,0,6,11,0,0,0,0,18,0,8,0,0,0,0,0,0,0,0,0,0,0
64,12064317,Müncheberg  ,Wahlbezirk,0008,34,60,241,137,5,132,51,44,20,0,8,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
64,12064317,Müncheberg  ,Wahlbezirk,0009,34,60,94,61,0,61,13,19,14,0,2,5,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
64,12064317,Müncheberg  ,Wahlbezirk,0010,34,60,215,133,5,128,24,43,31,0,13,6,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0
64,12064317,Müncheberg  ,Wahlbezirk,0011,34,60,380,231,5,226,56,96,44,0,11,9,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0
64,12064340,Neuhardenberg  ,Wahlbezirk,0001,34,60,756,381,19,362,101,147,49,0,5,13,0,0,0,0,36,0,11,0,0,0,0,0,0,0,0,0,0,0
64,12064340,Neuhardenberg  ,Wahlbezirk,0002,34,60,775,434,12,422,132,138,78,0,8,30,0,0,0,0,24,0,12,0,0,0,0,0,0,0,0,0,0,0
64,12064340,Neuhardenberg  ,Wahlbezirk,0003,34,60,350,206,4,202,56,73,42,0,11,12,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0
64,12064340,Neuhardenberg  ,Wahlbezirk,0004,34,60,222,135,9,126,46,35,22,0,4,7,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0
64,12064340,Neuhardenberg  ,Wahlbezirk,0005,34,60,98,65,1,64,18,23,11,0,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
64,12064370,Oberbarnim  ,Wahlbezirk,0001,34,60,324,187,10,177,38,73,39,0,7,9,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0
64,12064370,Oberbarnim  ,Wahlbezirk,0002,34,60,322,223,11,212,54,65,50,0,9,20,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0
64,12064370,Oberbarnim  ,Wahlbezirk,0003,34,60,144,95,2,93,30,23,19,0,7,9,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
64,12064370,Oberbarnim  ,Wahlbezirk,0004,34,60,448,281,7,274,85,86,54,0,19,16,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0
64,12064388,Podelzig  ,Wahlbezirk,0001,34,60,800,444,22,422,128,149,74,0,11,33,0,0,0,0,15,0,12,0,0,0,0,0,0,0,0,0,0,0
64,12064408,Rehfelde  ,Wahlbezirk,0001,34,60,1249,762,28,734,191,261,149,0,23,65,0,0,0,0,27,0,18,0,0,0,0,0,0,0,0,0,0,0
64,12064408,Rehfelde  ,Wahlbezirk,0002,34,60,1246,727,23,704,164,270,151,0,23,61,0,0,0,0,22,0,13,0,0,0,0,0,0,0,0,0,0,0
64,12064408,Rehfelde  ,Wahlbezirk,0003,34,60,254,156,13,143,26,47,40,0,3,10,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0
64,12064408,Rehfelde  ,Wahlbezirk,0004,34,60,514,308,7,301,72,128,60,0,8,10,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,0,0
64,12064408,Rehfelde  ,Wahlbezirk,0005,34,60,327,189,10,179,33,62,50,0,6,18,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
64,12064408,Rehfelde  ,Wahlbezirk,0006,34,60,317,194,8,186,44,55,51,0,7,18,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0
64,12064420,Reitwein  ,Wahlbezirk,0001,34,60,416,260,13,247,81,61,60,0,17,7,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0
64,12064448,Seelow  ,Wahlbezirk,0001,34,60,1070,505,10,495,266,132,45,0,8,14,0,0,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0
64,12064448,Seelow  ,Wahlbezirk,0002,34,60,1066,545,23,522,271,156,57,0,6,12,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0
64,12064448,Seelow  ,Wahlbezirk,0003,34,60,1068,578,8,570,304,149,57,0,14,23,0,0,0,0,18,0,5,0,0,0,0,0,0,0,0,0,0,0
64,12064448,Seelow  ,Wahlbezirk,0004,34,60,1086,543,17,526,249,188,49,0,10,12,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0
64,12064448,Seelow  ,Wahlbezirk,0005,34,60,517,295,9,286,137,84,28,0,6,8,0,0,0,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0
64,12064480,Treplin  ,Wahlbezirk,0001,34,60,362,228,9,219,76,63,38,0,14,11,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0
64,12064482,Vierlinden  ,Wahlbezirk,0001,34,60,392,240,10,230,87,80,22,0,19,14,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
64,12064482,Vierlinden  ,Wahlbezirk,0002,34,60,259,179,8,171,59,51,32,0,13,4,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0
64,12064482,Vierlinden  ,Wahlbezirk,0003,34,60,158,102,6,96,42,21,12,0,13,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
64,12064482,Vierlinden  ,Wahlbezirk,0004,34,60,271,160,6,154,43,61,20,0,11,6,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0
64,12064482,Vierlinden  ,Wahlbezirk,0005,34,60,192,125,13,112,47,40,7,0,9,4,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
64,12064482,Vierlinden  ,Wahlbezirk,0006,34,60,80,53,2,51,19,15,2,0,11,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
64,12064484,Waldsieversdorf  ,Wahlbezirk,0001,34,60,706,399,13,386,95,143,92,0,19,21,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0
64,12064538,Zechin  ,Wahlbezirk,0001,34,60,109,68,2,66,24,16,11,0,4,2,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0
64,12064538,Zechin  ,Wahlbezirk,0002,34,60,121,65,5,60,23,17,10,0,3,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
64,12064538,Zechin  ,Wahlbezirk,0003,34,60,375,213,12,201,79,52,29,0,9,10,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0
64,12064539,Zeschdorf  ,Wahlbezirk,0001,34,60,726,469,16,453,142,163,84,0,10,32,0,0,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0
64,12064539,Zeschdorf  ,Wahlbezirk,0002,34,60,148,109,3,106,26,51,15,0,6,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
64,12064539,Zeschdorf  ,Wahlbezirk,0003,34,60,306,210,5,205,56,69,32,0,7,15,0,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0
64,12064934,Briefwahl für LTW 34 im Kreis 64,Briefwahlbezirk,9041,34,60,0,1411,17,1394,331,492,261,0,122,127,0,0,0,0,14,0,47,0,0,0,0,0,0,0,0,0,0,0
