KreisNr,GemeindeNr,Gemeindename,Wahlbezirksart,Wahlbezirk,Landtagswahlkreis,Bundestagswahlkreis,Wahlberechtigte,Waehler,Ungueltig,Gueltig,SPD,LINKE,CDU,DVU,GRÜNE/B90,FDP,50Plus,DKP,REP,Die-Volksinitiative,NPD,RRP,FREIE_WÄHLER,FAMILIE,Freie_Union,Wagenitz,Leonhardt,Wolf,Stumpf,Gohlke,Lange,Noack,Selbitz,Häschel
52,12052016,"Cottbus, OT Kahren  ",Wahlbezirk,1601,44,65,528,293,12,281,81,77,78,0,10,21,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0
52,12052016,"Cottbus, OT Kahren  ",Wahlbezirk,1602,44,65,578,327,11,316,84,103,64,0,10,33,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0
52,12052017,"Cottbus, OT Kiekebusch  ",Wahlbezirk,1701,44,65,575,343,7,336,89,85,90,0,14,34,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0
52,12052017,"Cottbus, OT Kiekebusch  ",Wahlbezirk,1702,44,65,607,350,12,338,103,85,93,0,10,30,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2101,44,65,955,512,23,489,198,132,109,0,16,11,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2102,44,65,933,491,19,472,173,142,90,0,17,27,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2103,44,65,983,587,13,574,176,187,147,0,27,15,0,0,0,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2104,44,65,703,409,14,395,153,121,72,0,12,20,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2105,44,65,1111,555,25,530,192,158,98,0,32,27,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2106,44,65,1050,444,15,429,127,153,75,0,24,15,0,0,0,0,21,0,14,0,0,0,0,0,0,0,0,0,0,0
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2107,44,65,950,473,16,457,142,150,94,0,26,24,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2108,44,65,932,407,17,390,135,109,84,0,24,21,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2109,44,65,1023,573,27,546,177,170,113,0,26,24,0,0,0,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2110,44,65,1038,540,10,530,200,150,108,0,27,20,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2111,44,65,972,449,15,434,130,161,73,0,21,26,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2112,44,65,902,462,10,452,161,154,81,0,15,17,0,0,0,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2113,44,65,1034,497,16,481,169,156,80,0,19,28,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0
52,12052022,"Cottbus, OT Madlow  ",Wahlbezirk,2201,44,65,348,184,3,181,60,60,31,0,10,10,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
52,12052022,"Cottbus, OT Madlow  ",Wahlbezirk,2202,44,65,579,290,10,280,90,82,75,0,4,11,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0
52,12052022,"Cottbus, OT Madlow  ",Wahlbezirk,2203,44,65,558,325,12,313,95,101,63,0,17,19,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2301,44,65,907,448,10,438,137,147,91,0,16,23,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2302,44,65,1090,486,14,472,142,194,70,0,10,22,0,0,0,0,29,0,5,0,0,0,0,0,0,0,0,0,0,0
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2303,44,65,927,420,6,414,135,135,69,0,25,22,0,0,0,0,17,0,11,0,0,0,0,0,0,0,0,0,0,0
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2304,44,65,951,450,13,437,147,156,73,0,8,22,0,0,0,0,20,0,11,0,0,0,0,0,0,0,0,0,0,0
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2305,44,65,957,360,17,343,111,127,60,0,8,8,0,0,0,0,17,0,12,0,0,0,0,0,0,0,0,0,0,0
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2306,44,65,864,356,10,346,99,139,51,0,8,9,0,0,0,0,24,0,16,0,0,0,0,0,0,0,0,0,0,0
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2307,44,65,1126,522,16,506,174,189,75,0,12,29,0,0,0,0,20,0,7,0,0,0,0,0,0,0,0,0,0,0
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2308,44,65,1071,502,26,476,163,163,81,0,15,16,0,0,0,0,24,0,14,0,0,0,0,0,0,0,0,0,0,0
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2309,44,65,935,365,17,348,135,117,46,0,8,15,0,0,0,0,20,0,7,0,0,0,0,0,0,0,0,0,0,0
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2310,44,65,925,363,13,350,91,114,70,0,7,33,0,0,0,0,24,0,11,0,0,0,0,0,0,0,0,0,0,0
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2311,44,65,1083,534,10,524,152,200,80,0,21,42,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0
52,12052024,"Cottbus, OT Groß Gaglow  ",Wahlbezirk,2401,44,65,564,306,8,298,108,64,74,0,14,23,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0
52,12052024,"Cottbus, OT Groß Gaglow  ",Wahlbezirk,2402,44,65,675,417,12,405,100,112,111,0,18,43,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0
52,12052025,"Cottbus, OT Gallinchen  ",Wahlbezirk,2501,44,65,831,466,7,459,131,132,105,0,16,44,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,0
52,12052025,"Cottbus, OT Gallinchen  ",Wahlbezirk,2502,44,65,776,516,9,507,134,146,149,0,14,38,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0
52,12052025,"Cottbus, OT Gallinchen  ",Wahlbezirk,2503,44,65,697,418,12,406,123,109,101,0,13,41,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3101,44,65,1011,545,21,524,155,137,131,0,34,30,0,0,0,0,21,0,16,0,0,0,0,0,0,0,0,0,0,0
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3102,44,65,961,506,18,488,154,140,99,0,27,37,0,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3103,44,65,861,435,20,415,142,126,93,0,21,17,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3104,44,65,931,424,17,407,148,134,74,0,20,7,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3105,44,65,803,415,18,397,137,120,69,0,15,34,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3106,44,65,932,533,10,523,174,104,137,0,35,41,0,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3107,44,65,926,496,14,482,137,148,92,0,47,25,0,0,0,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3108,44,65,880,475,15,460,122,154,82,0,51,30,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3109,44,65,728,379,6,373,119,150,63,0,20,15,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3110,44,65,986,470,19,451,154,144,78,0,30,14,0,0,0,0,17,0,14,0,0,0,0,0,0,0,0,0,0,0
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3111,44,65,862,455,11,444,120,150,90,0,37,30,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3112,44,65,1060,502,25,477,148,167,71,0,35,25,0,0,0,0,20,0,11,0,0,0,0,0,0,0,0,0,0,0
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3113,44,65,645,270,11,259,74,74,46,0,27,26,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0
52,12052944,Briefwahl für LTW 44 im Kreis 52,Briefwahlbezirk,9034,44,65,0,580,12,568,131,164,148,0,31,63,0,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0
52,12052944,Briefwahl für LTW 44 im Kreis 52,Briefwahlbezirk,9035,44,65,0,615,7,608,214,201,106,0,38,21,0,0,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0
52,12052944,Briefwahl für LTW 44 im Kreis 52,Briefwahlbezirk,9036,44,65,0,581,10,571,202,189,94,0,40,26,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0
52,12052944,Briefwahl für LTW 44 im Kreis 52,Briefwahlbezirk,9037,44,65,0,592,9,583,191,213,85,0,44,24,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0
52,12052944,Briefwahl für LTW 44 im Kreis 52,Briefwahlbezirk,9038,44,65,0,395,10,385,101,165,64,0,29,10,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0
52,12052944,Briefwahl für LTW 44 im Kreis 52,Briefwahlbezirk,9039,44,65,0,286,1,285,71,147,34,0,7,14,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0
52,12052944,Briefwahl für LTW 44 im Kreis 52,Briefwahlbezirk,9040,44,65,0,394,3,391,112,141,70,0,25,14,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0
52,12052944,Briefwahl für LTW 44 im Kreis 52,Briefwahlbezirk,9041,44,65,0,444,9,435,109,117,112,0,31,48,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0
52,12052944,Briefwahl für LTW 44 im Kreis 52,Briefwahlbezirk,9042,44,65,0,497,10,487,148,161,83,0,42,30,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0
52,12052944,Briefwahl für LTW 44 im Kreis 52,Briefwahlbezirk,9043,44,65,0,614,18,596,162,205,112,0,44,48,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0
52,12052944,Briefwahl für LTW 44 im Kreis 52,Briefwahlbezirk,9044,44,65,0,535,7,528,183,178,56,0,49,34,0,0,0,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0101,43,65,1003,514,16,498,159,145,106,0,46,23,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,3
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0102,43,65,1016,504,11,493,147,146,115,0,26,31,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,4
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0103,43,65,920,408,11,397,100,122,97,0,31,23,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,3
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0104,43,65,988,373,19,354,93,94,97,0,16,30,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,6
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0105,43,65,986,428,20,408,146,115,97,0,26,14,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0106,43,65,907,446,18,428,145,98,88,0,44,31,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,5
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0107,43,65,764,412,14,398,142,86,79,0,52,23,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,2
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0108,43,65,854,372,6,366,129,117,62,0,19,22,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,6
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1101,43,65,754,276,6,270,92,75,62,0,13,6,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,7
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1102,43,65,1164,402,16,386,137,125,68,0,14,18,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,1
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1103,43,65,1029,506,15,491,196,157,81,0,13,19,0,0,0,0,17,0,6,0,0,0,0,0,0,0,0,0,0,2
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1104,43,65,1015,445,19,426,138,161,61,0,16,16,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,3
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1105,43,65,1104,522,22,500,169,183,96,0,10,15,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,3
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1106,43,65,659,319,13,306,96,107,67,0,7,8,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,3
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1107,43,65,826,374,16,358,134,105,74,0,11,10,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,3
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1108,43,65,1126,561,8,553,225,185,96,0,11,16,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,2
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1109,43,65,937,490,19,471,171,141,116,0,11,9,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,4
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1110,43,65,990,462,12,450,163,139,105,0,11,9,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,0,0
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1111,43,65,1170,526,16,510,174,166,93,0,18,23,0,0,0,0,29,0,4,0,0,0,0,0,0,0,0,0,0,3
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1112,43,65,887,433,12,421,112,168,80,0,13,20,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,7
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1113,43,65,999,434,21,413,142,140,76,0,9,16,0,0,0,0,18,0,9,0,0,0,0,0,0,0,0,0,0,3
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1114,43,65,643,395,10,385,142,81,106,0,9,25,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,10
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1115,43,65,703,410,7,403,149,70,110,0,15,23,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,26
52,12052013,"Cottbus, OT Merzdorf  ",Wahlbezirk,1301,43,65,986,549,19,530,154,127,156,0,20,37,0,0,0,0,19,0,15,0,0,0,0,0,0,0,0,0,0,2
52,12052014,"Cottbus, OT Dissenchen  ",Wahlbezirk,1401,43,65,1000,558,11,547,174,121,155,0,30,27,0,0,0,0,22,0,14,0,0,0,0,0,0,0,0,0,0,4
52,12052015,"Cottbus, OT Branitz  ",Wahlbezirk,1501,43,65,562,325,4,321,124,77,81,0,9,13,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,5
52,12052015,"Cottbus, OT Branitz  ",Wahlbezirk,1502,43,65,629,350,10,340,98,75,110,0,11,23,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,2
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4101,43,65,1034,559,15,544,175,172,114,0,36,20,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,5
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4102,43,65,1082,578,15,563,198,153,120,0,38,25,0,0,0,0,14,0,11,0,0,0,0,0,0,0,0,0,0,4
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4103,43,65,1074,572,10,562,153,175,137,0,16,39,0,0,0,0,20,0,17,0,0,0,0,0,0,0,0,0,0,5
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4104,43,65,1011,419,11,408,118,110,108,0,23,25,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,2
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4105,43,65,951,470,25,445,131,143,103,0,9,18,0,0,0,0,18,0,17,0,0,0,0,0,0,0,0,0,0,6
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4106,43,65,1105,604,14,590,175,217,123,0,15,35,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,1
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4107,43,65,735,423,18,405,136,94,101,0,25,20,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,10
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4108,43,65,812,377,9,368,105,122,64,0,11,25,0,0,0,0,25,0,14,0,0,0,0,0,0,0,0,0,0,2
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4109,43,65,829,398,14,384,110,109,98,0,18,11,0,0,0,0,26,0,10,0,0,0,0,0,0,0,0,0,0,2
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4110,43,65,1033,344,7,337,97,99,76,0,10,18,0,0,0,0,20,0,14,0,0,0,0,0,0,0,0,0,0,3
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4111,43,65,546,213,6,207,46,83,39,0,4,13,0,0,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0,1
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4112,43,65,870,350,16,334,92,137,54,0,10,20,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4113,43,65,848,485,17,468,155,131,126,0,17,20,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,1
52,12052042,"Cottbus, OT Saspow  ",Wahlbezirk,4201,43,65,599,369,12,357,123,65,109,0,12,25,0,0,0,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0
52,12052043,"Cottbus, OT Skadow  ",Wahlbezirk,4301,43,65,474,277,12,265,75,58,78,0,8,25,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,2
52,12052044,"Cottbus, OT Sielow  ",Wahlbezirk,4401,43,65,1087,601,6,595,168,162,137,0,17,53,0,0,0,0,27,0,29,0,0,0,0,0,0,0,0,0,0,2
52,12052044,"Cottbus, OT Sielow  ",Wahlbezirk,4402,43,65,1023,612,15,597,169,118,204,0,18,39,0,0,0,0,21,0,25,0,0,0,0,0,0,0,0,0,0,3
52,12052044,"Cottbus, OT Sielow  ",Wahlbezirk,4403,43,65,911,489,16,473,137,104,130,0,27,41,0,0,0,0,9,0,24,0,0,0,0,0,0,0,0,0,0,1
52,12052045,"Cottbus, OT Döbbrick  ",Wahlbezirk,4501,43,65,805,411,18,393,124,102,107,0,10,26,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,6
52,12052045,"Cottbus, OT Döbbrick  ",Wahlbezirk,4502,43,65,721,338,12,326,93,61,116,0,9,23,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,3
52,12052046,"Cottbus, OT Willmersdorf  ",Wahlbezirk,4601,43,65,620,378,18,360,102,92,109,0,15,18,0,0,0,0,15,0,8,0,0,0,0,0,0,0,0,0,0,1
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9023,43,65,0,580,21,559,151,174,136,0,37,34,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,7
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9024,43,65,0,410,6,404,124,129,101,0,10,24,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,2
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9025,43,65,0,638,9,629,207,224,115,0,18,17,0,0,0,0,28,0,15,0,0,0,0,0,0,0,0,0,0,5
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9026,43,65,0,659,14,645,227,254,112,0,9,16,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,7
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9027,43,65,0,573,6,567,189,177,135,0,21,24,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,7
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9028,43,65,0,501,5,496,137,132,134,0,51,19,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,6
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9029,43,65,0,458,5,453,114,149,110,0,42,13,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,6
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9030,43,65,0,500,11,489,140,128,150,0,23,27,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,3
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9031,43,65,0,426,12,414,125,132,75,0,23,27,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,3
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9032,43,65,0,567,14,553,187,139,137,0,22,35,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,5
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9033,43,65,0,688,12,676,176,153,213,0,33,53,0,0,0,0,15,0,29,0,0,0,0,0,0,0,0,0,0,4
71,12071044,Döbern  ,Wahlbezirk,0001,42,65,1347,760,29,731,155,233,172,0,17,119,0,0,0,0,27,0,8,0,0,0,0,0,0,0,0,0,0,0
71,12071044,Döbern  ,Wahlbezirk,0002,42,65,1382,696,31,665,165,203,176,0,14,67,0,0,0,0,23,0,17,0,0,0,0,0,0,0,0,0,0,0
71,12071044,Döbern  ,Wahlbezirk,0003,42,65,499,302,10,292,67,108,64,0,11,23,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0
71,12071074,Felixsee  ,Wahlbezirk,0001,42,65,155,109,1,108,27,42,17,0,4,10,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
71,12071074,Felixsee  ,Wahlbezirk,0002,42,65,337,236,7,229,68,68,37,0,9,30,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0
71,12071074,Felixsee  ,Wahlbezirk,0003,42,65,200,133,5,128,32,35,36,0,5,11,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0
71,12071074,Felixsee  ,Wahlbezirk,0004,42,65,641,400,18,382,90,139,84,0,11,30,0,0,0,0,21,0,7,0,0,0,0,0,0,0,0,0,0,0
71,12071074,Felixsee  ,Wahlbezirk,0005,42,65,357,229,5,224,35,79,54,0,15,22,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0
71,12071074,Felixsee  ,Wahlbezirk,0006,42,65,208,140,8,132,24,40,29,0,5,19,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0
71,12071153,Groß Schacksdorf-Simmersdorf  ,Wahlbezirk,0001,42,65,659,347,11,336,76,109,64,0,3,32,0,0,0,0,38,0,14,0,0,0,0,0,0,0,0,0,0,0
71,12071153,Groß Schacksdorf-Simmersdorf  ,Wahlbezirk,0002,42,65,286,177,13,164,43,44,30,0,10,13,0,0,0,0,18,0,6,0,0,0,0,0,0,0,0,0,0,0
71,12071185,Hornow-Wadelsdorf  ,Wahlbezirk,0001,42,65,348,247,12,235,64,56,50,0,11,14,0,0,0,0,26,0,14,0,0,0,0,0,0,0,0,0,0,0
71,12071185,Hornow-Wadelsdorf  ,Wahlbezirk,0002,42,65,186,115,7,108,21,27,22,0,11,6,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0
71,12071189,Jämlitz-Klein Düben  ,Wahlbezirk,0001,42,65,310,193,7,186,42,54,48,0,11,17,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0
71,12071189,Jämlitz-Klein Düben  ,Wahlbezirk,0002,42,65,109,72,4,68,14,23,17,0,1,5,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
71,12071294,Neiße-Malxetal  ,Wahlbezirk,0001,42,65,727,412,10,402,99,121,98,0,26,34,0,0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0
71,12071294,Neiße-Malxetal  ,Wahlbezirk,0002,42,65,146,83,2,81,7,33,19,0,4,6,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0
71,12071294,Neiße-Malxetal  ,Wahlbezirk,0003,42,65,139,82,3,79,23,17,15,0,5,6,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0
71,12071294,Neiße-Malxetal  ,Wahlbezirk,0004,42,65,267,170,5,165,47,53,46,0,5,10,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
71,12071294,Neiße-Malxetal  ,Wahlbezirk,0005,42,65,257,171,3,168,13,35,73,0,5,15,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0
71,12071301,Neuhausen/Spree  ,Wahlbezirk,0001,42,65,263,180,7,173,38,62,44,0,13,2,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0
71,12071301,Neuhausen/Spree  ,Wahlbezirk,0002,42,65,173,127,4,123,27,25,17,0,36,5,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0
71,12071301,Neuhausen/Spree  ,Wahlbezirk,0003,42,65,136,88,1,87,18,24,24,0,6,6,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0
71,12071301,Neuhausen/Spree  ,Wahlbezirk,0004,42,65,259,173,2,171,56,49,30,0,11,17,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
