KreisNr,GemeindeNr,Gemeindename,Wahlbezirksart,Wahlbezirk,Landtagswahlkreis,Bundestagswahlkreis,Wahlberechtigte,Waehler,Ungueltig,Gueltig,SPD,LINKE,CDU,DVU,GRÜNE/B90,FDP,50Plus,DKP,REP,Die-Volksinitiative,NPD,RRP,FREIE_WÄHLER
60,12060024,Biesenthal  ,Wahlbezirk,0002,15,60,1130,593,13,580,170,175,89,4,36,21,4,0,0,0,65,4,12
60,12060024,Biesenthal  ,Wahlbezirk,0003,15,60,1346,770,18,752,242,237,108,0,48,54,6,0,0,0,36,2,19
60,12060024,Biesenthal  ,Wahlbezirk,0004,15,60,1329,754,15,739,194,221,136,8,62,44,6,4,1,6,43,6,8
60,12060024,Biesenthal  ,Wahlbezirk,0005,15,60,236,172,1,171,49,40,52,0,5,9,1,0,0,0,11,2,2
60,12060034,Breydin  ,Wahlbezirk,0001,15,60,397,240,10,230,58,72,61,2,10,17,1,0,0,1,5,0,3
60,12060034,Breydin  ,Wahlbezirk,0002,15,60,297,181,3,178,50,52,34,4,6,15,1,1,0,2,6,1,6
60,12060036,Britz  ,Wahlbezirk,0001,15,58,293,181,7,174,70,47,30,0,10,8,0,0,0,0,7,1,1
60,12060036,Britz  ,Wahlbezirk,0002,15,58,778,502,12,490,178,137,95,5,18,38,2,0,2,0,8,0,7
60,12060036,Britz  ,Wahlbezirk,0003,15,58,877,547,13,534,192,161,94,5,13,39,3,4,2,0,17,2,2
60,12060045,Chorin  ,Wahlbezirk,0001,15,58,344,214,4,210,50,42,53,0,31,18,0,0,2,0,9,1,4
60,12060045,Chorin  ,Wahlbezirk,0002,15,58,458,296,9,287,91,80,64,2,31,15,1,0,0,0,3,0,0
60,12060045,Chorin  ,Wahlbezirk,0003,15,58,507,307,13,294,61,93,70,6,9,28,2,0,1,0,21,0,3
60,12060045,Chorin  ,Wahlbezirk,0004,15,58,104,66,2,64,22,12,19,0,6,4,0,0,0,0,1,0,0
60,12060045,Chorin  ,Wahlbezirk,0005,15,58,273,198,6,192,68,50,37,0,12,14,1,1,1,0,4,2,2
60,12060045,Chorin  ,Wahlbezirk,0006,15,58,153,95,6,89,28,22,21,3,6,4,1,0,0,0,3,0,1
60,12060045,Chorin  ,Wahlbezirk,0007,15,58,260,167,7,160,53,37,35,3,11,7,1,1,2,0,7,0,3
60,12060052,Eberswalde  ,Wahlbezirk,0001,13,58,993,388,18,370,138,104,41,2,25,31,6,2,0,1,10,4,6
60,12060052,Eberswalde  ,Wahlbezirk,0002,13,58,1124,489,7,482,158,147,84,10,18,30,3,3,0,0,17,1,11
60,12060052,Eberswalde  ,Wahlbezirk,0003,13,58,1070,597,8,589,212,175,103,8,36,25,3,1,1,0,9,6,10
60,12060052,Eberswalde  ,Wahlbezirk,0004,13,58,1145,655,12,643,254,184,99,22,44,12,14,6,2,0,2,0,4
60,12060052,Eberswalde  ,Wahlbezirk,0005,13,58,1264,534,11,523,136,155,80,11,51,50,3,0,2,0,24,4,7
60,12060052,Eberswalde  ,Wahlbezirk,0006,13,58,1114,534,8,526,133,105,120,4,96,43,1,0,1,1,10,1,11
60,12060052,Eberswalde  ,Wahlbezirk,0007,13,58,1153,564,12,552,163,160,96,6,61,30,2,3,0,0,20,4,7
60,12060052,Eberswalde  ,Wahlbezirk,0008,13,58,1268,611,8,603,200,183,87,3,71,33,2,1,1,0,14,1,7
60,12060052,Eberswalde  ,Wahlbezirk,0009,13,58,1339,602,9,593,165,195,85,2,73,49,3,1,0,0,9,2,9
60,12060052,Eberswalde  ,Wahlbezirk,0010,13,58,1470,677,14,663,213,186,108,9,67,49,2,2,2,0,13,2,10
60,12060052,Eberswalde  ,Wahlbezirk,0011,13,58,1268,675,13,662,221,210,95,9,34,56,1,3,1,0,15,2,15
60,12060052,Eberswalde  ,Wahlbezirk,0012,13,58,1261,692,15,677,245,173,114,6,32,44,3,1,0,1,18,1,39
60,12060052,Eberswalde  ,Wahlbezirk,0013,13,58,1053,559,22,537,212,192,61,6,25,20,5,0,2,0,8,2,4
60,12060052,Eberswalde  ,Wahlbezirk,0014,13,58,1006,469,19,450,162,172,54,2,13,28,2,0,2,0,10,2,3
60,12060052,Eberswalde  ,Wahlbezirk,0015,13,58,1090,472,6,466,162,165,60,5,16,27,5,1,1,0,16,2,6
60,12060052,Eberswalde  ,Wahlbezirk,0016,13,58,1282,627,13,614,221,177,108,8,32,37,6,3,1,3,12,1,5
60,12060052,Eberswalde  ,Wahlbezirk,0017,13,58,1199,636,13,623,228,193,109,2,26,34,4,0,0,1,14,3,9
60,12060052,Eberswalde  ,Wahlbezirk,0018,13,58,1010,486,25,461,169,160,66,4,23,18,3,3,0,0,11,1,3
60,12060052,Eberswalde  ,Wahlbezirk,0019,13,58,1096,470,20,450,147,176,49,6,17,18,5,4,2,0,16,3,7
60,12060052,Eberswalde  ,Wahlbezirk,0020,13,58,1060,434,18,416,136,169,49,8,21,16,1,0,3,0,10,1,2
60,12060052,Eberswalde  ,Wahlbezirk,0021,13,58,1098,487,11,476,158,166,65,7,15,31,1,2,0,0,20,3,8
60,12060052,Eberswalde  ,Wahlbezirk,0022,13,58,1244,424,18,406,112,181,52,5,13,23,1,1,2,0,8,2,6
60,12060052,Eberswalde  ,Wahlbezirk,0023,13,58,1051,470,7,463,181,174,43,5,15,21,4,0,0,0,13,4,3
60,12060052,Eberswalde  ,Wahlbezirk,0024,13,58,1164,610,22,588,232,207,77,2,15,25,3,2,2,0,14,3,6
60,12060052,Eberswalde  ,Wahlbezirk,0025,13,58,1265,662,11,651,272,189,113,8,16,29,6,1,1,0,5,4,7
60,12060052,Eberswalde  ,Wahlbezirk,0026,13,58,973,494,16,478,147,171,66,5,25,36,3,2,0,0,18,2,3
60,12060052,Eberswalde  ,Wahlbezirk,0027,13,58,1031,562,22,540,166,184,99,9,17,35,4,1,2,0,17,3,3
60,12060052,Eberswalde  ,Wahlbezirk,0028,13,58,1127,581,20,561,223,164,81,3,20,36,5,3,1,0,15,1,9
60,12060052,Eberswalde  ,Wahlbezirk,0029,13,58,1028,588,8,580,203,157,104,5,25,37,1,0,0,1,24,2,21
60,12060052,Eberswalde  ,Wahlbezirk,0030,13,58,914,558,9,549,172,199,92,7,21,30,1,2,0,0,17,2,6
60,12060052,Eberswalde  ,Wahlbezirk,0031,13,58,383,225,4,221,67,63,30,5,10,18,3,0,2,0,14,1,8
60,12060052,Eberswalde  ,Wahlbezirk,0032,13,58,278,168,6,162,58,32,33,2,8,9,0,0,0,0,2,3,15
60,12060052,Eberswalde  ,Wahlbezirk,0033,13,58,134,80,4,76,16,34,5,4,1,10,0,0,0,0,2,0,4
60,12060068,Friedrichswalde  ,Wahlbezirk,0001,13,58,613,414,11,403,125,60,149,7,11,30,1,0,2,0,13,2,3
60,12060068,Friedrichswalde  ,Wahlbezirk,0002,13,58,150,85,1,84,20,23,20,0,2,9,3,0,1,3,2,0,1
60,12060092,Hohenfinow  ,Wahlbezirk,0001,15,58,459,277,8,269,71,87,37,7,22,22,1,3,2,0,11,1,5
60,12060100,Joachimsthal  ,Wahlbezirk,0001,13,58,1074,539,19,520,148,165,104,10,17,39,5,0,0,0,22,4,6
60,12060100,Joachimsthal  ,Wahlbezirk,0002,13,58,996,523,13,510,156,127,127,2,24,37,3,1,1,0,21,1,10
60,12060100,Joachimsthal  ,Wahlbezirk,0003,13,58,751,394,10,384,128,118,83,5,12,22,1,0,0,0,10,0,5
60,12060128,Liepe  ,Wahlbezirk,0001,15,58,643,366,11,355,110,88,82,5,19,28,3,2,1,0,11,1,5
60,12060149,Lunow-Stolzenhagen  ,Wahlbezirk,0001,15,58,884,452,10,442,143,115,89,8,14,28,2,3,3,1,25,2,9
60,12060149,Lunow-Stolzenhagen  ,Wahlbezirk,0002,15,58,192,111,3,108,42,24,15,2,8,8,0,1,0,0,4,0,4
60,12060154,Marienwerder  ,Wahlbezirk,0001,15,60,850,527,18,509,145,124,131,10,17,38,4,3,1,2,27,2,5
60,12060154,Marienwerder  ,Wahlbezirk,0002,15,60,429,285,9,276,100,73,51,5,10,18,0,3,3,0,8,0,5
60,12060154,Marienwerder  ,Wahlbezirk,0003,15,60,223,138,3,135,39,48,21,2,5,11,0,0,1,0,6,0,2
60,12060161,Melchow  ,Wahlbezirk,0001,15,60,812,524,13,511,145,130,97,5,48,33,5,2,2,0,31,2,11
60,12060172,Niederfinow  ,Wahlbezirk,0001,15,58,506,297,7,290,96,62,75,3,13,24,0,1,2,0,9,1,4
60,12060176,Oderberg  ,Wahlbezirk,0001,15,58,1001,462,21,441,147,132,93,3,19,18,0,1,0,2,16,2,8
60,12060176,Oderberg  ,Wahlbezirk,0002,15,58,1055,526,14,512,170,169,86,4,16,29,3,0,1,0,28,2,4
60,12060181,Panketal  ,Wahlbezirk,0001,14,60,1429,875,15,860,241,261,184,5,56,69,8,3,1,0,10,6,16
60,12060181,Panketal  ,Wahlbezirk,0002,14,60,1459,880,21,859,256,261,175,2,53,60,7,0,4,0,19,4,18
60,12060181,Panketal  ,Wahlbezirk,0003,14,60,1472,909,24,885,264,276,155,8,57,56,6,5,7,1,18,5,27
60,12060181,Panketal  ,Wahlbezirk,0004,14,60,1318,823,18,805,224,247,157,2,79,57,4,2,3,0,10,3,17
60,12060181,Panketal  ,Wahlbezirk,0005,14,60,1409,876,13,863,253,264,130,9,115,42,7,2,1,2,16,5,17
60,12060181,Panketal  ,Wahlbezirk,0006,14,60,1527,825,26,799,273,217,120,6,69,52,2,2,4,1,27,1,25
60,12060181,Panketal  ,Wahlbezirk,0007,14,60,1613,1035,19,1016,265,299,212,1,100,75,5,1,3,4,20,4,27
60,12060181,Panketal  ,Wahlbezirk,0008,14,60,1405,929,17,912,266,308,132,5,72,67,7,2,5,1,19,5,23
60,12060181,Panketal  ,Wahlbezirk,0009,14,60,1508,974,20,954,286,282,182,8,57,75,6,2,4,2,29,4,17
60,12060181,Panketal  ,Wahlbezirk,0010,14,60,1539,910,16,894,203,303,179,12,50,84,2,1,5,1,30,3,21
60,12060181,Panketal  ,Wahlbezirk,0011,14,60,1566,941,19,922,237,274,186,4,79,73,11,0,1,2,26,7,22
60,12060185,Parsteinsee  ,Wahlbezirk,0001,15,58,218,110,8,102,32,25,18,1,9,10,0,0,0,0,4,2,1
60,12060185,Parsteinsee  ,Wahlbezirk,0002,15,58,232,139,6,133,41,41,22,0,3,4,2,0,1,0,17,1,1
60,12060192,Rüdnitz  ,Wahlbezirk,0001,15,60,1067,697,14,683,190,252,85,11,41,58,1,3,2,1,28,2,9
60,12060192,Rüdnitz  ,Wahlbezirk,0002,15,60,314,194,8,186,61,52,29,5,13,13,0,0,0,0,7,0,6
60,12060192,Rüdnitz  ,Wahlbezirk,0003,15,60,225,114,4,110,31,27,25,4,5,11,0,0,0,0,4,2,1
60,12060198,Schorfheide  ,Wahlbezirk,0001,13,58,530,305,9,296,88,85,63,0,14,25,8,2,0,0,4,3,4
60,12060198,Schorfheide  ,Wahlbezirk,0002,13,58,182,120,4,116,28,47,18,2,4,8,1,0,0,0,4,0,4
60,12060198,Schorfheide  ,Wahlbezirk,0003,13,58,398,275,11,264,86,98,37,0,8,15,7,0,1,1,3,3,5
60,12060198,Schorfheide  ,Wahlbezirk,0004,13,58,967,545,16,529,154,169,98,8,26,38,9,2,1,0,16,1,7
60,12060198,Schorfheide  ,Wahlbezirk,0005,13,58,979,565,18,547,195,133,121,9,29,32,6,0,1,0,11,1,9
60,12060198,Schorfheide  ,Wahlbezirk,0006,13,58,1040,570,12,558,178,153,114,21,19,48,2,0,0,1,13,1,8
60,12060198,Schorfheide  ,Wahlbezirk,0007,13,58,999,565,9,556,164,181,104,8,22,39,18,2,0,0,12,0,6
60,12060198,Schorfheide  ,Wahlbezirk,0008,13,58,778,454,21,433,127,155,80,11,15,25,3,0,0,1,10,0,6
60,12060198,Schorfheide  ,Wahlbezirk,0009,13,58,789,410,14,396,112,139,60,7,16,34,6,0,1,0,14,1,6
60,12060198,Schorfheide  ,Wahlbezirk,0010,13,58,197,116,5,111,39,32,23,2,2,5,1,0,0,1,2,0,4
60,12060198,Schorfheide  ,Wahlbezirk,0011,13,58,859,453,11,442,136,142,80,2,28,25,9,2,1,0,10,2,5
60,12060198,Schorfheide  ,Wahlbezirk,0012,13,58,825,401,9,392,107,132,69,6,20,30,4,0,1,0,7,6,10
60,12060198,Schorfheide  ,Wahlbezirk,0013,13,58,91,59,2,57,11,18,11,1,7,6,1,0,0,0,2,0,0
60,12060198,Schorfheide  ,Wahlbezirk,0014,13,58,241,164,4,160,52,49,23,0,12,16,4,0,0,0,0,1,3
60,12060250,Sydower Fließ  ,Wahlbezirk,0001,15,60,373,223,11,212,75,62,35,0,9,18,0,0,0,1,9,1,2
60,12060250,Sydower Fließ  ,Wahlbezirk,0002,15,60,369,210,7,203,67,55,31,5,9,20,1,0,1,0,12,0,2
60,12060269,Wandlitz  ,Wahlbezirk,0001,15,60,1100,653,16,637,171,195,128,7,37,53,5,0,2,2,21,4,12
60,12060269,Wandlitz  ,Wahlbezirk,0002,15,60,1019,505,9,496,139,182,81,6,19,41,2,0,1,0,12,1,12
60,12060269,Wandlitz  ,Wahlbezirk,0003,15,60,1015,562,15,547,165,201,78,3,22,34,5,0,0,0,24,4,11
60,12060269,Wandlitz  ,Wahlbezirk,0004,15,60,1242,749,10,739,211,242,124,9,52,51,7,1,1,1,23,7,10
60,12060269,Wandlitz  ,Wahlbezirk,0005,15,60,875,479,14,465,146,144,62,5,25,32,8,0,5,0,23,5,10
60,12060269,Wandlitz  ,Wahlbezirk,0006,15,60,1036,710,13,697,220,225,129,2,44,39,6,3,4,0,17,2,6
60,12060269,Wandlitz  ,Wahlbezirk,0007,15,60,939,564,11,553,158,121,150,9,26,54,5,1,3,0,17,1,8
60,12060269,Wandlitz  ,Wahlbezirk,0008,15,60,1286,722,23,699,213,197,153,9,31,57,5,2,1,1,22,1,7
60,12060269,Wandlitz  ,Wahlbezirk,0009,15,60,1495,884,28,856,286,255,148,18,37,49,3,0,1,1,31,2,25
60,12060269,Wandlitz  ,Wahlbezirk,0010,15,60,479,256,9,247,71,79,43,4,16,8,1,0,0,1,18,2,4
60,12060269,Wandlitz  ,Wahlbezirk,0011,15,60,430,243,7,236,84,73,35,1,18,12,1,1,2,0,4,0,5
60,12060269,Wandlitz  ,Wahlbezirk,0012,15,60,833,460,18,442,151,123,86,4,16,26,2,0,2,0,16,8,8
60,12060269,Wandlitz  ,Wahlbezirk,0013,15,60,1426,842,18,824,211,237,214,9,40,67,3,2,0,2,13,4,22
60,12060269,Wandlitz  ,Wahlbezirk,0014,15,60,1168,710,10,700,197,197,139,13,66,60,4,0,0,0,9,1,14
60,12060269,Wandlitz  ,Wahlbezirk,0015,15,60,1247,788,17,771,194,223,180,10,52,74,3,0,2,1,12,5,15
60,12060269,Wandlitz  ,Wahlbezirk,0016,15,60,1102,658,15,643,182,211,109,8,50,50,1,1,0,1,10,2,18
60,12060269,Wandlitz  ,Wahlbezirk,0017,15,60,1102,725,10,715,186,233,138,1,59,56,5,0,2,0,22,1,12
60,12060280,Werneuchen  ,Wahlbezirk,0001,15,60,1187,624,16,608,163,212,118,16,19,41,3,3,4,0,19,3,7
60,12060280,Werneuchen  ,Wahlbezirk,0002,15,60,731,388,7,381,112,110,76,13,13,27,2,0,1,0,21,4,2
60,12060280,Werneuchen  ,Wahlbezirk,0003,15,60,1148,673,11,662,186,233,101,15,26,55,1,1,3,1,21,4,15
60,12060280,Werneuchen  ,Wahlbezirk,0004,15,60,689,437,9,428,129,138,85,6,13,27,1,1,2,3,15,0,8
60,12060280,Werneuchen  ,Wahlbezirk,0005,15,60,219,126,3,123,42,27,19,2,6,17,3,0,1,0,2,1,3
60,12060280,Werneuchen  ,Wahlbezirk,0006,15,60,800,369,10,359,108,128,59,7,6,21,2,1,0,1,11,2,13
60,12060280,Werneuchen  ,Wahlbezirk,0007,15,60,410,241,10,231,62,55,51,10,12,20,3,0,0,0,14,2,2
60,12060280,Werneuchen  ,Wahlbezirk,0008,15,60,325,208,6,202,64,58,31,4,8,12,1,0,1,0,11,1,11
60,12060280,Werneuchen  ,Wahlbezirk,0009,15,60,239,164,3,161,57,32,29,3,7,21,0,0,0,1,5,4,2
60,12060280,Werneuchen  ,Wahlbezirk,0010,15,60,311,205,5,200,50,70,46,2,4,22,1,0,0,0,2,0,3
60,12060280,Werneuchen  ,Wahlbezirk,0011,15,60,280,206,5,201,91,54,21,3,5,14,2,0,0,1,5,0,5
60,12060280,Werneuchen  ,Wahlbezirk,0012,15,60,268,169,6,163,43,48,37,5,9,5,2,0,0,1,8,1,4
60,12060280,Werneuchen  ,Wahlbezirk,0013,15,60,277,186,6,180,49,45,36,7,9,20,1,1,1,0,7,1,3
60,12060296,Ziethen  ,Wahlbezirk,0001,13,58,225,128,1,127,44,29,23,1,6,9,0,0,0,1,14,0,0
60,12060296,Ziethen  ,Wahlbezirk,0002,13,58,164,103,4,99,30,32,9,13,6,1,0,0,1,0,6,1,0
60,12060913,Briefwahl für LTW 13 im Kreis 60,Briefwahlbezirk,9001,13,58,0,1123,5,1118,336,283,200,6,141,92,15,2,6,3,9,8,17
60,12060913,Briefwahl für LTW 13 im Kreis 60,Briefwahlbezirk,9002,13,58,0,1121,8,1113,358,343,202,4,82,71,12,1,0,3,11,3,23
60,12060913,Briefwahl für LTW 13 im Kreis 60,Briefwahlbezirk,9003,13,58,0,906,5,901,316,308,142,2,52,39,15,1,0,1,9,8,8
60,12060913,Briefwahl für LTW 13 im Kreis 60,Briefwahlbezirk,9004,13,58,0,1282,10,1272,384,384,273,9,83,75,13,5,0,7,15,7,17
60,12060914,Briefwahl für LTW 14 im Kreis 60,Briefwahlbezirk,9005,14,60,0,1172,11,1161,287,470,155,7,60,66,8,12,5,10,17,12,52
60,12060914,Briefwahl für LTW 14 im Kreis 60,Briefwahlbezirk,9006,14,60,0,1063,14,1049,285,454,147,4,35,57,9,3,2,2,3,7,41
60,12060914,Briefwahl für LTW 14 im Kreis 60,Briefwahlbezirk,9007,14,60,0,1067,5,1062,282,376,202,1,73,59,8,3,1,3,9,8,37
60,12060914,Briefwahl für LTW 14 im Kreis 60,Briefwahlbezirk,9008,14,60,0,1001,9,992,327,290,161,7,93,52,13,4,2,4,10,11,18
60,12060914,Briefwahl für LTW 14 im Kreis 60,Briefwahlbezirk,9009,14,60,0,1179,13,1166,319,350,238,10,103,74,17,0,2,8,14,7,24
60,12060915,Briefwahl für LTW 15 im Kreis 60,Briefwahlbezirk,9010,15,60,0,1438,16,1422,340,422,297,10,90,132,11,5,2,10,14,7,82
60,12060915,Briefwahl für LTW 15 im Kreis 60,Briefwahlbezirk,9011,15,60,0,866,4,862,246,260,161,3,74,57,8,3,1,5,25,6,13
60,12060915,Briefwahl für LTW 15 im Kreis 60,Briefwahlbezirk,9012,15,58,0,651,12,639,208,158,126,4,54,49,4,2,0,4,7,10,13
60,12060915,Briefwahl für LTW 15 im Kreis 60,Briefwahlbezirk,9013,15,60,0,899,7,892,260,293,142,6,72,82,4,0,3,4,7,5,14
60,12060915,Briefwahl für LTW 15 im Kreis 60,Briefwahlbezirk,9014,15,60,0,1171,5,1166,328,365,230,7,92,94,4,1,1,4,20,5,15
60,12060915,Briefwahl für LTW 15 im Kreis 60,Briefwahlbezirk,9015,15,60,0,520,12,508,153,179,71,2,25,46,5,0,0,4,8,2,13
61,12061005,Alt Zauche-Wußwerk  ,Wahlbezirk,0001,28,63,338,193,4,189,47,29,71,1,11,11,0,1,0,3,10,4,1
61,12061005,Alt Zauche-Wußwerk  ,Wahlbezirk,0002,28,63,146,95,4,91,28,26,19,4,2,4,1,0,1,0,4,1,1
61,12061017,Bersteland  ,Wahlbezirk,1501,28,63,315,179,4,175,49,39,52,2,7,9,1,0,1,0,10,1,4
61,12061017,Bersteland  ,Wahlbezirk,1502,28,63,315,205,3,202,65,39,62,1,6,16,0,0,1,0,8,0,4
61,12061017,Bersteland  ,Wahlbezirk,1503,28,63,162,95,4,91,27,11,38,0,5,6,1,0,0,0,0,1,2
61,12061020,Bestensee  ,Wahlbezirk,0001,26,63,1185,772,22,750,277,177,158,2,30,55,2,0,0,3,24,5,17
61,12061020,Bestensee  ,Wahlbezirk,0002,26,63,1219,662,14,648,197,233,111,3,25,27,1,1,2,1,33,5,9
61,12061020,Bestensee  ,Wahlbezirk,0003,26,63,1223,636,15,621,185,202,112,7,18,46,2,1,2,1,22,9,14
61,12061020,Bestensee  ,Wahlbezirk,0004,26,63,1260,830,15,815,288,188,184,3,33,66,1,0,0,1,35,0,16
61,12061020,Bestensee  ,Wahlbezirk,0005,26,63,714,444,4,440,155,106,89,3,26,34,1,0,2,0,13,2,9
61,12061061,Byhleguhre-Byhlen  ,Wahlbezirk,0003,28,63,614,378,7,371,105,91,103,6,8,26,5,0,0,0,18,1,8
61,12061061,Byhleguhre-Byhlen  ,Wahlbezirk,0004,28,63,120,75,5,70,16,24,10,0,1,8,0,0,0,1,7,1,2
61,12061097,Drahnsdorf  ,Wahlbezirk,0001,28,63,135,88,4,84,28,15,26,1,5,5,0,0,0,0,2,1,1
61,12061097,Drahnsdorf  ,Wahlbezirk,0002,28,63,268,161,9,152,51,24,33,4,4,6,1,0,0,14,8,5,2
61,12061097,Drahnsdorf  ,Wahlbezirk,0003,28,63,134,101,2,99,53,18,15,1,1,2,0,2,0,0,4,2,1
61,12061112,Eichwalde  ,Wahlbezirk,0001,26,63,1076,688,17,671,171,191,118,0,90,41,2,0,0,2,39,1,16
61,12061112,Eichwalde  ,Wahlbezirk,0002,26,63,1170,722,10,712,199,212,142,1,83,37,0,2,2,2,17,3,12
61,12061112,Eichwalde  ,Wahlbezirk,0003,26,63,1020,647,9,638,191,161,130,0,56,43,2,1,2,0,40,3,9
61,12061112,Eichwalde  ,Wahlbezirk,0004,26,63,816,627,14,613,160,169,126,1,57,49,4,0,1,0,35,4,7
61,12061112,Eichwalde  ,Wahlbezirk,0005,26,63,978,647,18,629,178,198,89,0,88,32,0,0,1,0,27,2,14
61,12061164,Golßen  ,Wahlbezirk,0004,28,63,898,481,14,467,201,106,98,2,15,11,1,0,0,4,26,0,3
61,12061164,Golßen  ,Wahlbezirk,0005,28,63,662,318,10,308,117,74,69,2,8,17,0,1,0,1,15,0,4
61,12061164,Golßen  ,Wahlbezirk,0006,28,63,214,143,8,135,47,43,34,2,2,4,0,0,0,1,1,0,1
61,12061164,Golßen  ,Wahlbezirk,0007,28,63,488,276,8,268,97,57,69,4,6,18,0,0,2,1,4,3,7
61,12061192,Groß Köris  ,Wahlbezirk,0012,28,63,1051,597,12,585,171,156,157,6,28,36,1,0,0,0,18,3,9
61,12061192,Groß Köris  ,Wahlbezirk,0013,28,63,733,451,13,438,155,119,74,1,18,38,0,1,2,0,24,0,6
61,12061192,Groß Köris  ,Wahlbezirk,0014,28,63,226,124,7,117,22,43,19,0,11,7,3,0,0,0,11,0,1
61,12061216,Halbe  ,Wahlbezirk,0001,28,63,693,528,11,517,196,118,97,1,19,34,0,0,1,0,43,4,4
61,12061216,Halbe  ,Wahlbezirk,0002,28,63,242,137,6,131,39,35,29,1,3,9,1,0,0,0,10,1,3
61,12061216,Halbe  ,Wahlbezirk,0003,28,63,273,155,5,150,36,57,33,0,5,9,1,0,1,0,8,0,0
61,12061216,Halbe  ,Wahlbezirk,0004,28,63,164,118,5,113,34,32,27,1,4,3,1,0,0,1,10,0,0
61,12061216,Halbe  ,Wahlbezirk,0005,28,63,208,121,4,117,35,31,22,2,2,9,0,0,0,0,13,0,3
61,12061217,Heidesee  ,Wahlbezirk,0001,28,63,776,505,14,491,151,135,104,3,30,32,7,0,0,3,12,5,9
61,12061217,Heidesee  ,Wahlbezirk,0002,28,63,200,132,1,131,40,33,39,0,5,5,1,1,0,0,2,4,1
61,12061217,Heidesee  ,Wahlbezirk,0003,28,63,283,176,7,169,47,49,25,1,11,21,1,0,0,1,9,1,3
61,12061217,Heidesee  ,Wahlbezirk,0004,28,63,321,222,4,218,74,59,35,3,7,13,0,0,0,0,13,9,5
61,12061217,Heidesee  ,Wahlbezirk,0005,28,63,789,481,11,470,175,130,66,6,17,42,1,0,0,0,20,6,7
61,12061217,Heidesee  ,Wahlbezirk,0006,28,63,878,552,17,535,205,135,89,7,26,36,2,0,1,0,23,3,8
61,12061217,Heidesee  ,Wahlbezirk,0007,28,63,255,176,11,165,44,45,31,2,15,12,1,0,0,0,8,1,6
61,12061217,Heidesee  ,Wahlbezirk,0008,28,63,531,358,11,347,106,87,66,0,21,29,1,2,1,0,21,4,9
61,12061217,Heidesee  ,Wahlbezirk,0009,28,63,289,172,6,166,47,54,28,2,4,13,0,0,0,2,9,5,2
61,12061217,Heidesee  ,Wahlbezirk,0010,28,63,593,393,12,381,133,107,61,4,17,32,2,2,1,0,10,3,9
61,12061217,Heidesee  ,Wahlbezirk,0011,28,63,384,220,0,220,61,57,48,1,18,13,1,0,0,0,14,3,4
61,12061217,Heidesee  ,Wahlbezirk,0012,28,63,758,455,12,443,161,121,62,3,10,38,2,0,0,0,32,9,5
61,12061219,Heideblick  ,Wahlbezirk,0001,28,63,200,151,6,145,38,46,26,10,2,5,0,0,0,1,17,0,0
61,12061219,Heideblick  ,Wahlbezirk,0002,28,63,272,169,10,159,65,32,28,5,7,6,0,0,2,2,7,2,3
61,12061219,Heideblick  ,Wahlbezirk,0003,28,63,157,94,0,94,25,27,21,0,5,5,1,0,2,0,8,0,0
61,12061219,Heideblick  ,Wahlbezirk,0004,28,63,389,253,5,248,79,55,74,1,14,13,0,0,1,2,4,1,4
61,12061219,Heideblick  ,Wahlbezirk,0005,28,63,317,179,3,176,65,44,37,1,7,15,2,0,0,1,3,1,0
61,12061219,Heideblick  ,Wahlbezirk,0006,28,63,497,314,8,306,133,68,70,1,3,9,4,0,1,6,8,1,2
61,12061219,Heideblick  ,Wahlbezirk,0007,28,63,212,146,5,141,45,36,27,1,5,21,0,0,0,2,2,1,1
61,12061219,Heideblick  ,Wahlbezirk,0008,28,63,94,65,3,62,15,15,22,2,0,1,0,0,1,1,3,0,2
61,12061219,Heideblick  ,Wahlbezirk,0009,28,63,585,349,8,341,122,83,74,7,12,31,1,0,0,0,7,0,4
61,12061219,Heideblick  ,Wahlbezirk,0010,28,63,67,46,1,45,10,15,15,0,2,2,0,0,0,0,0,0,1
61,12061219,Heideblick  ,Wahlbezirk,0011,28,63,111,83,1,82,23,16,27,1,1,6,0,0,1,1,1,2,3
61,12061219,Heideblick  ,Wahlbezirk,0012,28,63,271,148,6,142,41,29,47,3,2,10,0,0,0,0,9,0,1
61,12061219,Heideblick  ,Wahlbezirk,0013,28,63,137,81,2,79,16,15,14,4,4,8,2,0,2,2,8,0,4
61,12061219,Heideblick  ,Wahlbezirk,0014,28,63,163,119,3,116,42,34,21,0,6,2,0,1,1,1,6,0,2
61,12061224,Jamlitz  ,Wahlbezirk,0005,28,63,329,202,7,195,51,65,38,2,9,13,2,0,0,0,9,2,4
61,12061224,Jamlitz  ,Wahlbezirk,0006,28,63,75,58,4,54,18,11,15,1,2,2,0,0,0,0,5,0,0
61,12061224,Jamlitz  ,Wahlbezirk,0007,28,63,116,82,2,80,19,31,23,0,0,4,0,0,0,0,1,0,2
61,12061244,Kasel-Golzig  ,Wahlbezirk,0008,28,63,369,240,5,235,99,30,68,2,7,17,2,0,0,3,5,0,2
61,12061244,Kasel-Golzig  ,Wahlbezirk,0009,28,63,152,84,1,83,24,21,13,1,6,10,0,0,0,0,2,2,4
61,12061244,Kasel-Golzig  ,Wahlbezirk,0010,28,63,108,58,2,56,18,8,20,0,1,4,0,0,0,0,3,1,1
