KreisNr,GemeindeNr,Gemeindename,Wahlbezirksart,Wahlbezirk,Landtagswahlkreis,Bundestagswahlkreis,Wahlberechtigte,Waehler,Ungueltig,Gueltig,SPD,LINKE,CDU,DVU,GRÜNE/B90,FDP,50Plus,DKP,REP,Die-Volksinitiative,NPD,RRP,FREIE_WÄHLER
51,12051001,"Brandenburg an der Havel, OT Dom  ",Wahlbezirk,0101,17,61,403,250,4,246,78,45,82,0,27,11,0,0,1,0,1,0,1
51,12051001,"Brandenburg an der Havel, OT Dom  ",Wahlbezirk,0102,17,61,1184,704,14,690,239,156,201,2,29,47,1,1,1,1,9,1,2
51,12051001,"Brandenburg an der Havel, OT Dom  ",Wahlbezirk,0103,17,61,592,384,8,376,127,103,100,3,16,14,1,0,1,0,5,3,3
51,12051001,"Brandenburg an der Havel, OT Dom  ",Wahlbezirk,0104,17,61,412,256,2,254,73,57,70,3,9,29,1,1,1,0,6,2,2
51,12051001,"Brandenburg an der Havel, OT Dom  ",Wahlbezirk,0105,17,61,325,204,3,201,68,65,40,2,3,16,0,0,0,1,3,1,2
51,12051002,"Brandenburg an der Havel, OT Altstadt  ",Wahlbezirk,0201,17,61,1243,733,20,713,191,190,180,6,63,46,1,0,1,0,27,3,5
51,12051002,"Brandenburg an der Havel, OT Altstadt  ",Wahlbezirk,0202,17,61,851,403,12,391,109,118,89,6,24,28,2,0,0,1,9,1,4
51,12051002,"Brandenburg an der Havel, OT Altstadt  ",Wahlbezirk,0203,17,61,1027,486,10,476,161,124,106,5,32,27,4,0,1,1,10,2,3
51,12051002,"Brandenburg an der Havel, OT Altstadt  ",Wahlbezirk,0204,17,61,998,373,12,361,136,101,64,6,15,13,1,1,0,0,19,3,2
51,12051002,"Brandenburg an der Havel, OT Altstadt  ",Wahlbezirk,0205,17,61,1273,651,19,632,199,170,146,7,45,38,1,3,0,1,13,1,8
51,12051002,"Brandenburg an der Havel, OT Altstadt  ",Wahlbezirk,0206,17,61,1001,444,10,434,150,98,99,11,30,19,0,0,1,0,15,3,8
51,12051002,"Brandenburg an der Havel, OT Altstadt  ",Wahlbezirk,0207,17,61,956,522,12,510,166,166,97,7,13,21,2,2,2,0,25,3,6
51,12051002,"Brandenburg an der Havel, OT Altstadt  ",Wahlbezirk,0208,17,61,867,430,13,417,138,137,75,6,8,27,3,0,0,0,14,1,8
51,12051002,"Brandenburg an der Havel, OT Altstadt  ",Wahlbezirk,0209,17,61,1251,646,20,626,222,194,127,10,17,29,2,0,2,0,13,2,8
51,12051002,"Brandenburg an der Havel, OT Altstadt  ",Wahlbezirk,0210,17,61,460,197,3,194,77,58,32,0,4,12,0,0,2,0,7,0,2
51,12051002,"Brandenburg an der Havel, OT Altstadt  ",Wahlbezirk,0211,17,61,1179,683,25,658,233,191,123,7,30,39,4,1,1,1,19,1,8
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0301,17,61,1081,657,9,648,219,144,151,2,71,38,3,0,1,0,10,4,5
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0302,17,61,1251,610,15,595,199,188,132,8,27,17,2,0,2,2,4,5,9
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0303,17,61,1142,661,13,648,190,168,143,5,68,43,3,2,0,0,10,4,12
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0304,17,61,1310,655,15,640,222,161,141,5,33,39,2,1,0,1,27,4,4
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0305,17,61,1338,626,13,613,192,160,146,6,28,49,4,1,0,0,16,2,9
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0306,17,61,844,443,14,429,175,107,95,2,18,18,0,0,1,2,6,1,4
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0307,17,61,483,245,5,240,77,61,59,1,11,14,2,1,0,0,8,0,6
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0308,17,61,1400,666,15,651,224,182,132,4,38,36,3,3,2,1,13,4,9
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0309,17,61,1030,512,12,500,158,130,144,6,22,24,0,0,0,0,12,2,2
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0310,17,61,1141,635,28,607,237,144,140,5,25,33,2,0,0,0,12,4,5
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0311,17,61,1210,654,17,637,249,151,143,5,22,43,1,0,0,0,13,3,7
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0312,17,61,836,518,21,497,168,138,112,4,17,37,0,0,0,0,11,4,6
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0313,17,61,1197,776,10,766,277,163,229,7,27,44,3,0,2,2,8,2,2
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0314,17,61,1406,896,15,881,319,172,255,4,43,57,2,1,0,1,11,5,11
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0315,17,61,737,472,13,459,179,83,128,4,18,27,2,0,0,2,9,3,4
51,12051003,"Brandenburg an der Havel, OT Neustadt  ",Wahlbezirk,0316,17,61,705,404,10,394,154,90,86,3,14,36,1,0,0,0,2,5,3
51,12051004,"Brandenburg an der Havel, OT Görden  ",Wahlbezirk,0501,16,61,860,345,9,336,109,110,54,5,8,22,0,0,1,2,14,4,7
51,12051004,"Brandenburg an der Havel, OT Görden  ",Wahlbezirk,0502,16,61,1193,469,17,452,142,165,71,9,14,21,1,0,0,1,20,4,4
51,12051004,"Brandenburg an der Havel, OT Görden  ",Wahlbezirk,0503,16,61,726,333,11,322,120,108,37,3,7,17,1,0,0,1,16,5,7
51,12051004,"Brandenburg an der Havel, OT Görden  ",Wahlbezirk,0504,16,61,820,456,6,450,140,136,98,4,25,26,2,3,1,0,7,2,6
51,12051004,"Brandenburg an der Havel, OT Görden  ",Wahlbezirk,0505,16,61,875,491,11,480,147,141,133,4,16,26,2,0,0,1,4,1,5
51,12051004,"Brandenburg an der Havel, OT Görden  ",Wahlbezirk,0506,16,61,776,422,8,414,140,108,96,4,18,33,0,0,1,0,9,3,2
51,12051004,"Brandenburg an der Havel, OT Görden  ",Wahlbezirk,0507,16,61,968,632,14,618,250,181,108,4,27,34,2,0,0,0,5,1,6
51,12051004,"Brandenburg an der Havel, OT Görden  ",Wahlbezirk,0508,16,61,1054,257,9,248,75,99,36,6,4,11,0,1,0,0,9,2,5
51,12051004,"Brandenburg an der Havel, OT Görden  ",Wahlbezirk,0509,16,61,630,286,9,277,122,69,55,0,5,19,1,0,1,1,1,1,2
51,12051004,"Brandenburg an der Havel, OT Görden  ",Wahlbezirk,0510,16,61,1141,617,20,597,220,159,132,4,17,36,1,0,2,2,10,4,10
51,12051005,"Brandenburg an der Havel, OT Hohenstücken  ",Wahlbezirk,0401,17,61,579,313,9,304,108,109,46,2,10,9,2,0,1,0,11,2,4
51,12051005,"Brandenburg an der Havel, OT Hohenstücken  ",Wahlbezirk,0402,17,61,942,401,4,397,129,154,58,1,5,17,3,0,4,0,16,1,9
51,12051005,"Brandenburg an der Havel, OT Hohenstücken  ",Wahlbezirk,0403,17,61,701,339,12,327,104,105,62,4,11,24,1,0,1,0,10,1,4
51,12051005,"Brandenburg an der Havel, OT Hohenstücken  ",Wahlbezirk,0404,17,61,635,326,11,315,103,126,43,4,6,11,2,0,1,2,13,2,2
51,12051005,"Brandenburg an der Havel, OT Hohenstücken  ",Wahlbezirk,0405,17,61,1013,363,17,346,105,141,51,3,9,21,2,1,2,0,8,1,2
51,12051005,"Brandenburg an der Havel, OT Hohenstücken  ",Wahlbezirk,0406,17,61,1104,433,16,417,140,144,70,2,17,18,3,1,1,0,11,2,8
51,12051005,"Brandenburg an der Havel, OT Hohenstücken  ",Wahlbezirk,0407,17,61,562,259,13,246,101,76,35,5,9,10,1,1,0,0,4,3,1
51,12051005,"Brandenburg an der Havel, OT Hohenstücken  ",Wahlbezirk,0408,17,61,804,412,8,404,146,148,54,7,12,12,4,0,1,1,10,1,8
51,12051005,"Brandenburg an der Havel, OT Hohenstücken  ",Wahlbezirk,0409,17,61,980,489,15,474,189,151,84,2,9,14,1,2,1,0,12,4,5
51,12051006,"Brandenburg an der Havel, OT Nord  ",Wahlbezirk,0601,17,61,969,519,20,499,199,142,111,5,11,18,0,0,0,0,7,0,6
51,12051006,"Brandenburg an der Havel, OT Nord  ",Wahlbezirk,0602,17,61,968,466,17,449,180,137,85,9,8,14,1,1,0,0,7,4,3
51,12051006,"Brandenburg an der Havel, OT Nord  ",Wahlbezirk,0603,17,61,1048,474,21,453,203,115,88,0,10,13,1,2,1,0,11,3,6
51,12051006,"Brandenburg an der Havel, OT Nord  ",Wahlbezirk,0604,17,61,1063,541,23,518,221,154,96,2,9,17,1,0,0,1,10,2,5
51,12051006,"Brandenburg an der Havel, OT Nord  ",Wahlbezirk,0605,17,61,774,414,10,404,148,144,73,1,14,13,0,1,0,0,3,1,6
51,12051006,"Brandenburg an der Havel, OT Nord  ",Wahlbezirk,0606,17,61,879,396,12,384,151,107,72,3,15,18,1,0,0,0,9,6,2
51,12051006,"Brandenburg an der Havel, OT Nord  ",Wahlbezirk,0607,17,61,1280,745,17,728,318,197,144,12,11,17,4,1,1,0,14,4,5
51,12051006,"Brandenburg an der Havel, OT Nord  ",Wahlbezirk,0608,17,61,849,444,15,429,145,116,95,6,23,27,2,0,0,0,6,1,8
51,12051006,"Brandenburg an der Havel, OT Nord  ",Wahlbezirk,0609,17,61,1245,745,10,735,271,193,175,1,29,33,3,0,1,1,15,5,8
51,12051007,"Brandenburg an der Havel, OT Kirchmöser  ",Wahlbezirk,0701,17,61,1231,687,22,665,295,146,136,3,22,26,2,0,0,1,23,5,6
51,12051007,"Brandenburg an der Havel, OT Kirchmöser  ",Wahlbezirk,0702,17,61,768,471,12,459,207,95,115,8,10,10,0,0,1,0,7,3,3
51,12051007,"Brandenburg an der Havel, OT Kirchmöser  ",Wahlbezirk,0703,17,61,801,480,14,466,181,105,113,9,15,22,4,0,0,0,13,3,1
51,12051007,"Brandenburg an der Havel, OT Kirchmöser  ",Wahlbezirk,0704,17,61,112,76,1,75,31,18,18,0,2,1,0,0,0,0,3,0,2
51,12051007,"Brandenburg an der Havel, OT Kirchmöser  ",Wahlbezirk,0705,17,61,811,489,8,481,202,125,85,8,13,18,0,0,2,2,19,2,5
51,12051008,"Brandenburg an der Havel, OT Plaue  ",Wahlbezirk,0801,16,61,1210,631,11,620,216,153,158,4,14,44,1,0,0,0,17,2,11
51,12051008,"Brandenburg an der Havel, OT Plaue  ",Wahlbezirk,0802,16,61,1114,637,25,612,216,173,136,9,15,30,1,1,1,2,15,1,12
51,12051916,Briefwahl für LTW 16 im Kreis 51,Briefwahlbezirk,9016,16,61,0,447,5,442,149,111,114,4,26,25,3,1,0,0,4,2,3
51,12051916,Briefwahl für LTW 16 im Kreis 51,Briefwahlbezirk,9019,16,61,0,437,2,435,128,157,80,5,12,27,4,1,1,1,11,4,4
51,12051917,Briefwahl für LTW 17 im Kreis 51,Briefwahlbezirk,9010,17,61,0,492,2,490,185,101,131,5,20,30,1,1,0,1,2,10,3
51,12051917,Briefwahl für LTW 17 im Kreis 51,Briefwahlbezirk,9011,17,61,0,387,2,385,137,87,88,2,23,29,2,0,0,4,6,3,4
51,12051917,Briefwahl für LTW 17 im Kreis 51,Briefwahlbezirk,9012,17,61,0,782,8,774,281,215,157,4,63,30,4,1,0,0,8,5,6
51,12051917,Briefwahl für LTW 17 im Kreis 51,Briefwahlbezirk,9013,17,61,0,395,6,389,153,134,55,2,17,14,4,0,1,1,2,5,1
51,12051917,Briefwahl für LTW 17 im Kreis 51,Briefwahlbezirk,9014,17,61,0,774,5,769,255,166,226,4,36,45,8,3,0,3,10,7,6
51,12051917,Briefwahl für LTW 17 im Kreis 51,Briefwahlbezirk,9015,17,61,0,314,1,313,147,58,65,1,22,7,2,0,0,0,5,2,4
51,12051917,Briefwahl für LTW 17 im Kreis 51,Briefwahlbezirk,9017,17,61,0,518,3,515,210,117,111,4,27,17,6,0,0,1,6,11,5
51,12051917,Briefwahl für LTW 17 im Kreis 51,Briefwahlbezirk,9018,17,61,0,424,9,415,142,131,72,1,31,13,5,1,0,2,10,4,3
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0101,43,65,1003,514,11,503,158,147,84,3,62,37,0,0,0,0,7,1,4
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0102,43,65,1016,504,7,497,168,145,88,1,33,38,1,0,1,0,9,2,11
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0103,43,65,920,408,12,396,104,117,77,2,36,35,2,1,0,0,12,2,8
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0104,43,65,988,373,15,358,100,92,76,3,28,39,1,1,2,0,10,0,6
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0105,43,65,986,428,12,416,140,121,89,1,24,23,1,2,0,0,7,1,7
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0106,43,65,907,446,9,437,142,90,81,2,57,40,1,0,0,2,13,1,8
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0107,43,65,764,412,15,397,146,78,57,1,67,33,1,0,0,0,6,0,8
52,12052001,"Cottbus, OT Mitte  ",Wahlbezirk,0108,43,65,854,372,8,364,139,120,41,4,24,24,0,1,0,0,5,0,6
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1101,43,65,754,276,4,272,105,72,52,1,13,13,0,0,0,0,7,1,8
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1102,43,65,1164,402,20,382,137,129,60,0,11,19,1,0,0,0,13,0,12
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1103,43,65,1029,506,12,494,193,164,64,6,19,25,0,0,0,1,15,1,6
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1104,43,65,1015,445,18,427,130,166,54,7,21,17,2,0,0,0,16,2,12
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1105,43,65,1104,522,11,511,189,177,82,7,11,17,2,2,1,1,7,5,10
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1106,43,65,659,319,5,314,118,106,49,0,6,16,0,0,0,0,8,1,10
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1107,43,65,826,374,16,358,139,111,56,3,15,15,2,0,1,0,11,1,4
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1108,43,65,1126,561,12,549,205,191,88,4,15,22,1,2,1,0,11,2,7
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1109,43,65,937,490,14,476,175,149,92,7,11,19,0,1,0,0,9,3,10
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1110,43,65,990,462,14,448,173,132,89,1,8,12,2,3,0,1,16,4,7
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1111,43,65,1170,526,15,511,171,160,80,2,25,27,1,1,1,0,32,4,7
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1112,43,65,887,433,16,417,122,165,63,2,14,21,0,0,0,3,12,5,10
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1113,43,65,999,434,11,423,165,133,62,2,9,22,1,0,0,1,14,3,11
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1114,43,65,643,395,7,388,134,86,105,2,15,31,2,2,2,0,4,0,5
52,12052011,"Cottbus, OT Sandow  ",Wahlbezirk,1115,43,65,703,410,11,399,143,90,98,3,25,27,2,0,0,0,9,0,2
52,12052013,"Cottbus, OT Merzdorf  ",Wahlbezirk,1301,43,65,986,549,17,532,161,129,127,9,22,46,0,1,1,0,20,2,14
52,12052014,"Cottbus, OT Dissenchen  ",Wahlbezirk,1401,43,65,1000,558,6,552,184,125,134,6,27,36,1,0,0,0,20,4,15
52,12052015,"Cottbus, OT Branitz  ",Wahlbezirk,1501,43,65,562,325,3,322,114,81,71,4,17,21,1,0,0,1,2,2,8
52,12052015,"Cottbus, OT Branitz  ",Wahlbezirk,1502,43,65,629,350,10,340,102,73,101,2,10,27,4,1,1,2,13,0,4
52,12052016,"Cottbus, OT Kahren  ",Wahlbezirk,1601,44,65,528,293,9,284,86,65,72,5,13,31,0,1,0,0,2,0,9
52,12052016,"Cottbus, OT Kahren  ",Wahlbezirk,1602,44,65,578,327,6,321,87,100,56,0,17,32,2,0,0,0,5,2,20
52,12052017,"Cottbus, OT Kiekebusch  ",Wahlbezirk,1701,44,65,575,343,8,335,103,78,81,1,13,34,2,0,1,0,9,1,12
52,12052017,"Cottbus, OT Kiekebusch  ",Wahlbezirk,1702,44,65,607,350,8,342,127,81,84,0,6,23,0,0,0,1,6,3,11
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2101,44,65,955,512,22,490,206,121,94,2,18,18,5,1,0,0,13,3,9
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2102,44,65,933,491,11,480,185,133,89,1,16,30,3,2,0,0,8,2,11
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2103,44,65,983,587,13,574,198,167,131,6,21,24,1,2,1,0,12,7,4
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2104,44,65,703,409,9,400,161,111,75,5,11,20,1,1,1,0,12,0,2
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2105,44,65,1111,555,19,536,203,138,91,6,32,33,2,1,3,2,13,0,12
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2106,44,65,1050,444,15,429,135,146,65,7,14,26,0,1,1,1,20,1,12
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2107,44,65,950,473,12,461,160,129,92,1,27,37,4,0,0,0,5,0,6
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2108,44,65,932,407,13,394,142,101,83,1,23,28,2,0,1,0,6,0,7
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2109,44,65,1023,573,21,552,191,175,104,3,23,28,3,3,0,0,11,1,10
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2110,44,65,1038,540,11,529,197,148,100,0,25,35,1,1,1,1,10,0,10
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2111,44,65,972,449,13,436,154,132,70,1,33,25,2,0,1,0,12,0,6
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2112,44,65,902,462,6,456,167,136,74,4,24,23,1,0,1,0,16,0,10
52,12052021,"Cottbus, OT Spremberger Vorstadt  ",Wahlbezirk,2113,44,65,1034,497,15,482,165,155,81,3,16,30,2,1,4,0,14,1,10
52,12052022,"Cottbus, OT Madlow  ",Wahlbezirk,2201,44,65,348,184,3,181,66,61,24,3,6,13,0,1,0,0,3,0,4
52,12052022,"Cottbus, OT Madlow  ",Wahlbezirk,2202,44,65,579,290,7,283,104,70,73,4,3,11,3,0,2,0,7,1,5
52,12052022,"Cottbus, OT Madlow  ",Wahlbezirk,2203,44,65,558,325,13,312,110,94,56,0,17,19,1,0,0,0,10,0,5
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2301,44,65,907,448,10,438,152,141,73,2,18,28,2,0,1,0,9,3,9
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2302,44,65,1090,486,13,473,140,205,53,6,10,21,1,0,0,0,29,3,5
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2303,44,65,927,420,4,416,156,120,60,3,19,33,1,1,0,0,14,1,8
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2304,44,65,951,450,13,437,144,153,73,4,8,19,1,1,2,0,17,5,10
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2305,44,65,957,360,15,345,110,130,45,2,12,16,2,0,0,0,19,2,7
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2306,44,65,864,356,12,344,102,133,49,4,10,10,1,1,0,0,23,2,9
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2307,44,65,1126,522,13,509,185,184,66,3,13,29,2,0,3,0,15,1,8
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2308,44,65,1071,502,21,481,176,146,79,7,12,25,1,0,0,0,24,1,10
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2309,44,65,935,365,12,353,128,117,49,9,10,13,0,1,3,1,16,2,4
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2310,44,65,925,363,11,352,109,107,53,5,8,33,3,1,0,0,25,1,7
52,12052023,"Cottbus, OT Sachsendorf  ",Wahlbezirk,2311,44,65,1083,534,8,526,164,178,72,6,17,52,5,2,1,1,12,4,12
52,12052024,"Cottbus, OT Groß Gaglow  ",Wahlbezirk,2401,44,65,564,306,6,300,116,57,67,4,12,27,3,0,1,0,5,0,8
52,12052024,"Cottbus, OT Groß Gaglow  ",Wahlbezirk,2402,44,65,675,417,11,406,119,94,90,4,25,48,1,0,0,0,11,1,13
52,12052025,"Cottbus, OT Gallinchen  ",Wahlbezirk,2501,44,65,831,466,8,458,151,121,90,1,17,44,0,1,0,1,19,1,12
52,12052025,"Cottbus, OT Gallinchen  ",Wahlbezirk,2502,44,65,776,516,14,502,165,127,117,4,19,46,1,0,1,1,11,1,9
52,12052025,"Cottbus, OT Gallinchen  ",Wahlbezirk,2503,44,65,697,418,10,408,143,101,87,2,15,42,2,0,1,0,8,0,7
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3101,44,65,1011,545,22,523,164,129,120,6,26,41,2,1,1,0,19,0,14
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3102,44,65,961,506,16,490,169,123,97,5,27,38,1,3,3,1,13,1,9
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3103,44,65,861,435,15,420,156,117,79,6,20,25,1,1,0,0,6,1,8
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3104,44,65,931,424,12,412,148,138,62,1,21,17,0,0,0,3,15,2,5
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3105,44,65,803,415,8,407,143,121,70,2,14,36,1,0,0,1,7,1,11
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3106,44,65,932,533,13,520,204,90,121,1,33,45,0,0,0,1,16,1,8
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3107,44,65,926,496,12,484,152,145,86,5,34,32,0,2,1,1,6,1,19
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3108,44,65,880,475,10,465,134,146,64,3,58,40,0,0,0,2,9,1,8
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3109,44,65,728,379,8,371,111,149,57,6,22,16,0,2,1,0,3,3,1
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3110,44,65,986,470,18,452,176,129,70,1,32,18,1,0,0,1,14,0,10
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3111,44,65,862,455,9,446,116,146,82,2,38,46,2,1,0,2,3,0,8
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3112,44,65,1060,502,17,485,150,166,66,5,34,25,4,1,0,1,22,1,10
52,12052031,"Cottbus, OT Ströbitz  ",Wahlbezirk,3113,44,65,645,270,6,264,83,71,35,2,30,26,0,0,4,2,8,0,3
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4101,43,65,1034,559,12,547,171,164,105,5,53,22,0,1,1,0,8,1,16
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4102,43,65,1082,578,13,565,206,164,84,4,57,26,1,0,0,0,14,0,9
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4103,43,65,1074,572,8,564,166,175,119,3,22,44,2,1,2,0,16,2,12
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4104,43,65,1011,419,10,409,121,96,88,5,38,35,1,0,0,0,9,6,10
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4105,43,65,951,470,13,457,134,154,83,7,18,21,2,0,1,0,20,1,16
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4106,43,65,1105,604,11,593,188,211,107,1,19,42,1,1,0,1,11,1,10
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4107,43,65,735,423,18,405,143,101,84,5,25,29,0,2,1,0,7,1,7
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4108,43,65,812,377,10,367,120,111,53,4,16,18,3,0,2,2,22,0,16
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4109,43,65,829,398,13,385,128,107,68,3,21,23,2,0,2,1,21,3,6
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4110,43,65,1033,344,6,338,110,97,57,1,9,22,3,3,1,1,21,2,11
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4111,43,65,546,213,7,206,55,70,31,2,5,13,0,1,2,0,16,1,10
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4112,43,65,870,350,12,338,95,130,40,2,16,26,2,0,1,1,15,2,8
52,12052041,"Cottbus, OT Schmellwitz  ",Wahlbezirk,4113,43,65,848,485,13,472,171,137,85,3,21,35,3,0,1,0,12,1,3
52,12052042,"Cottbus, OT Saspow  ",Wahlbezirk,4201,43,65,599,369,11,358,129,61,88,3,15,35,1,0,2,0,18,1,5
52,12052043,"Cottbus, OT Skadow  ",Wahlbezirk,4301,43,65,474,277,14,263,74,64,65,0,13,33,2,0,0,0,8,1,3
52,12052044,"Cottbus, OT Sielow  ",Wahlbezirk,4401,43,65,1087,601,6,595,160,159,127,4,28,53,6,3,5,0,31,0,19
52,12052044,"Cottbus, OT Sielow  ",Wahlbezirk,4402,43,65,1023,612,21,591,182,127,167,4,23,58,1,1,0,0,15,1,12
52,12052044,"Cottbus, OT Sielow  ",Wahlbezirk,4403,43,65,911,489,11,478,146,121,103,5,26,45,0,0,2,1,9,0,20
52,12052045,"Cottbus, OT Döbbrick  ",Wahlbezirk,4501,43,65,805,411,11,400,140,105,84,4,12,28,2,0,0,2,9,2,12
52,12052045,"Cottbus, OT Döbbrick  ",Wahlbezirk,4502,43,65,721,338,11,327,113,63,84,1,13,28,0,0,3,0,10,1,11
52,12052046,"Cottbus, OT Willmersdorf  ",Wahlbezirk,4601,43,65,620,378,14,364,126,79,93,2,20,22,3,0,0,1,13,0,5
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9023,43,65,0,580,7,573,169,167,118,4,42,47,3,4,0,0,4,2,13
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9024,43,65,0,410,2,408,130,124,80,1,22,27,3,1,0,3,9,2,6
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9025,43,65,0,638,6,632,213,218,99,5,18,22,4,3,0,6,28,5,11
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9026,43,65,0,659,6,653,227,240,99,8,18,24,6,4,2,2,9,9,5
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9027,43,65,0,573,9,564,189,175,108,2,31,37,5,3,2,0,4,1,7
52,12052943,Briefwahl für LTW 43 im Kreis 52,Briefwahlbezirk,9028,43,65,0,501,3,498,130,141,103,2,67,31,2,1,0,4,5,3,9
