AGS,Gebietskörperschaft,Wahlbezirksnummer,Wahlberechtigte,darunter: Wahlberechtigte mit Sperrvermerk,Wähler,Wahlbeteiligung,"Ungültige Erststimmen","Gültige Erststimmen",SPD,"Anteil SPD in %",CDU,"Anteil CDU in %",PDS,"Anteil PDS in %",BFWG,"Anteil BFWG in %","BFB Die Offensive","Anteil BFB Die Offensive in %",GRÜNE/B90,"Anteil GRÜNE/B90 in %","Bürger Bündnis","Anteil Bürger Bündnis in %",FDP,"Anteil FDP in %",NPD,"Anteil NPD in %",EB,"Anteil EB in %"
1205100000,Brandenburg an der Havel,0101,1229,77,624,"50,77",3,621,201,"32,37",178,"28,66",148,"23,83",0,"0,00",50,"8,05",26,"4,19",0,"0,00",18,"2,90",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0102,1075,54,558,"51,91",14,544,254,"46,69",127,"23,35",141,"25,92",0,"0,00",9,"1,65",7,"1,29",0,"0,00",6,"1,10",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0103,1070,33,559,"52,24",12,547,217,"39,67",113,"20,66",163,"29,80",0,"0,00",10,"1,83",13,"2,38",0,"0,00",31,"5,67",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0104,858,29,359,"41,84",8,351,138,"39,32",84,"23,93",88,"25,07",0,"0,00",18,"5,13",14,"3,99",0,"0,00",9,"2,56",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0105,723,53,292,"40,39",9,283,125,"44,17",74,"26,15",74,"26,15",0,"0,00",5,"1,77",2,"0,71",0,"0,00",3,"1,06",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0106,668,28,343,"51,35",4,339,139,"41,00",83,"24,48",96,"28,32",0,"0,00",10,"2,95",1,"0,29",0,"0,00",10,"2,95",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0107,758,27,343,"45,25",6,337,146,"43,32",88,"26,11",77,"22,85",0,"0,00",6,"1,78",7,"2,08",0,"0,00",13,"3,86",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0108,366,27,184,"50,27",1,183,77,"42,08",58,"31,69",41,"22,40",0,"0,00",3,"1,64",1,"0,55",0,"0,00",3,"1,64",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0109,1227,90,568,"46,29",8,560,231,"41,25",140,"25,00",162,"28,93",0,"0,00",5,"0,89",8,"1,43",0,"0,00",14,"2,50",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0110,999,64,461,"46,15",8,453,202,"44,59",101,"22,30",121,"26,71",0,"0,00",11,"2,43",6,"1,32",0,"0,00",12,"2,65",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0111,825,75,419,"50,79",7,412,171,"41,50",69,"16,75",155,"37,62",0,"0,00",5,"1,21",2,"0,49",0,"0,00",10,"2,43",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0112,1270,69,632,"49,76",9,623,274,"43,98",116,"18,62",206,"33,07",0,"0,00",15,"2,41",6,"0,96",0,"0,00",6,"0,96",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0113,532,19,261,"49,06",7,254,66,"25,98",89,"35,04",68,"26,77",0,"0,00",20,"7,87",3,"1,18",0,"0,00",8,"3,15",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0201,979,31,464,"47,40",7,457,118,"25,82",134,"29,32",136,"29,76",0,"0,00",7,"1,53",31,"6,78",0,"0,00",31,"6,78",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0202,880,79,386,"43,86",8,378,107,"28,31",107,"28,31",120,"31,75",0,"0,00",9,"2,38",12,"3,17",0,"0,00",23,"6,08",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0203,900,47,403,"44,78",8,395,132,"33,42",109,"27,59",113,"28,61",0,"0,00",7,"1,77",14,"3,54",0,"0,00",20,"5,06",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0204,1072,45,461,"43,00",8,453,184,"40,62",100,"22,08",127,"28,04",0,"0,00",11,"2,43",14,"3,09",0,"0,00",17,"3,75",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0205,1126,45,482,"42,81",10,472,167,"35,38",116,"24,58",149,"31,57",0,"0,00",14,"2,97",16,"3,39",0,"0,00",10,"2,12",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0206,790,25,247,"31,27",5,242,101,"41,74",55,"22,73",62,"25,62",0,"0,00",7,"2,89",5,"2,07",0,"0,00",12,"4,96",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0207,968,37,435,"44,94",20,415,172,"41,45",95,"22,89",118,"28,43",0,"0,00",9,"2,17",6,"1,45",0,"0,00",15,"3,61",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0208,755,21,303,"40,13",6,297,131,"44,11",78,"26,26",74,"24,92",0,"0,00",8,"2,69",1,"0,34",0,"0,00",5,"1,68",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0209,1063,20,458,"43,09",10,448,181,"40,40",101,"22,54",137,"30,58",0,"0,00",13,"2,90",3,"0,67",0,"0,00",13,"2,90",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0210,1172,43,523,"44,62",4,519,215,"41,43",133,"25,63",122,"23,51",0,"0,00",18,"3,47",9,"1,73",0,"0,00",22,"4,24",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0211,800,32,356,"44,50",8,348,123,"35,34",91,"26,15",110,"31,61",0,"0,00",10,"2,87",5,"1,44",0,"0,00",9,"2,59",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0301,1066,86,529,"49,62",14,515,181,"35,15",122,"23,69",138,"26,80",0,"0,00",14,"2,72",27,"5,24",0,"0,00",33,"6,41",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0302,1129,112,466,"41,28",8,458,152,"33,19",114,"24,89",147,"32,10",0,"0,00",12,"2,62",13,"2,84",0,"0,00",20,"4,37",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0303,1015,79,479,"47,19",9,470,137,"29,15",124,"26,38",153,"32,55",0,"0,00",5,"1,06",21,"4,47",0,"0,00",30,"6,38",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0304,734,18,299,"40,74",15,284,110,"38,73",77,"27,11",72,"25,35",0,"0,00",8,"2,82",7,"2,46",0,"0,00",10,"3,52",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0305,695,30,299,"43,02",3,296,131,"44,26",61,"20,61",90,"30,41",0,"0,00",2,"0,68",5,"1,69",0,"0,00",7,"2,36",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0306,842,33,371,"44,06",8,363,135,"37,19",90,"24,79",118,"32,51",0,"0,00",5,"1,38",5,"1,38",0,"0,00",10,"2,75",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0307,1107,35,374,"33,79",14,360,160,"44,44",95,"26,39",82,"22,78",0,"0,00",8,"2,22",5,"1,39",0,"0,00",10,"2,78",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0308,522,40,208,"39,85",5,203,66,"32,51",55,"27,09",66,"32,51",0,"0,00",0,"0,00",5,"2,46",0,"0,00",11,"5,42",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0309,562,9,181,"32,21",7,174,75,"43,10",38,"21,84",41,"23,56",0,"0,00",4,"2,30",5,"2,87",0,"0,00",11,"6,32",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0310,669,28,273,"40,81",9,264,114,"43,18",63,"23,86",65,"24,62",0,"0,00",10,"3,79",5,"1,89",0,"0,00",7,"2,65",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0311,960,63,374,"38,96",7,367,127,"34,60",97,"26,43",114,"31,06",0,"0,00",7,"1,91",3,"0,82",0,"0,00",19,"5,18",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0312,522,11,267,"51,15",8,259,86,"33,20",72,"27,80",82,"31,66",0,"0,00",4,"1,54",4,"1,54",0,"0,00",11,"4,25",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0313,1230,66,632,"51,38",15,617,250,"40,52",160,"25,93",143,"23,18",0,"0,00",12,"1,94",10,"1,62",0,"0,00",42,"6,81",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0314,1080,47,507,"46,94",14,493,196,"39,76",115,"23,33",117,"23,73",0,"0,00",11,"2,23",11,"2,23",0,"0,00",43,"8,72",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0315,682,21,378,"55,43",7,371,129,"34,77",122,"32,88",94,"25,34",0,"0,00",8,"2,16",3,"0,81",0,"0,00",15,"4,04",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0316,1039,31,603,"58,04",16,587,186,"31,69",175,"29,81",160,"27,26",0,"0,00",13,"2,21",15,"2,56",0,"0,00",38,"6,47",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0317,597,47,254,"42,55",6,248,95,"38,31",51,"20,56",79,"31,85",0,"0,00",6,"2,42",6,"2,42",0,"0,00",11,"4,44",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0318,1174,58,640,"54,51",10,630,227,"36,03",180,"28,57",162,"25,71",0,"0,00",10,"1,59",14,"2,22",0,"0,00",37,"5,87",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0401,690,29,321,"46,52",1,320,124,"38,75",53,"16,56",110,"34,38",0,"0,00",14,"4,38",8,"2,50",0,"0,00",11,"3,44",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0402,975,47,445,"45,64",16,429,157,"36,60",108,"25,17",133,"31,00",0,"0,00",10,"2,33",4,"0,93",0,"0,00",17,"3,96",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0403,786,30,322,"40,97",2,320,115,"35,94",87,"27,19",97,"30,31",0,"0,00",14,"4,38",4,"1,25",0,"0,00",3,"0,94",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0404,514,28,242,"47,08",2,240,107,"44,58",51,"21,25",71,"29,58",0,"0,00",5,"2,08",3,"1,25",0,"0,00",3,"1,25",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0405,466,9,143,"30,69",4,139,65,"46,76",18,"12,95",44,"31,65",0,"0,00",7,"5,04",2,"1,44",0,"0,00",3,"2,16",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0406,865,18,346,"40,00",11,335,125,"37,31",76,"22,69",103,"30,75",0,"0,00",16,"4,78",6,"1,79",0,"0,00",9,"2,69",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0407,673,15,208,"30,91",4,204,76,"37,25",36,"17,65",77,"37,75",0,"0,00",5,"2,45",4,"1,96",0,"0,00",6,"2,94",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0408,659,16,224,"33,99",4,220,83,"37,73",44,"20,00",78,"35,45",0,"0,00",6,"2,73",4,"1,82",0,"0,00",5,"2,27",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0409,753,27,339,"45,02",14,325,105,"32,31",76,"23,38",121,"37,23",0,"0,00",11,"3,38",4,"1,23",0,"0,00",8,"2,46",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0410,598,9,254,"42,47",3,251,95,"37,85",46,"18,33",93,"37,05",0,"0,00",9,"3,59",2,"0,80",0,"0,00",6,"2,39",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0411,1059,36,390,"36,83",11,379,128,"33,77",69,"18,21",153,"40,37",0,"0,00",15,"3,96",6,"1,58",0,"0,00",8,"2,11",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0412,712,37,238,"33,43",3,235,90,"38,30",39,"16,60",88,"37,45",0,"0,00",8,"3,40",6,"2,55",0,"0,00",4,"1,70",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0413,994,42,316,"31,79",10,306,117,"38,24",82,"26,80",86,"28,10",0,"0,00",11,"3,59",4,"1,31",0,"0,00",6,"1,96",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0414,1018,53,303,"29,76",6,297,124,"41,75",69,"23,23",87,"29,29",0,"0,00",8,"2,69",5,"1,68",0,"0,00",4,"1,35",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0415,674,30,243,"36,05",8,235,93,"39,57",44,"18,72",79,"33,62",0,"0,00",11,"4,68",4,"1,70",0,"0,00",4,"1,70",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0416,923,26,331,"35,86",6,325,156,"48,00",70,"21,54",80,"24,62",0,"0,00",6,"1,85",4,"1,23",0,"0,00",9,"2,77",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0501,972,24,339,"34,88",10,329,138,"41,95",84,"25,53",87,"26,44",0,"0,00",0,"0,00",9,"2,74",0,"0,00",3,"0,91",0,"0,00",8,"2,43"
1205100000,Brandenburg an der Havel,0502,1095,22,291,"26,58",5,286,121,"42,31",60,"20,98",89,"31,12",0,"0,00",0,"0,00",4,"1,40",0,"0,00",5,"1,75",0,"0,00",7,"2,45"
1205100000,Brandenburg an der Havel,0503,919,33,372,"40,48",8,364,166,"45,60",92,"25,27",87,"23,90",0,"0,00",0,"0,00",6,"1,65",0,"0,00",7,"1,92",0,"0,00",6,"1,65"
1205100000,Brandenburg an der Havel,0504,699,44,313,"44,78",7,306,114,"37,25",86,"28,10",81,"26,47",0,"0,00",0,"0,00",4,"1,31",0,"0,00",14,"4,58",0,"0,00",7,"2,29"
1205100000,Brandenburg an der Havel,0505,924,54,450,"48,70",15,435,136,"31,26",131,"30,11",136,"31,26",0,"0,00",0,"0,00",10,"2,30",0,"0,00",13,"2,99",0,"0,00",9,"2,07"
1205100000,Brandenburg an der Havel,0506,824,47,327,"39,68",5,322,106,"32,92",100,"31,06",97,"30,12",0,"0,00",0,"0,00",4,"1,24",0,"0,00",12,"3,73",0,"0,00",3,"0,93"
1205100000,Brandenburg an der Havel,0507,594,41,327,"55,05",7,320,123,"38,44",93,"29,06",74,"23,13",0,"0,00",0,"0,00",15,"4,69",0,"0,00",11,"3,44",0,"0,00",4,"1,25"
1205100000,Brandenburg an der Havel,0508,914,53,244,"26,70",2,242,67,"27,69",41,"16,94",117,"48,35",0,"0,00",0,"0,00",6,"2,48",0,"0,00",6,"2,48",0,"0,00",5,"2,07"
1205100000,Brandenburg an der Havel,0509,596,22,253,"42,45",8,245,98,"40,00",64,"26,12",64,"26,12",0,"0,00",0,"0,00",7,"2,86",0,"0,00",9,"3,67",0,"0,00",3,"1,22"
1205100000,Brandenburg an der Havel,0510,857,54,378,"44,11",9,369,156,"42,28",96,"26,02",102,"27,64",0,"0,00",0,"0,00",8,"2,17",0,"0,00",6,"1,63",0,"0,00",1,"0,27"
1205100000,Brandenburg an der Havel,0511,921,37,492,"53,42",5,487,214,"43,94",142,"29,16",108,"22,18",0,"0,00",3,"0,62",6,"1,23",0,"0,00",14,"2,87",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0512,894,36,407,"45,53",3,404,172,"42,57",106,"26,24",102,"25,25",0,"0,00",6,"1,49",5,"1,24",0,"0,00",13,"3,22",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0513,1227,40,565,"46,05",14,551,224,"40,65",177,"32,12",116,"21,05",0,"0,00",0,"0,00",4,"0,73",0,"0,00",19,"3,45",0,"0,00",11,"2,00"
1205100000,Brandenburg an der Havel,0514,1177,30,596,"50,64",13,583,217,"37,22",233,"39,97",100,"17,15",0,"0,00",0,"0,00",10,"1,72",0,"0,00",16,"2,74",0,"0,00",7,"1,20"
1205100000,Brandenburg an der Havel,0515,101,0,60,"59,41",3,57,28,"49,12",18,"31,58",9,"15,79",0,"0,00",0,"0,00",1,"1,75",0,"0,00",1,"1,75",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0516,447,21,256,"57,27",4,252,126,"50,00",65,"25,79",53,"21,03",0,"0,00",0,"0,00",6,"2,38",0,"0,00",2,"0,79",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0517,768,40,420,"54,69",6,414,188,"45,41",102,"24,64",96,"23,19",0,"0,00",9,"2,17",9,"2,17",0,"0,00",10,"2,42",0,"0,00",0,"0,00"
1205100000,Brandenburg an der Havel,0518,959,58,438,"45,67",5,433,206,"47,58",109,"25,17",98,"22,63",0,"0,00",5,"1,15",3,"0,69",0,"0,00",12,"2,77",0,"0,00",0,"0,00"
1205190000,Briefwahlbezirk,9199,0,0,608,"0,00",7,601,213,"35,44",173,"28,79",159,"26,46",0,"0,00",10,"1,66",13,"2,16",0,"0,00",33,"5,49",0,"0,00",0,"0,00"
1205190000,Briefwahlbezirk,9299,0,0,408,"0,00",1,407,147,"36,12",81,"19,90",142,"34,89",0,"0,00",13,"3,19",9,"2,21",0,"0,00",15,"3,69",0,"0,00",0,"0,00"
1205190000,Briefwahlbezirk,9399,0,0,769,"0,00",8,761,271,"35,61",198,"26,02",192,"25,23",0,"0,00",14,"1,84",27,"3,55",0,"0,00",59,"7,75",0,"0,00",0,"0,00"
1205190000,Briefwahlbezirk,9499,0,0,436,"0,00",2,434,162,"37,33",73,"16,82",172,"39,63",0,"0,00",6,"1,38",10,"2,30",0,"0,00",11,"2,53",0,"0,00",0,"0,00"
1205190000,Briefwahlbezirk,9599,0,0,174,"0,00",2,172,81,"47,09",37,"21,51",49,"28,49",0,"0,00",0,"0,00",2,"1,16",0,"0,00",3,"1,74",0,"0,00",0,"0,00"
1205190000,Briefwahlbezirk,9699,0,0,414,"0,00",6,408,134,"32,84",112,"27,45",121,"29,66",0,"0,00",0,"0,00",9,"2,21",0,"0,00",21,"5,15",0,"0,00",11,"2,70"
1205200000,Cottbus,0001,1010,131,499,"49,41",4,495,168,"33,94",120,"24,24",153,"30,91",0,"0,00",0,"0,00",36,"7,27",0,"0,00",18,"3,64",0,"0,00",0,"0,00"
1205200000,Cottbus,0002,1124,157,538,"47,86",4,534,191,"35,77",136,"25,47",164,"30,71",0,"0,00",0,"0,00",25,"4,68",0,"0,00",18,"3,37",0,"0,00",0,"0,00"
1205200000,Cottbus,0003,1212,158,629,"51,90",8,621,257,"41,38",154,"24,80",168,"27,05",0,"0,00",0,"0,00",25,"4,03",0,"0,00",17,"2,74",0,"0,00",0,"0,00"
1205200000,Cottbus,0004,915,111,442,"48,31",9,433,142,"32,79",110,"25,40",116,"26,79",0,"0,00",0,"0,00",42,"9,70",0,"0,00",23,"5,31",0,"0,00",0,"0,00"
1205200000,Cottbus,0005,1124,163,497,"44,22",8,489,186,"38,04",136,"27,81",131,"26,79",0,"0,00",0,"0,00",19,"3,89",0,"0,00",17,"3,48",0,"0,00",0,"0,00"
1205200000,Cottbus,0006,1132,124,541,"47,79",8,533,229,"42,96",131,"24,58",151,"28,33",0,"0,00",0,"0,00",15,"2,81",0,"0,00",7,"1,31",0,"0,00",0,"0,00"
1205200000,Cottbus,0007,1217,116,611,"50,21",8,603,242,"40,13",152,"25,21",184,"30,51",0,"0,00",0,"0,00",12,"1,99",0,"0,00",13,"2,16",0,"0,00",0,"0,00"
1205200000,Cottbus,0008,1155,112,560,"48,48",10,550,236,"42,91",142,"25,82",140,"25,45",0,"0,00",0,"0,00",19,"3,45",0,"0,00",13,"2,36",0,"0,00",0,"0,00"
1205200000,Cottbus,0009,999,78,513,"51,35",7,506,231,"45,65",126,"24,90",128,"25,30",0,"0,00",0,"0,00",14,"2,77",0,"0,00",7,"1,38",0,"0,00",0,"0,00"
1205200000,Cottbus,0010,1055,93,577,"54,69",11,566,285,"50,35",104,"18,37",155,"27,39",0,"0,00",0,"0,00",14,"2,47",0,"0,00",8,"1,41",0,"0,00",0,"0,00"
1205200000,Cottbus,0011,939,92,471,"50,16",11,460,173,"37,61",115,"25,00",157,"34,13",0,"0,00",0,"0,00",12,"2,61",0,"0,00",3,"0,65",0,"0,00",0,"0,00"
1205200000,Cottbus,0012,1000,70,524,"52,40",12,512,192,"37,50",104,"20,31",197,"38,48",0,"0,00",0,"0,00",16,"3,13",0,"0,00",3,"0,59",0,"0,00",0,"0,00"
1205200000,Cottbus,0013,1163,111,539,"46,35",11,528,241,"45,64",95,"17,99",168,"31,82",0,"0,00",0,"0,00",12,"2,27",0,"0,00",12,"2,27",0,"0,00",0,"0,00"
1205200000,Cottbus,0014,1010,76,441,"43,66",10,431,180,"41,76",70,"16,24",156,"36,19",0,"0,00",0,"0,00",14,"3,25",0,"0,00",11,"2,55",0,"0,00",0,"0,00"
1205200000,Cottbus,0015,1145,95,564,"49,26",9,555,237,"42,70",133,"23,96",159,"28,65",0,"0,00",0,"0,00",18,"3,24",0,"0,00",8,"1,44",0,"0,00",0,"0,00"
1205200000,Cottbus,0016,1108,93,562,"50,72",16,546,213,"39,01",127,"23,26",177,"32,42",0,"0,00",0,"0,00",18,"3,30",0,"0,00",11,"2,01",0,"0,00",0,"0,00"
1205200000,Cottbus,0017,1136,80,589,"51,85",8,581,284,"48,88",128,"22,03",146,"25,13",0,"0,00",0,"0,00",12,"2,07",0,"0,00",11,"1,89",0,"0,00",0,"0,00"
1205200000,Cottbus,0018,1234,90,509,"41,25",11,498,230,"46,18",115,"23,09",128,"25,70",0,"0,00",0,"0,00",14,"2,81",0,"0,00",11,"2,21",0,"0,00",0,"0,00"
1205200000,Cottbus,0019,846,31,471,"55,67",10,461,168,"36,44",174,"37,74",86,"18,66",0,"0,00",0,"0,00",21,"4,56",0,"0,00",12,"2,60",0,"0,00",0,"0,00"
1205200000,Cottbus,0020,1059,27,584,"55,15",9,575,324,"56,35",163,"28,35",71,"12,35",0,"0,00",0,"0,00",8,"1,39",0,"0,00",9,"1,57",0,"0,00",0,"0,00"
1205200000,Cottbus,0022,902,56,513,"56,87",12,501,258,"51,50",138,"27,54",81,"16,17",0,"0,00",0,"0,00",4,"0,80",0,"0,00",20,"3,99",0,"0,00",0,"0,00"
1205200000,Cottbus,0023,872,62,505,"57,91",10,495,230,"46,46",149,"30,10",82,"16,57",0,"0,00",0,"0,00",6,"1,21",0,"0,00",28,"5,66",0,"0,00",0,"0,00"
1205200000,Cottbus,0024,1168,120,643,"55,05",5,638,368,"57,68",112,"17,55",131,"20,53",0,"0,00",0,"0,00",13,"2,04",0,"0,00",14,"2,19",0,"0,00",0,"0,00"
1205200000,Cottbus,0025,1034,121,601,"58,12",8,593,362,"61,05",109,"18,38",112,"18,89",0,"0,00",0,"0,00",6,"1,01",0,"0,00",4,"0,67",0,"0,00",0,"0,00"
1205200000,Cottbus,0026,1299,128,763,"58,74",13,750,427,"56,93",145,"19,33",150,"20,00",0,"0,00",0,"0,00",17,"2,27",0,"0,00",11,"1,47",0,"0,00",0,"0,00"
1205200000,Cottbus,0027,1110,62,603,"54,32",13,590,343,"58,14",115,"19,49",107,"18,14",0,"0,00",0,"0,00",12,"2,03",0,"0,00",13,"2,20",0,"0,00",0,"0,00"
1205200000,Cottbus,0028,1183,114,535,"45,22",10,525,266,"50,67",149,"28,38",89,"16,95",0,"0,00",0,"0,00",10,"1,90",0,"0,00",11,"2,10",0,"0,00",0,"0,00"
1205200000,Cottbus,0029,857,47,373,"43,52",7,366,168,"45,90",69,"18,85",115,"31,42",0,"0,00",0,"0,00",5,"1,37",0,"0,00",9,"2,46",0,"0,00",0,"0,00"
1205200000,Cottbus,0030,1025,111,533,"52,00",9,524,280,"53,44",101,"19,27",118,"22,52",0,"0,00",0,"0,00",14,"2,67",0,"0,00",11,"2,10",0,"0,00",0,"0,00"
1205200000,Cottbus,0031,1126,174,574,"50,98",8,566,331,"58,48",115,"20,32",104,"18,37",0,"0,00",0,"0,00",11,"1,94",0,"0,00",5,"0,88",0,"0,00",0,"0,00"
1205200000,Cottbus,0032,1126,114,647,"57,46",8,639,346,"54,15",133,"20,81",132,"20,66",0,"0,00",0,"0,00",10,"1,56",0,"0,00",18,"2,82",0,"0,00",0,"0,00"
1205200000,Cottbus,0033,1221,104,581,"47,58",18,563,322,"57,19",113,"20,07",109,"19,36",0,"0,00",0,"0,00",10,"1,78",0,"0,00",9,"1,60",0,"0,00",0,"0,00"
1205200000,Cottbus,0034,1003,70,430,"42,87",8,422,211,"50,00",76,"18,01",119,"28,20",0,"0,00",0,"0,00",7,"1,66",0,"0,00",9,"2,13",0,"0,00",0,"0,00"
1205200000,Cottbus,0035,880,60,392,"44,55",5,387,205,"52,97",62,"16,02",100,"25,84",0,"0,00",0,"0,00",12,"3,10",0,"0,00",8,"2,07",0,"0,00",0,"0,00"
1205200000,Cottbus,0036,420,21,177,"42,14",3,174,100,"57,47",17,"9,77",49,"28,16",0,"0,00",0,"0,00",5,"2,87",0,"0,00",3,"1,72",0,"0,00",0,"0,00"
1205200000,Cottbus,0037,1151,66,690,"59,95",6,684,364,"53,22",178,"26,02",113,"16,52",0,"0,00",0,"0,00",9,"1,32",0,"0,00",20,"2,92",0,"0,00",0,"0,00"
1205200000,Cottbus,0038,996,84,490,"49,20",7,483,255,"52,80",99,"20,50",112,"23,19",0,"0,00",0,"0,00",9,"1,86",0,"0,00",8,"1,66",0,"0,00",0,"0,00"
1205200000,Cottbus,0039,920,68,469,"50,98",8,461,259,"56,18",94,"20,39",86,"18,66",0,"0,00",0,"0,00",15,"3,25",0,"0,00",7,"1,52",0,"0,00",0,"0,00"
1205200000,Cottbus,0040,867,42,400,"46,14",8,392,217,"55,36",76,"19,39",83,"21,17",0,"0,00",0,"0,00",10,"2,55",0,"0,00",6,"1,53",0,"0,00",0,"0,00"
1205200000,Cottbus,0041,851,43,373,"43,83",7,366,209,"57,10",50,"13,66",93,"25,41",0,"0,00",0,"0,00",4,"1,09",0,"0,00",10,"2,73",0,"0,00",0,"0,00"
1205200000,Cottbus,0042,768,24,334,"43,49",3,331,187,"56,50",66,"19,94",68,"20,54",0,"0,00",0,"0,00",5,"1,51",0,"0,00",5,"1,51",0,"0,00",0,"0,00"
1205200000,Cottbus,0043,887,56,459,"51,75",12,447,254,"56,82",98,"21,92",81,"18,12",0,"0,00",0,"0,00",5,"1,12",0,"0,00",9,"2,01",0,"0,00",0,"0,00"
1205200000,Cottbus,0044,954,45,353,"37,00",15,338,168,"49,70",58,"17,16",98,"28,99",0,"0,00",0,"0,00",1,"0,30",0,"0,00",13,"3,85",0,"0,00",0,"0,00"
1205200000,Cottbus,0045,810,28,332,"40,99",4,328,141,"42,99",80,"24,39",94,"28,66",0,"0,00",0,"0,00",2,"0,61",0,"0,00",11,"3,35",0,"0,00",0,"0,00"
1205200000,Cottbus,0046,764,37,300,"39,27",8,292,144,"49,32",70,"23,97",68,"23,29",0,"0,00",0,"0,00",4,"1,37",0,"0,00",6,"2,05",0,"0,00",0,"0,00"
1205200000,Cottbus,0047,880,24,341,"38,75",9,332,180,"54,22",68,"20,48",66,"19,88",0,"0,00",0,"0,00",4,"1,20",0,"0,00",14,"4,22",0,"0,00",0,"0,00"
1205200000,Cottbus,0048,859,24,325,"37,83",6,319,170,"53,29",73,"22,88",69,"21,63",0,"0,00",0,"0,00",1,"0,31",0,"0,00",6,"1,88",0,"0,00",0,"0,00"
1205200000,Cottbus,0049,839,62,378,"45,05",14,364,190,"52,20",81,"22,25",78,"21,43",0,"0,00",0,"0,00",4,"1,10",0,"0,00",11,"3,02",0,"0,00",0,"0,00"
1205200000,Cottbus,0050,752,31,293,"38,96",6,287,142,"49,48",60,"20,91",75,"26,13",0,"0,00",0,"0,00",3,"1,05",0,"0,00",7,"2,44",0,"0,00",0,"0,00"
