AGS,Gebietskörperschaft,Wahlbezirksnummer,Wahlberechtigte,darunter: Wahlberechtigte mit Sperrvermerk,Wähler,Wahlbeteiligung,"Ungültige Zweitstimmen","Gültige Zweitstimmen",SPD,"Anteil SPD in %",CDU,"Anteil CDU in %",PDS,"Anteil PDS in %",BFWG,"Anteil BFWG in %","BFB-Die Offensive","Anteil BFB-Die Offensive in %",GRÜNE/B90,"Anteil GRÜNE/B90 in %",DVU,"Anteil DVU in %",F.D.P.,"Anteil F.D.P. in %",NPD,"Anteil NPD in %"
1206735210,Neuendorf im Sande,0001,272,2,179,"65,81",9,170,57,"33,53",49,"28,82",44,"25,88",2,"1,18",1,"0,59",1,"0,59",10,"5,88",2,"1,18",4,"2,35"
1206735605,Neuzelle,0001,741,56,398,"53,71",0,398,134,"33,67",134,"33,67",65,"16,33",2,"0,50",1,"0,25",1,"0,25",26,"6,53",34,"8,54",1,"0,25"
1206735605,Neuzelle,0002,910,68,478,"52,53",7,471,139,"29,51",149,"31,63",60,"12,74",3,"0,64",2,"0,42",6,"1,27",34,"7,22",74,"15,71",4,"0,85"
1206736002,Niewisch,0001,161,11,86,"53,42",0,86,30,"34,88",21,"24,42",14,"16,28",2,"2,33",0,"0,00",1,"1,16",17,"19,77",1,"1,16",0,"0,00"
1206736405,Ossendorf,0001,169,0,110,"65,09",1,109,44,"40,37",19,"17,43",27,"24,77",0,"0,00",0,"0,00",0,"0,00",15,"13,76",2,"1,83",2,"1,83"
1206737207,Petersdorf bei Saarow-Pieskow,0001,367,16,215,"58,58",1,214,52,"24,30",72,"33,64",73,"34,11",1,"0,47",0,"0,00",3,"1,40",4,"1,87",3,"1,40",6,"2,80"
1206737603,Pfaffendorf,0001,286,12,158,"55,24",0,158,58,"36,71",46,"29,11",35,"22,15",0,"0,00",0,"0,00",7,"4,43",6,"3,80",5,"3,16",1,"0,63"
1206738011,Philadelphia,0001,213,8,133,"62,44",2,131,56,"42,75",25,"19,08",30,"22,90",0,"0,00",0,"0,00",2,"1,53",13,"9,92",5,"3,82",0,"0,00"
1206738402,Pieskow,0001,146,6,85,"58,22",1,84,35,"41,67",27,"32,14",10,"11,90",0,"0,00",0,"0,00",0,"0,00",9,"10,71",2,"2,38",1,"1,19"
1206739208,Pohlitz,0001,229,2,152,"66,38",3,149,52,"34,90",48,"32,21",30,"20,13",0,"0,00",2,"1,34",2,"1,34",8,"5,37",7,"4,70",0,"0,00"
1206739608,Ragow,0001,240,8,149,"62,08",3,146,61,"41,78",40,"27,40",30,"20,55",1,"0,68",1,"0,68",1,"0,68",8,"5,48",2,"1,37",2,"1,37"
1206740012,Ranzig,0001,306,10,193,"63,07",5,188,82,"43,62",50,"26,60",28,"14,89",3,"1,60",1,"0,53",7,"3,72",10,"5,32",4,"2,13",3,"1,60"
1206740405,Ratzdorf,0001,285,2,190,"66,67",1,189,58,"30,69",58,"30,69",42,"22,22",1,"0,53",1,"0,53",2,"1,06",22,"11,64",4,"2,12",1,"0,53"
1206740809,Rauen,0001,859,35,525,"61,12",11,514,236,"45,91",128,"24,90",80,"15,56",6,"1,17",3,"0,58",10,"1,95",37,"7,20",9,"1,75",5,"0,97"
1206740809,Rauen,0002,622,24,350,"56,27",6,344,113,"32,85",100,"29,07",96,"27,91",0,"0,00",0,"0,00",9,"2,62",17,"4,94",4,"1,16",5,"1,45"
1206741207,Reichenwalde,0001,548,32,287,"52,37",3,284,111,"39,08",92,"32,39",40,"14,08",1,"0,35",0,"0,00",11,"3,87",15,"5,28",7,"2,46",7,"2,46"
1206741602,Reudnitz,0001,89,0,71,"79,78",1,70,28,"40,00",26,"37,14",9,"12,86",1,"1,43",0,"0,00",1,"1,43",5,"7,14",0,"0,00",0,"0,00"
1206742011,Rieplos,0001,127,2,84,"66,14",1,83,33,"39,76",36,"43,37",3,"3,61",2,"2,41",0,"0,00",1,"1,20",5,"6,02",3,"3,61",0,"0,00"
1206742408,Rießen,0001,635,18,400,"62,99",5,395,130,"32,91",136,"34,43",81,"20,51",1,"0,25",3,"0,76",2,"0,51",21,"5,32",15,"3,80",6,"1,52"
1206742803,Sauen,0001,90,3,64,"71,11",1,63,17,"26,98",32,"50,79",2,"3,17",2,"3,17",0,"0,00",0,"0,00",8,"12,70",2,"3,17",0,"0,00"
1206743202,Schadow,0001,110,1,83,"75,45",0,83,31,"37,35",17,"20,48",25,"30,12",0,"0,00",0,"0,00",0,"0,00",9,"10,84",0,"0,00",1,"1,20"
1206743608,Schernsdorf,0001,350,17,215,"61,43",1,214,43,"20,09",85,"39,72",54,"25,23",4,"1,87",1,"0,47",3,"1,40",20,"9,35",3,"1,40",1,"0,47"
1206744000,Schöneiche b.Berlin,0001,1096,107,588,"53,65",8,580,237,"40,86",145,"25,00",154,"26,55",2,"0,34",0,"0,00",14,"2,41",17,"2,93",8,"1,38",3,"0,52"
1206744000,Schöneiche b.Berlin,0002,1134,116,536,"47,27",2,534,231,"43,26",125,"23,41",126,"23,60",1,"0,19",1,"0,19",9,"1,69",26,"4,87",12,"2,25",3,"0,56"
1206744000,Schöneiche b.Berlin,0003,1298,63,675,"52,00",3,672,261,"38,84",149,"22,17",169,"25,15",2,"0,30",0,"0,00",39,"5,80",37,"5,51",11,"1,64",4,"0,60"
1206744000,Schöneiche b.Berlin,0004,1175,73,588,"50,04",8,580,241,"41,55",118,"20,34",157,"27,07",5,"0,86",2,"0,34",12,"2,07",37,"6,38",4,"0,69",4,"0,69"
1206744000,Schöneiche b.Berlin,0005,1226,93,619,"50,49",6,613,255,"41,60",151,"24,63",140,"22,84",2,"0,33",1,"0,16",20,"3,26",31,"5,06",10,"1,63",3,"0,49"
1206744000,Schöneiche b.Berlin,0006,1188,89,568,"47,81",7,561,223,"39,75",132,"23,53",156,"27,81",1,"0,18",1,"0,18",15,"2,67",13,"2,32",15,"2,67",5,"0,89"
1206744000,Schöneiche b.Berlin,0007,952,75,455,"47,79",3,452,185,"40,93",114,"25,22",106,"23,45",1,"0,22",1,"0,22",11,"2,43",22,"4,87",6,"1,33",6,"1,33"
1206744000,Schöneiche b.Berlin,0008,818,71,396,"48,41",2,394,145,"36,80",87,"22,08",131,"33,25",3,"0,76",0,"0,00",6,"1,52",19,"4,82",1,"0,25",2,"0,51"
1206744410,Schönfelde,0001,151,4,66,"43,71",0,66,21,"31,82",13,"19,70",18,"27,27",0,"0,00",0,"0,00",4,"6,06",9,"13,64",0,"0,00",1,"1,52"
1206744410,Schönfelde,0002,92,0,47,"51,09",0,47,15,"31,91",10,"21,28",14,"29,79",0,"0,00",0,"0,00",0,"0,00",8,"17,02",0,"0,00",0,"0,00"
1206744811,Schwerin,0001,88,2,62,"70,45",0,62,25,"40,32",19,"30,65",9,"14,52",0,"0,00",1,"1,61",2,"3,23",4,"6,45",2,"3,23",0,"0,00"
1206745205,Schwerzko,0001,122,2,99,"81,15",3,96,45,"46,88",19,"19,79",21,"21,88",0,"0,00",0,"0,00",1,"1,04",4,"4,17",5,"5,21",1,"1,04"
1206745611,Selchow,0001,213,3,115,"53,99",2,113,54,"47,79",33,"29,20",11,"9,73",0,"0,00",0,"0,00",1,"0,88",11,"9,73",2,"1,77",1,"0,88"
1206746006,Sieversdorf,0001,237,12,143,"60,34",1,142,48,"33,80",40,"28,17",33,"23,24",1,"0,70",1,"0,70",2,"1,41",14,"9,86",2,"1,41",1,"0,70"
1206746404,Spreeau,0001,409,21,237,"57,95",1,236,86,"36,44",58,"24,58",70,"29,66",2,"0,85",1,"0,42",3,"1,27",9,"3,81",5,"2,12",2,"0,85"
1206746809,Spreenhagen,0001,797,24,415,"52,07",3,412,195,"47,33",90,"21,84",72,"17,48",2,"0,49",1,"0,24",7,"1,70",35,"8,50",6,"1,46",4,"0,97"
1206746809,Spreenhagen,0002,431,5,189,"43,85",2,187,80,"42,78",36,"19,25",46,"24,60",2,"1,07",0,"0,00",3,"1,60",14,"7,49",3,"1,60",3,"1,60"
1206747210,Steinhöfel,0001,431,10,218,"50,58",5,213,95,"44,60",65,"30,52",33,"15,49",2,"0,94",0,"0,00",3,"1,41",7,"3,29",4,"1,88",4,"1,88"
1206747605,Steinsdorf,0001,311,4,186,"59,81",3,183,52,"28,42",34,"18,58",55,"30,05",1,"0,55",0,"0,00",2,"1,09",23,"12,57",9,"4,92",7,"3,83"
1206748011,Storkow,0001,891,90,387,"43,43",1,386,129,"33,42",80,"20,73",116,"30,05",1,"0,26",1,"0,26",2,"0,52",41,"10,62",6,"1,55",10,"2,59"
1206748011,Storkow,0002,768,0,348,"45,31",9,339,122,"35,99",61,"17,99",98,"28,91",1,"0,29",1,"0,29",5,"1,47",34,"10,03",8,"2,36",9,"2,65"
1206748011,Storkow,0003,839,57,385,"45,89",5,380,149,"39,21",93,"24,47",85,"22,37",1,"0,26",0,"0,00",2,"0,53",30,"7,89",14,"3,68",6,"1,58"
1206748011,Storkow,0004,843,25,408,"48,40",3,405,175,"43,21",101,"24,94",82,"20,25",1,"0,25",1,"0,25",3,"0,74",29,"7,16",11,"2,72",2,"0,49"
1206748011,Storkow,0005,608,19,305,"50,16",1,304,117,"38,49",88,"28,95",55,"18,09",3,"0,99",5,"1,64",6,"1,97",15,"4,93",11,"3,62",4,"1,32"
1206748011,Storkow,0006,853,43,363,"42,56",1,362,150,"41,44",84,"23,20",71,"19,61",1,"0,28",0,"0,00",8,"2,21",33,"9,12",7,"1,93",8,"2,21"
1206748405,Streichwitz,0001,81,2,57,"70,37",2,55,20,"36,36",10,"18,18",18,"32,73",0,"0,00",0,"0,00",2,"3,64",4,"7,27",1,"1,82",0,"0,00"
1206748812,Stremmen,0001,202,9,109,"53,96",2,107,40,"37,38",31,"28,97",18,"16,82",1,"0,93",0,"0,00",2,"1,87",12,"11,21",2,"1,87",1,"0,93"
1206749212,Tauche,0001,328,7,146,"44,51",1,145,65,"44,83",40,"27,59",22,"15,17",0,"0,00",0,"0,00",0,"0,00",10,"6,90",8,"5,52",0,"0,00"
1206749610,Tempelberg,0001,187,8,94,"50,27",2,92,24,"26,09",36,"39,13",15,"16,30",1,"1,09",0,"0,00",3,"3,26",10,"10,87",2,"2,17",1,"1,09"
1206750012,Trebatsch,0001,497,10,309,"62,17",7,302,81,"26,82",121,"40,07",62,"20,53",1,"0,33",0,"0,00",5,"1,66",24,"7,95",8,"2,65",0,"0,00"
1206750405,Treppeln,0001,165,3,104,"63,03",4,100,34,"34,00",29,"29,00",17,"17,00",1,"1,00",1,"1,00",1,"1,00",10,"10,00",5,"5,00",2,"2,00"
1206750801,Vogelsang,0001,653,11,335,"51,30",4,331,98,"29,61",132,"39,88",53,"16,01",2,"0,60",1,"0,30",1,"0,30",30,"9,06",10,"3,02",4,"1,21"
1206751202,Weichensdorf,0001,211,11,129,"61,14",0,129,36,"27,91",34,"26,36",39,"30,23",3,"2,33",1,"0,78",1,"0,78",10,"7,75",5,"3,88",0,"0,00"
1206751605,Wellmitz,0001,768,21,412,"53,65",7,405,140,"34,57",118,"29,14",77,"19,01",3,"0,74",2,"0,49",3,"0,74",36,"8,89",21,"5,19",5,"1,23"
1206752007,Wendisch Rietz,0001,542,16,281,"51,85",4,277,88,"31,77",84,"30,32",68,"24,55",1,"0,36",1,"0,36",3,"1,08",16,"5,78",13,"4,69",3,"1,08"
1206752007,Wendisch Rietz,0002,451,26,233,"51,66",2,231,76,"32,90",64,"27,71",72,"31,17",0,"0,00",1,"0,43",4,"1,73",8,"3,46",5,"2,16",1,"0,43"
1206752801,Wiesenau,0001,1142,32,588,"51,49",9,579,199,"34,37",186,"32,12",136,"23,49",5,"0,86",1,"0,17",8,"1,38",27,"4,66",9,"1,55",8,"1,38"
1206753203,Wilmersdorf,0001,106,1,62,"58,49",0,62,33,"53,23",8,"12,90",16,"25,81",1,"1,61",0,"0,00",1,"1,61",3,"4,84",0,"0,00",0,"0,00"
1206753606,Wilmersdorf,0001,163,6,94,"57,67",2,92,41,"44,57",28,"30,43",14,"15,22",2,"2,17",0,"0,00",3,"3,26",3,"3,26",1,"1,09",0,"0,00"
1206754011,Wochowsee,0001,45,0,27,"60,00",0,27,17,"62,96",3,"11,11",4,"14,81",0,"0,00",0,"0,00",1,"3,70",2,"7,41",0,"0,00",0,"0,00"
1206754400,Woltersdorf,0001,1023,102,522,"51,03",1,521,252,"48,37",109,"20,92",106,"20,35",0,"0,00",1,"0,19",20,"3,84",26,"4,99",5,"0,96",2,"0,38"
1206754400,Woltersdorf,0002,1039,83,508,"48,89",1,507,216,"42,60",111,"21,89",144,"28,40",2,"0,39",1,"0,20",8,"1,58",18,"3,55",6,"1,18",1,"0,20"
1206754400,Woltersdorf,0003,927,52,438,"47,25",3,435,191,"43,91",96,"22,07",97,"22,30",0,"0,00",1,"0,23",9,"2,07",31,"7,13",6,"1,38",4,"0,92"
1206754400,Woltersdorf,0004,1047,81,534,"51,00",6,528,191,"36,17",141,"26,70",116,"21,97",5,"0,95",2,"0,38",8,"1,52",52,"9,85",12,"2,27",1,"0,19"
1206754400,Woltersdorf,0005,1003,117,433,"43,17",2,431,202,"46,87",108,"25,06",66,"15,31",2,"0,46",0,"0,00",11,"2,55",30,"6,96",10,"2,32",2,"0,46"
1206754802,Zeust,0001,99,0,67,"67,68",1,66,20,"30,30",24,"36,36",10,"15,15",0,"0,00",0,"0,00",0,"0,00",12,"18,18",0,"0,00",0,"0,00"
1206755201,Ziltendorf,0001,1105,29,547,"49,50",9,538,178,"33,09",205,"38,10",94,"17,47",3,"0,56",0,"0,00",3,"0,56",30,"5,58",17,"3,16",8,"1,49"
1206755201,Ziltendorf,0002,210,2,125,"59,52",0,125,47,"37,60",44,"35,20",18,"14,40",0,"0,00",0,"0,00",0,"0,00",15,"12,00",1,"0,80",0,"0,00"
1206790000,Briefwahlbezirk,9000,0,0,821,"0,00",5,816,307,"37,62",192,"23,53",275,"33,70",1,"0,12",1,"0,12",9,"1,10",17,"2,08",12,"1,47",2,"0,25"
1206790000,Briefwahlbezirk,9001,0,0,2241,"0,00",4,2237,810,"36,21",564,"25,21",682,"30,49",11,"0,49",6,"0,27",32,"1,43",73,"3,26",46,"2,06",13,"0,58"
1206790000,Briefwahlbezirk,9002,0,0,1919,"0,00",14,1905,751,"39,42",433,"22,73",547,"28,71",15,"0,79",4,"0,21",64,"3,36",38,"1,99",41,"2,15",12,"0,63"
1206790000,Briefwahlbezirk,9003,0,0,1948,"0,00",3,1945,700,"35,99",569,"29,25",518,"26,63",8,"0,41",2,"0,10",61,"3,14",34,"1,75",40,"2,06",13,"0,67"
1206790000,Briefwahlbezirk,9004,0,0,597,"0,00",4,593,256,"43,17",159,"26,81",127,"21,42",3,"0,51",0,"0,00",13,"2,19",21,"3,54",12,"2,02",2,"0,34"
1206800804,Banzendorf,0001,153,3,84,"54,90",0,84,27,"32,14",27,"32,14",24,"28,57",0,"0,00",1,"1,19",0,"0,00",4,"4,76",0,"0,00",1,"1,19"
1206801209,Barsikow,0001,199,0,114,"57,29",4,110,51,"46,36",36,"32,73",16,"14,55",0,"0,00",0,"0,00",0,"0,00",4,"3,64",0,"0,00",3,"2,73"
1206801606,Basdorf,0001,29,0,26,"89,66",0,26,10,"38,46",5,"19,23",9,"34,62",0,"0,00",0,"0,00",0,"0,00",1,"3,85",0,"0,00",1,"3,85"
1206802008,Berlinchen,0001,203,2,119,"58,62",7,112,36,"32,14",56,"50,00",16,"14,29",0,"0,00",1,"0,89",0,"0,00",1,"0,89",2,"1,79",0,"0,00"
1206802401,Betzin,0001,102,6,64,"62,75",4,60,29,"48,33",20,"33,33",5,"8,33",0,"0,00",0,"0,00",2,"3,33",3,"5,00",0,"0,00",1,"1,67"
1206802802,Blandikow,0001,210,5,104,"49,52",3,101,38,"37,62",26,"25,74",17,"16,83",0,"0,00",0,"0,00",5,"4,95",5,"4,95",10,"9,90",0,"0,00"
1206803602,Blesendorf,0001,200,1,113,"56,50",0,113,51,"45,13",21,"18,58",24,"21,24",0,"0,00",0,"0,00",2,"1,77",6,"5,31",5,"4,42",4,"3,54"
1206804002,Blumenthal,0001,692,10,365,"52,75",3,362,151,"41,71",114,"31,49",65,"17,96",1,"0,28",0,"0,00",6,"1,66",19,"5,25",4,"1,10",2,"0,55"
1206804403,Bork-Lellichow,0001,147,2,102,"69,39",0,102,43,"42,16",29,"28,43",17,"16,67",1,"0,98",0,"0,00",1,"0,98",9,"8,82",1,"0,98",1,"0,98"
1206804806,Braunsberg,0001,135,1,65,"48,15",1,64,43,"67,19",5,"7,81",9,"14,06",1,"1,56",0,"0,00",1,"1,56",4,"6,25",0,"0,00",1,"1,56"
1206805205,Breddin,0001,911,14,421,"46,21",7,414,196,"47,34",115,"27,78",74,"17,87",0,"0,00",0,"0,00",10,"2,42",11,"2,66",6,"1,45",2,"0,48"
1206806001,Brunne,0001,264,3,112,"42,42",2,110,53,"48,18",27,"24,55",17,"15,45",0,"0,00",0,"0,00",4,"3,64",4,"3,64",1,"0,91",4,"3,64"
1206806409,Bückwitz,0001,169,9,103,"60,95",1,102,37,"36,27",43,"42,16",8,"7,84",0,"0,00",0,"0,00",2,"1,96",11,"10,78",0,"0,00",1,"0,98"
1206806409,Bückwitz,0002,114,0,74,"64,91",2,72,28,"38,89",17,"23,61",21,"29,17",0,"0,00",0,"0,00",1,"1,39",3,"4,17",2,"2,78",0,"0,00"
1206806808,Christdorf,0001,193,0,109,"56,48",0,109,49,"44,95",18,"16,51",32,"29,36",1,"0,92",0,"0,00",2,"1,83",3,"2,75",1,"0,92",3,"2,75"
1206807207,Dabergotz,0001,476,8,242,"50,84",4,238,81,"34,03",87,"36,55",50,"21,01",2,"0,84",0,"0,00",5,"2,10",12,"5,04",0,"0,00",1,"0,42"
1206808001,Dechtow,0001,210,8,110,"52,38",3,107,40,"37,38",23,"21,50",22,"20,56",0,"0,00",1,"0,93",4,"3,74",16,"14,95",1,"0,93",0,"0,00"
1206808409,Dessow,0001,315,4,148,"46,98",0,148,75,"50,68",23,"15,54",32,"21,62",0,"0,00",0,"0,00",1,"0,68",13,"8,78",3,"2,03",1,"0,68"
1206808801,Deutschhof,0001,226,6,73,"32,30",1,72,27,"37,50",17,"23,61",18,"25,00",0,"0,00",1,"1,39",3,"4,17",2,"2,78",4,"5,56",0,"0,00"
1206809206,Dierberg,0001,249,11,141,"56,63",4,137,68,"49,64",26,"18,98",21,"15,33",0,"0,00",0,"0,00",3,"2,19",8,"5,84",3,"2,19",8,"5,84"
1206809606,Dorf-Zechlin,0001,313,19,198,"63,26",7,191,76,"39,79",50,"26,18",39,"20,42",0,"0,00",0,"0,00",10,"5,24",10,"5,24",2,"1,05",4,"2,09"
1206810008,Dossow,0001,412,9,216,"52,43",4,212,59,"27,83",85,"40,09",43,"20,28",2,"0,94",0,"0,00",2,"0,94",13,"6,13",6,"2,83",2,"0,94"
1206810408,Dranse,0001,310,7,167,"53,87",4,163,59,"36,20",43,"26,38",40,"24,54",0,"0,00",0,"0,00",3,"1,84",7,"4,29",4,"2,45",7,"4,29"
1206810905,Dreetz,0001,859,13,414,"48,20",6,408,173,"42,40",117,"28,68",70,"17,16",1,"0,25",1,"0,25",2,"0,49",38,"9,31",5,"1,23",1,"0,25"
1206810905,Dreetz,0002,82,1,63,"76,83",1,62,29,"46,77",18,"29,03",15,"24,19",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00"
1206810905,Dreetz,0003,96,0,66,"68,75",2,64,33,"51,56",16,"25,00",11,"17,19",0,"0,00",0,"0,00",1,"1,56",3,"4,69",0,"0,00",0,"0,00"
1206811203,Drewen,0001,204,0,120,"58,82",1,119,47,"39,50",38,"31,93",19,"15,97",0,"0,00",0,"0,00",0,"0,00",12,"10,08",0,"0,00",3,"2,52"
1206811601,Fehrbellin,0001,812,46,420,"51,72",7,413,183,"44,31",108,"26,15",84,"20,34",4,"0,97",2,"0,48",8,"1,94",19,"4,60",4,"0,97",1,"0,24"
1206811601,Fehrbellin,0002,829,33,300,"36,19",5,295,119,"40,34",95,"32,20",44,"14,92",3,"1,02",0,"0,00",0,"0,00",22,"7,46",7,"2,37",5,"1,69"
1206811601,Fehrbellin,0003,794,39,352,"44,33",6,346,133,"38,44",121,"34,97",50,"14,45",2,"0,58",3,"0,87",8,"2,31",18,"5,20",6,"1,73",5,"1,45"
1206812008,Flecken Zechlin,0001,634,19,379,"59,78",8,371,148,"39,89",100,"26,95",68,"18,33",0,"0,00",0,"0,00",11,"2,96",15,"4,04",11,"2,96",18,"4,85"
1206812407,Frankendorf,0001,239,3,122,"51,05",4,118,55,"46,61",29,"24,58",24,"20,34",0,"0,00",0,"0,00",5,"4,24",4,"3,39",0,"0,00",1,"0,85"
1206812808,Fretzdorf,0001,324,2,190,"58,64",1,189,91,"48,15",43,"22,75",38,"20,11",0,"0,00",4,"2,12",1,"0,53",6,"3,17",4,"2,12",2,"1,06"
1206813208,Freyenstein,0001,978,30,409,"41,82",9,400,139,"34,75",148,"37,00",67,"16,75",1,"0,25",1,"0,25",2,"0,50",23,"5,75",3,"0,75",16,"4,00"
1206813608,Gadow,0001,222,6,144,"64,86",4,140,53,"37,86",51,"36,43",22,"15,71",1,"0,71",0,"0,00",3,"2,14",6,"4,29",3,"2,14",1,"0,71"
1206814807,Garz,0001,141,2,97,"68,79",0,97,47,"48,45",31,"31,96",12,"12,37",0,"0,00",0,"0,00",0,"0,00",5,"5,15",1,"1,03",1,"1,03"
1206815608,Goldbeck,0001,139,1,79,"56,83",0,79,21,"26,58",23,"29,11",18,"22,78",0,"0,00",0,"0,00",2,"2,53",7,"8,86",1,"1,27",7,"8,86"
1206816402,Grabow bei Blumenthal,0001,218,2,111,"50,92",3,108,58,"53,70",20,"18,52",21,"19,44",0,"0,00",0,"0,00",1,"0,93",6,"5,56",2,"1,85",0,"0,00"
1206816808,Groß Haßlow,0001,231,8,111,"48,05",2,109,48,"44,04",32,"29,36",20,"18,35",0,"0,00",0,"0,00",1,"0,92",4,"3,67",3,"2,75",1,"0,92"
1206817206,Großzerlang,0001,116,0,76,"65,52",1,75,30,"40,00",11,"14,67",24,"32,00",0,"0,00",0,"0,00",3,"4,00",3,"4,00",2,"2,67",2,"2,67"
1206817601,Hakenberg,0001,218,7,98,"44,95",1,97,50,"51,55",12,"12,37",23,"23,71",0,"0,00",2,"2,06",0,"0,00",8,"8,25",1,"1,03",1,"1,03"
1206818002,Heiligengrabe,0001,769,35,318,"41,35",5,313,125,"39,94",117,"37,38",47,"15,02",2,"0,64",0,"0,00",4,"1,28",14,"4,47",3,"0,96",1,"0,32"
1206818406,Heinrichsdorf,0001,149,11,77,"51,68",0,77,34,"44,16",19,"24,68",13,"16,88",1,"1,30",1,"1,30",0,"0,00",7,"9,09",2,"2,60",0,"0,00"
1206818804,Herzberg (Mark),0001,528,16,303,"57,39",3,300,149,"49,67",83,"27,67",40,"13,33",0,"0,00",1,"0,33",2,"0,67",12,"4,00",7,"2,33",6,"2,00"
1206819208,Herzsprung,0001,246,1,135,"54,88",4,131,40,"30,53",50,"38,17",24,"18,32",0,"0,00",0,"0,00",0,"0,00",8,"6,11",5,"3,82",4,"3,05"
1206819604,Hindenberg,0001,97,0,67,"69,07",1,66,22,"33,33",22,"33,33",8,"12,12",2,"3,03",0,"0,00",0,"0,00",8,"12,12",1,"1,52",3,"4,55"
1206820403,Holzhausen,0001,221,0,108,"48,87",1,107,41,"38,32",47,"43,93",14,"13,08",0,"0,00",0,"0,00",0,"0,00",4,"3,74",1,"0,93",0,"0,00"
1206820802,Jabel,0001,179,4,83,"46,37",0,83,28,"33,73",23,"27,71",21,"25,30",0,"0,00",0,"0,00",2,"2,41",6,"7,23",2,"2,41",1,"1,20"
1206821206,Kagar,0001,174,2,100,"57,47",6,94,43,"45,74",21,"22,34",14,"14,89",1,"1,06",1,"1,06",0,"0,00",9,"9,57",4,"4,26",1,"1,06"
1206822001,Karwesee,0001,226,6,87,"38,50",4,83,36,"43,37",19,"22,89",18,"21,69",1,"1,20",2,"2,41",3,"3,61",2,"2,41",0,"0,00",2,"2,41"
1206822804,Keller,0001,146,5,94,"64,38",1,93,42,"45,16",29,"31,18",13,"13,98",0,"0,00",0,"0,00",0,"0,00",8,"8,60",0,"0,00",1,"1,08"
1206823606,Kleinzerlang,0001,206,6,106,"51,46",0,106,51,"48,11",27,"25,47",23,"21,70",0,"0,00",0,"0,00",2,"1,89",2,"1,89",1,"0,94",0,"0,00"
1206824004,Klosterheide,0001,142,1,87,"61,27",3,84,33,"39,29",30,"35,71",11,"13,10",1,"1,19",1,"1,19",1,"1,19",5,"5,95",0,"0,00",2,"2,38"
1206824408,Königsberg,0001,246,3,145,"58,94",1,144,41,"28,47",54,"37,50",35,"24,31",0,"0,00",1,"0,69",1,"0,69",4,"2,78",4,"2,78",4,"2,78"
1206824801,Königshorst,0001,422,4,179,"42,42",1,178,86,"48,31",45,"25,28",37,"20,79",0,"0,00",0,"0,00",2,"1,12",4,"2,25",1,"0,56",3,"1,69"
1206825203,Kötzlin,0001,183,9,105,"57,38",0,105,52,"49,52",23,"21,90",14,"13,33",1,"0,95",0,"0,00",1,"0,95",7,"6,67",6,"5,71",1,"0,95"
1206826403,Kyritz,0001,1258,116,605,"48,09",6,599,234,"39,07",187,"31,22",133,"22,20",1,"0,17",1,"0,17",10,"1,67",21,"3,51",10,"1,67",2,"0,33"
1206826403,Kyritz,0002,1045,101,506,"48,42",4,502,222,"44,22",155,"30,88",96,"19,12",2,"0,40",0,"0,00",4,"0,80",15,"2,99",4,"0,80",4,"0,80"
1206826403,Kyritz,0003,1060,63,479,"45,19",8,471,180,"38,22",145,"30,79",93,"19,75",1,"0,21",2,"0,42",7,"1,49",33,"7,01",7,"1,49",3,"0,64"
1206826403,Kyritz,0004,1292,99,548,"42,41",7,541,214,"39,56",154,"28,47",110,"20,33",2,"0,37",2,"0,37",7,"1,29",27,"4,99",18,"3,33",7,"1,29"
1206826403,Kyritz,0005,1246,69,583,"46,79",10,573,269,"46,95",132,"23,04",133,"23,21",1,"0,17",0,"0,00",5,"0,87",23,"4,01",7,"1,22",3,"0,52"
1206826403,Kyritz,0006,1111,106,412,"37,08",9,403,175,"43,42",83,"20,60",118,"29,28",1,"0,25",1,"0,25",1,"0,25",19,"4,71",1,"0,25",4,"0,99"
1206826403,Kyritz,0007,367,4,181,"49,32",1,180,78,"43,33",49,"27,22",37,"20,56",0,"0,00",1,"0,56",3,"1,67",8,"4,44",3,"1,67",1,"0,56"
1206826801,Langen,0001,375,14,189,"50,40",2,187,87,"46,52",64,"34,22",21,"11,23",0,"0,00",1,"0,53",1,"0,53",9,"4,81",3,"1,60",1,"0,53"
1206827201,Lentzke,0001,411,10,182,"44,28",2,180,73,"40,56",49,"27,22",38,"21,11",2,"1,11",0,"0,00",5,"2,78",6,"3,33",4,"2,22",3,"1,67"
1206827602,Liebenthal,0001,200,6,96,"48,00",4,92,27,"29,35",48,"52,17",14,"15,22",0,"0,00",0,"0,00",0,"0,00",2,"2,17",0,"0,00",1,"1,09"
1206828004,Lindow (Mark),0001,731,56,406,"55,54",4,402,172,"42,79",115,"28,61",76,"18,91",2,"0,50",0,"0,00",13,"3,23",12,"2,99",9,"2,24",3,"0,75"
1206828004,Lindow (Mark),0002,662,26,307,"46,37",6,301,117,"38,87",87,"28,90",68,"22,59",0,"0,00",0,"0,00",8,"2,66",10,"3,32",2,"0,66",9,"2,99"
1206828004,Lindow (Mark),0003,697,34,321,"46,05",2,319,127,"39,81",99,"31,03",54,"16,93",0,"0,00",0,"0,00",8,"2,51",14,"4,39",11,"3,45",6,"1,88"
1206828406,Linow,0001,325,23,153,"47,08",2,151,69,"45,70",44,"29,14",14,"9,27",2,"1,32",0,"0,00",3,"1,99",14,"9,27",1,"0,66",4,"2,65"
