AGS,Gebietskörperschaft,Wahlbezirksnummer,Wahlberechtigte,darunter: Wahlberechtigte mit Sperrvermerk,Wähler,Wahlbeteiligung,"Ungültige Zweitstimmen","Gültige Zweitstimmen",SPD,"Anteil SPD in %",CDU,"Anteil CDU in %",PDS,"Anteil PDS in %",BFWG,"Anteil BFWG in %","BFB-Die Offensive","Anteil BFB-Die Offensive in %",GRÜNE/B90,"Anteil GRÜNE/B90 in %",DVU,"Anteil DVU in %",F.D.P.,"Anteil F.D.P. in %",NPD,"Anteil NPD in %"
1205400000,Potsdam,5304,1128,132,661,"58,60",6,655,267,"40,76",166,"25,34",187,"28,55",3,"0,46",1,"0,15",14,"2,14",7,"1,07",7,"1,07",3,"0,46"
1205400000,Potsdam,5305,1065,91,540,"50,70",7,533,244,"45,78",85,"15,95",153,"28,71",0,"0,00",1,"0,19",21,"3,94",16,"3,00",8,"1,50",5,"0,94"
1205400000,Potsdam,5306,958,124,543,"56,68",2,541,177,"32,72",158,"29,21",149,"27,54",3,"0,55",1,"0,18",36,"6,65",11,"2,03",6,"1,11",0,"0,00"
1205400000,Potsdam,5307,1164,59,555,"47,68",8,547,243,"44,42",120,"21,94",131,"23,95",2,"0,37",1,"0,18",11,"2,01",23,"4,20",12,"2,19",4,"0,73"
1205400000,Potsdam,6101,1033,147,492,"47,63",4,488,202,"41,39",108,"22,13",121,"24,80",1,"0,20",5,"1,02",17,"3,48",22,"4,51",8,"1,64",4,"0,82"
1205400000,Potsdam,6201,764,73,369,"48,30",0,369,166,"44,99",62,"16,80",81,"21,95",3,"0,81",3,"0,81",27,"7,32",17,"4,61",7,"1,90",3,"0,81"
1205400000,Potsdam,6202,1226,157,709,"57,83",1,708,331,"46,75",115,"16,24",203,"28,67",1,"0,14",0,"0,00",25,"3,53",21,"2,97",8,"1,13",4,"0,56"
1205400000,Potsdam,6203,1170,148,701,"59,91",3,698,277,"39,68",193,"27,65",164,"23,50",0,"0,00",2,"0,29",28,"4,01",21,"3,01",11,"1,58",2,"0,29"
1205400000,Potsdam,6301,1075,53,535,"49,77",4,531,185,"34,84",98,"18,46",211,"39,74",2,"0,38",2,"0,38",9,"1,69",19,"3,58",4,"0,75",1,"0,19"
1205400000,Potsdam,6302,1058,78,469,"44,33",5,464,176,"37,93",77,"16,59",156,"33,62",4,"0,86",5,"1,08",12,"2,59",19,"4,09",8,"1,72",7,"1,51"
1205400000,Potsdam,6303,848,52,367,"43,28",1,366,150,"40,98",58,"15,85",122,"33,33",0,"0,00",5,"1,37",5,"1,37",18,"4,92",3,"0,82",5,"1,37"
1205400000,Potsdam,6304,1012,42,406,"40,12",9,397,141,"35,52",66,"16,62",146,"36,78",0,"0,00",2,"0,50",6,"1,51",27,"6,80",2,"0,50",7,"1,76"
1205400000,Potsdam,6305,786,28,308,"39,19",6,302,112,"37,09",58,"19,21",103,"34,11",2,"0,66",2,"0,66",7,"2,32",13,"4,30",4,"1,32",1,"0,33"
1205400000,Potsdam,6306,928,45,400,"43,10",1,399,140,"35,09",60,"15,04",158,"39,60",0,"0,00",1,"0,25",12,"3,01",17,"4,26",6,"1,50",5,"1,25"
1205400000,Potsdam,6307,814,37,323,"39,68",4,319,115,"36,05",60,"18,81",109,"34,17",0,"0,00",3,"0,94",4,"1,25",21,"6,58",2,"0,63",5,"1,57"
1205400000,Potsdam,6308,928,42,375,"40,41",3,372,152,"40,86",45,"12,10",145,"38,98",3,"0,81",0,"0,00",6,"1,61",15,"4,03",4,"1,08",2,"0,54"
1205400000,Potsdam,6401,1343,112,744,"55,40",5,739,348,"47,09",155,"20,97",174,"23,55",2,"0,27",1,"0,14",20,"2,71",14,"1,89",16,"2,17",9,"1,22"
1205400000,Potsdam,6402,1502,178,782,"52,06",18,764,343,"44,90",143,"18,72",223,"29,19",1,"0,13",2,"0,26",19,"2,49",16,"2,09",14,"1,83",3,"0,39"
1205400000,Potsdam,6403,1037,118,655,"63,16",2,653,298,"45,64",132,"20,21",192,"29,40",2,"0,31",2,"0,31",13,"1,99",4,"0,61",7,"1,07",3,"0,46"
1205400000,Potsdam,6404,1202,116,722,"60,07",6,716,307,"42,88",100,"13,97",270,"37,71",0,"0,00",5,"0,70",6,"0,84",18,"2,51",7,"0,98",3,"0,42"
1205400000,Potsdam,6501,1171,94,597,"50,98",5,592,199,"33,61",99,"16,72",239,"40,37",0,"0,00",4,"0,68",16,"2,70",26,"4,39",5,"0,84",4,"0,68"
1205400000,Potsdam,6502,1137,106,495,"43,54",7,488,195,"39,96",84,"17,21",171,"35,04",2,"0,41",3,"0,61",6,"1,23",17,"3,48",6,"1,23",4,"0,82"
1205400000,Potsdam,6503,1013,118,481,"47,48",3,478,193,"40,38",69,"14,44",181,"37,87",4,"0,84",2,"0,42",12,"2,51",7,"1,46",5,"1,05",5,"1,05"
1205400000,Potsdam,6504,798,69,407,"51,00",3,404,120,"29,70",58,"14,36",191,"47,28",2,"0,50",1,"0,25",9,"2,23",15,"3,71",4,"0,99",4,"0,99"
1205400000,Potsdam,6505,891,63,437,"49,05",3,434,159,"36,64",82,"18,89",139,"32,03",1,"0,23",4,"0,92",11,"2,53",21,"4,84",10,"2,30",7,"1,61"
1205400000,Potsdam,6506,1080,76,548,"50,74",3,545,151,"27,71",100,"18,35",231,"42,39",7,"1,28",0,"0,00",10,"1,83",28,"5,14",7,"1,28",11,"2,02"
1205400000,Potsdam,6507,1128,74,516,"45,74",2,514,162,"31,52",92,"17,90",214,"41,63",3,"0,58",0,"0,00",8,"1,56",21,"4,09",10,"1,95",4,"0,78"
1205400000,Potsdam,6508,1044,69,533,"51,05",0,533,180,"33,77",102,"19,14",201,"37,71",1,"0,19",6,"1,13",15,"2,81",7,"1,31",11,"2,06",10,"1,88"
1205400000,Potsdam,7101,1322,139,717,"54,24",2,715,273,"38,18",168,"23,50",214,"29,93",0,"0,00",1,"0,14",23,"3,22",24,"3,36",8,"1,12",4,"0,56"
1205400000,Potsdam,7102,1130,71,566,"50,09",6,560,195,"34,82",105,"18,75",219,"39,11",2,"0,36",0,"0,00",7,"1,25",24,"4,29",4,"0,71",4,"0,71"
1205400000,Potsdam,7103,1406,93,741,"52,70",8,733,343,"46,79",162,"22,10",175,"23,87",0,"0,00",4,"0,55",18,"2,46",18,"2,46",10,"1,36",3,"0,41"
1205400000,Potsdam,7104,1276,113,653,"51,18",7,646,233,"36,07",103,"15,94",263,"40,71",1,"0,15",3,"0,46",10,"1,55",25,"3,87",7,"1,08",1,"0,15"
1205400000,Potsdam,7105,1052,104,538,"51,14",6,532,157,"29,51",99,"18,61",213,"40,04",4,"0,75",3,"0,56",33,"6,20",14,"2,63",5,"0,94",4,"0,75"
1205400000,Potsdam,7106,1059,115,507,"47,88",6,501,185,"36,93",88,"17,56",200,"39,92",0,"0,00",1,"0,20",3,"0,60",18,"3,59",2,"0,40",4,"0,80"
1205400000,Potsdam,7107,992,83,505,"50,91",6,499,179,"35,87",103,"20,64",185,"37,07",1,"0,20",6,"1,20",5,"1,00",7,"1,40",6,"1,20",7,"1,40"
1205400000,Potsdam,7108,956,68,483,"50,52",6,477,188,"39,41",78,"16,35",171,"35,85",1,"0,21",4,"0,84",10,"2,10",19,"3,98",2,"0,42",4,"0,84"
1205400000,Potsdam,7109,1465,135,757,"51,67",11,746,311,"41,69",153,"20,51",234,"31,37",2,"0,27",1,"0,13",12,"1,61",27,"3,62",4,"0,54",2,"0,27"
1205400000,Potsdam,7110,1113,90,548,"49,24",2,546,224,"41,03",79,"14,47",195,"35,71",0,"0,00",3,"0,55",9,"1,65",28,"5,13",6,"1,10",2,"0,37"
1205400000,Potsdam,7111,1075,80,513,"47,72",4,509,175,"34,38",109,"21,41",203,"39,88",2,"0,39",2,"0,39",6,"1,18",4,"0,79",3,"0,59",5,"0,98"
1205400000,Potsdam,7112,1105,70,511,"46,24",4,507,202,"39,84",85,"16,77",168,"33,14",0,"0,00",2,"0,39",14,"2,76",27,"5,33",6,"1,18",3,"0,59"
1205400000,Potsdam,7201,659,43,310,"47,04",1,309,122,"39,48",104,"33,66",55,"17,80",1,"0,32",0,"0,00",10,"3,24",14,"4,53",2,"0,65",1,"0,32"
1205400000,Potsdam,7202,1219,80,597,"48,97",2,595,222,"37,31",91,"15,29",232,"38,99",2,"0,34",1,"0,17",19,"3,19",15,"2,52",5,"0,84",8,"1,34"
1205400000,Potsdam,7203,949,38,475,"50,05",1,474,174,"36,71",76,"16,03",184,"38,82",2,"0,42",4,"0,84",10,"2,11",17,"3,59",4,"0,84",3,"0,63"
1205400000,Potsdam,7204,986,46,469,"47,57",5,464,168,"36,21",72,"15,52",179,"38,58",0,"0,00",1,"0,22",9,"1,94",21,"4,53",8,"1,72",6,"1,29"
1205400000,Potsdam,7205,1044,33,479,"45,88",6,473,160,"33,83",77,"16,28",198,"41,86",0,"0,00",0,"0,00",10,"2,11",21,"4,44",2,"0,42",5,"1,06"
1205400000,Potsdam,7206,862,38,391,"45,36",8,383,157,"40,99",66,"17,23",118,"30,81",1,"0,26",4,"1,04",10,"2,61",13,"3,39",5,"1,31",9,"2,35"
1205400000,Potsdam,7301,1110,63,625,"56,31",4,621,238,"38,33",115,"18,52",211,"33,98",2,"0,32",5,"0,81",15,"2,42",26,"4,19",5,"0,81",4,"0,64"
1205400000,Potsdam,7302,1137,64,602,"52,95",3,599,243,"40,57",107,"17,86",190,"31,72",2,"0,33",9,"1,50",13,"2,17",22,"3,67",9,"1,50",4,"0,67"
1205400000,Potsdam,7303,857,65,492,"57,41",3,489,171,"34,97",122,"24,95",159,"32,52",0,"0,00",1,"0,20",14,"2,86",10,"2,04",10,"2,04",2,"0,41"
1205400000,Potsdam,7304,730,79,372,"50,96",3,369,144,"39,02",66,"17,89",127,"34,42",0,"0,00",1,"0,27",10,"2,71",17,"4,61",1,"0,27",3,"0,81"
1205490000,Briefwahlbezirk,9901,0,0,696,"0,00",3,693,248,"35,79",131,"18,90",235,"33,91",2,"0,29",1,"0,14",57,"8,23",6,"0,87",11,"1,59",2,"0,29"
1205490000,Briefwahlbezirk,9902,0,0,638,"0,00",8,630,234,"37,14",182,"28,89",149,"23,65",1,"0,16",0,"0,00",44,"6,98",2,"0,32",18,"2,86",0,"0,00"
1205490000,Briefwahlbezirk,9903,0,0,650,"0,00",0,650,206,"31,69",151,"23,23",216,"33,23",3,"0,46",1,"0,15",44,"6,77",10,"1,54",18,"2,77",1,"0,15"
1205490000,Briefwahlbezirk,9904,0,0,684,"0,00",2,682,241,"35,34",154,"22,58",203,"29,77",4,"0,59",1,"0,15",66,"9,68",5,"0,73",7,"1,03",1,"0,15"
1205490000,Briefwahlbezirk,9905,0,0,675,"0,00",2,673,232,"34,47",149,"22,14",201,"29,87",3,"0,45",1,"0,15",65,"9,66",10,"1,49",12,"1,78",0,"0,00"
1205490000,Briefwahlbezirk,9906,0,0,702,"0,00",0,702,266,"37,89",159,"22,65",204,"29,06",4,"0,57",0,"0,00",48,"6,84",8,"1,14",12,"1,71",1,"0,14"
1205490000,Briefwahlbezirk,9907,0,0,691,"0,00",3,688,230,"33,43",162,"23,55",230,"33,43",1,"0,15",0,"0,00",42,"6,10",7,"1,02",16,"2,33",0,"0,00"
1205490000,Briefwahlbezirk,9908,0,0,672,"0,00",6,666,249,"37,39",187,"28,08",167,"25,08",0,"0,00",2,"0,30",41,"6,16",7,"1,05",13,"1,95",0,"0,00"
1205490000,Briefwahlbezirk,9909,0,0,455,"0,00",2,453,138,"30,46",112,"24,72",175,"38,63",0,"0,00",2,"0,44",11,"2,43",8,"1,77",4,"0,88",3,"0,66"
1205490000,Briefwahlbezirk,9910,0,0,498,"0,00",0,498,181,"36,35",111,"22,29",172,"34,54",0,"0,00",1,"0,20",14,"2,81",5,"1,00",6,"1,20",8,"1,61"
1205490000,Briefwahlbezirk,9911,0,0,511,"0,00",1,510,209,"40,98",67,"13,14",187,"36,67",2,"0,39",3,"0,59",17,"3,33",9,"1,76",8,"1,57",8,"1,57"
1205490000,Briefwahlbezirk,9912,0,0,473,"0,00",2,471,197,"41,83",82,"17,41",166,"35,24",2,"0,42",2,"0,42",11,"2,34",4,"0,85",5,"1,06",2,"0,42"
1205490000,Briefwahlbezirk,9913,0,0,490,"0,00",1,489,165,"33,74",77,"15,75",213,"43,56",1,"0,20",0,"0,00",18,"3,68",5,"1,02",7,"1,43",3,"0,61"
1205490000,Briefwahlbezirk,9914,0,0,488,"0,00",0,488,206,"42,21",80,"16,39",169,"34,63",0,"0,00",1,"0,20",12,"2,46",8,"1,64",10,"2,05",2,"0,41"
1205490000,Briefwahlbezirk,9915,0,0,540,"0,00",2,538,196,"36,43",88,"16,36",208,"38,66",2,"0,37",1,"0,19",21,"3,90",7,"1,30",6,"1,12",9,"1,67"
1205490000,Briefwahlbezirk,9916,0,0,408,"0,00",0,408,160,"39,22",62,"15,20",152,"37,25",1,"0,25",0,"0,00",17,"4,17",9,"2,21",6,"1,47",1,"0,25"
1206000401,Ahrensfelde,0001,1480,80,776,"52,43",11,765,260,"33,99",183,"23,92",248,"32,42",1,"0,13",4,"0,52",18,"2,35",34,"4,44",11,"1,44",6,"0,78"
1206000401,Ahrensfelde,0002,1045,70,570,"54,55",2,568,227,"39,96",130,"22,89",167,"29,40",4,"0,70",0,"0,00",3,"0,53",18,"3,17",15,"2,64",4,"0,70"
1206000806,Altenhof,0001,468,12,238,"50,85",7,231,81,"35,06",60,"25,97",65,"28,14",11,"4,76",0,"0,00",4,"1,73",8,"3,46",1,"0,43",1,"0,43"
1206001206,Althüttendorf,0001,465,8,250,"53,76",3,247,72,"29,15",81,"32,79",51,"20,65",10,"4,05",0,"0,00",3,"1,21",7,"2,83",17,"6,88",6,"2,43"
1206001609,Basdorf,0001,1512,95,667,"44,11",4,663,238,"35,90",158,"23,83",189,"28,51",5,"0,75",3,"0,45",14,"2,11",43,"6,49",8,"1,21",5,"0,75"
1206001609,Basdorf,0002,1805,116,876,"48,53",4,872,285,"32,68",198,"22,71",295,"33,83",4,"0,46",0,"0,00",17,"1,95",45,"5,16",19,"2,18",9,"1,03"
1206002000,Bernau bei Berlin,0001,743,43,318,"42,80",9,309,129,"41,75",49,"15,86",101,"32,69",0,"0,00",0,"0,00",8,"2,59",17,"5,50",4,"1,29",1,"0,32"
1206002000,Bernau bei Berlin,0002,1126,59,529,"46,98",9,520,232,"44,62",90,"17,31",139,"26,73",6,"1,15",2,"0,38",8,"1,54",37,"7,12",2,"0,38",4,"0,77"
1206002000,Bernau bei Berlin,0003,459,16,178,"38,78",0,178,56,"31,46",44,"24,72",62,"34,83",0,"0,00",1,"0,56",6,"3,37",6,"3,37",3,"1,69",0,"0,00"
1206002000,Bernau bei Berlin,0004,961,63,414,"43,08",3,411,153,"37,23",82,"19,95",141,"34,31",0,"0,00",1,"0,24",5,"1,22",24,"5,84",4,"0,97",1,"0,24"
1206002000,Bernau bei Berlin,0005,944,48,463,"49,05",11,452,162,"35,84",101,"22,35",142,"31,42",1,"0,22",1,"0,22",10,"2,21",29,"6,42",3,"0,66",3,"0,66"
1206002000,Bernau bei Berlin,0006,806,37,328,"40,69",3,325,95,"29,23",63,"19,38",115,"35,38",3,"0,92",2,"0,62",3,"0,92",31,"9,54",11,"3,38",2,"0,62"
1206002000,Bernau bei Berlin,0007,259,13,111,"42,86",1,110,32,"29,09",25,"22,73",45,"40,91",0,"0,00",0,"0,00",1,"0,91",5,"4,55",1,"0,91",1,"0,91"
1206002000,Bernau bei Berlin,0008,420,33,205,"48,81",5,200,76,"38,00",49,"24,50",52,"26,00",0,"0,00",0,"0,00",2,"1,00",14,"7,00",4,"2,00",3,"1,50"
1206002000,Bernau bei Berlin,0009,1029,65,416,"40,43",3,413,116,"28,09",101,"24,46",155,"37,53",3,"0,73",1,"0,24",5,"1,21",29,"7,02",3,"0,73",0,"0,00"
1206002000,Bernau bei Berlin,0010,898,64,467,"52,00",3,464,98,"21,12",40,"8,62",295,"63,58",1,"0,22",2,"0,43",1,"0,22",17,"3,66",5,"1,08",5,"1,08"
1206002000,Bernau bei Berlin,0011,923,89,371,"40,20",1,370,159,"42,97",73,"19,73",115,"31,08",0,"0,00",0,"0,00",4,"1,08",16,"4,32",3,"0,81",0,"0,00"
1206002000,Bernau bei Berlin,0012,932,53,207,"22,21",6,201,83,"41,29",51,"25,37",46,"22,89",1,"0,50",0,"0,00",7,"3,48",11,"5,47",2,"1,00",0,"0,00"
1206002000,Bernau bei Berlin,0013,414,23,145,"35,02",2,143,66,"46,15",19,"13,29",49,"34,27",0,"0,00",0,"0,00",2,"1,40",5,"3,50",2,"1,40",0,"0,00"
1206002000,Bernau bei Berlin,0014,594,56,317,"53,37",2,315,75,"23,81",49,"15,56",173,"54,92",0,"0,00",0,"0,00",5,"1,59",11,"3,49",1,"0,32",1,"0,32"
1206002000,Bernau bei Berlin,0015,1136,92,532,"46,83",4,528,187,"35,42",111,"21,02",188,"35,61",1,"0,19",0,"0,00",9,"1,70",27,"5,11",4,"0,76",1,"0,19"
1206002000,Bernau bei Berlin,0016,1204,92,510,"42,36",6,504,158,"31,35",108,"21,43",196,"38,89",0,"0,00",2,"0,40",2,"0,40",29,"5,75",5,"0,99",4,"0,79"
1206002000,Bernau bei Berlin,0017,753,63,402,"53,39",1,401,156,"38,90",84,"20,95",121,"30,17",1,"0,25",0,"0,00",7,"1,75",26,"6,48",3,"0,75",3,"0,75"
1206002000,Bernau bei Berlin,0018,1349,42,465,"34,47",7,458,169,"36,90",72,"15,72",167,"36,46",2,"0,44",2,"0,44",7,"1,53",24,"5,24",9,"1,97",6,"1,31"
1206002000,Bernau bei Berlin,0019,1192,60,514,"43,12",5,509,164,"32,22",112,"22,00",192,"37,72",3,"0,59",0,"0,00",9,"1,77",19,"3,73",7,"1,38",3,"0,59"
1206002000,Bernau bei Berlin,0020,478,15,247,"51,67",7,240,96,"40,00",56,"23,33",62,"25,83",0,"0,00",0,"0,00",7,"2,92",16,"6,67",3,"1,25",0,"0,00"
1206002000,Bernau bei Berlin,0021,1323,108,547,"41,35",5,542,174,"32,10",133,"24,54",188,"34,69",1,"0,18",1,"0,18",5,"0,92",20,"3,69",16,"2,95",4,"0,74"
1206002000,Bernau bei Berlin,0022,1315,92,566,"43,04",7,559,178,"31,84",142,"25,40",187,"33,45",3,"0,54",0,"0,00",7,"1,25",37,"6,62",2,"0,36",3,"0,54"
1206002000,Bernau bei Berlin,0023,474,43,265,"55,91",0,265,48,"18,11",43,"16,23",151,"56,98",0,"0,00",0,"0,00",2,"0,75",12,"4,53",8,"3,02",1,"0,38"
1206002403,Biesenthal,0001,493,38,217,"44,02",3,214,97,"45,33",49,"22,90",45,"21,03",0,"0,00",0,"0,00",1,"0,47",13,"6,07",6,"2,80",3,"1,40"
1206002403,Biesenthal,0002,1106,52,439,"39,69",6,433,173,"39,95",80,"18,48",135,"31,18",2,"0,46",0,"0,00",13,"3,00",20,"4,62",4,"0,92",6,"1,39"
1206002403,Biesenthal,0003,1056,77,513,"48,58",4,509,190,"37,33",122,"23,97",149,"29,27",5,"0,98",1,"0,20",12,"2,36",27,"5,30",2,"0,39",1,"0,20"
1206002403,Biesenthal,0004,1075,34,436,"40,56",7,429,175,"40,79",88,"20,51",118,"27,51",7,"1,63",0,"0,00",7,"1,63",26,"6,06",4,"0,93",4,"0,93"
1206002801,Blumberg,0001,1196,57,584,"48,83",8,576,242,"42,01",181,"31,42",87,"15,10",3,"0,52",2,"0,35",9,"1,56",39,"6,77",7,"1,22",6,"1,04"
1206002801,Blumberg,0002,370,20,174,"47,03",0,174,62,"35,63",51,"29,31",43,"24,71",0,"0,00",0,"0,00",3,"1,72",11,"6,32",4,"2,30",0,"0,00"
1206003208,Börnicke,0001,332,8,162,"48,80",6,156,63,"40,38",19,"12,18",35,"22,44",2,"1,28",0,"0,00",8,"5,13",19,"12,18",1,"0,64",9,"5,77"
1206003403,Breydin,0001,355,13,169,"47,61",1,168,55,"32,74",48,"28,57",38,"22,62",7,"4,17",1,"0,60",7,"4,17",8,"4,76",2,"1,19",2,"1,19"
1206003403,Breydin,0002,291,7,149,"51,20",3,146,46,"31,51",33,"22,60",45,"30,82",1,"0,68",0,"0,00",4,"2,74",16,"10,96",1,"0,68",0,"0,00"
1206003604,Britz,0001,236,7,113,"47,88",1,112,54,"48,21",17,"15,18",26,"23,21",1,"0,89",0,"0,00",0,"0,00",9,"8,04",3,"2,68",2,"1,79"
1206003604,Britz,0002,1663,82,845,"50,81",12,833,292,"35,05",231,"27,73",200,"24,01",36,"4,32",4,"0,48",10,"1,20",31,"3,72",22,"2,64",7,"0,84"
1206004004,Brodowin,0001,338,15,210,"62,13",3,207,65,"31,40",67,"32,37",30,"14,49",14,"6,76",0,"0,00",13,"6,28",11,"5,31",3,"1,45",4,"1,93"
1206004504,Chorin,0001,440,19,230,"52,27",3,227,71,"31,28",63,"27,75",54,"23,79",9,"3,96",1,"0,44",11,"4,85",8,"3,52",7,"3,08",3,"1,32"
1206004504,Chorin,0002,504,7,238,"47,22",5,233,58,"24,89",97,"41,63",59,"25,32",2,"0,86",0,"0,00",4,"1,72",8,"3,43",4,"1,72",1,"0,43"
1206004504,Chorin,0003,99,0,79,"79,80",1,78,30,"38,46",22,"28,21",21,"26,92",0,"0,00",1,"1,28",1,"1,28",2,"2,56",1,"1,28",0,"0,00"
1206004504,Chorin,0004,269,12,164,"60,97",2,162,42,"25,93",52,"32,10",43,"26,54",5,"3,09",4,"2,47",2,"1,23",10,"6,17",3,"1,85",1,"0,62"
1206004504,Chorin,0005,160,0,95,"59,38",0,95,32,"33,68",35,"36,84",15,"15,79",1,"1,05",0,"0,00",2,"2,11",3,"3,16",6,"6,32",1,"1,05"
1206004803,Danewitz,0001,203,6,147,"72,41",3,144,50,"34,72",57,"39,58",28,"19,44",0,"0,00",0,"0,00",0,"0,00",5,"3,47",3,"2,08",1,"0,69"
1206005200,Eberswalde,0001,1169,61,435,"37,21",6,429,179,"41,72",87,"20,28",132,"30,77",5,"1,17",0,"0,00",2,"0,47",17,"3,96",2,"0,47",5,"1,17"
1206005200,Eberswalde,0002,1146,34,388,"33,86",6,382,133,"34,82",84,"21,99",112,"29,32",10,"2,62",0,"0,00",15,"3,93",17,"4,45",6,"1,57",5,"1,31"
1206005200,Eberswalde,0003,1156,104,590,"51,04",4,586,255,"43,52",121,"20,65",156,"26,62",11,"1,88",1,"0,17",18,"3,07",12,"2,05",7,"1,19",5,"0,85"
1206005200,Eberswalde,0004,1236,88,598,"48,38",7,591,251,"42,47",122,"20,64",155,"26,23",6,"1,02",2,"0,34",9,"1,52",33,"5,58",9,"1,52",4,"0,68"
1206005200,Eberswalde,0005,1010,46,399,"39,50",10,389,118,"30,33",107,"27,51",97,"24,94",9,"2,31",0,"0,00",11,"2,83",26,"6,68",14,"3,60",7,"1,80"
1206005200,Eberswalde,0006,1110,91,396,"35,68",4,392,128,"32,65",106,"27,04",103,"26,28",1,"0,26",2,"0,51",25,"6,38",11,"2,81",13,"3,32",3,"0,77"
1206005200,Eberswalde,0007,921,38,335,"36,37",2,333,105,"31,53",79,"23,72",100,"30,03",5,"1,50",3,"0,90",23,"6,91",11,"3,30",4,"1,20",3,"0,90"
1206005200,Eberswalde,0008,1071,44,363,"33,89",6,357,148,"41,46",75,"21,01",92,"25,77",4,"1,12",2,"0,56",12,"3,36",18,"5,04",3,"0,84",3,"0,84"
1206005200,Eberswalde,0009,913,59,413,"45,24",3,410,125,"30,49",101,"24,63",124,"30,24",3,"0,73",3,"0,73",16,"3,90",14,"3,41",17,"4,15",7,"1,71"
1206005200,Eberswalde,0010,964,49,350,"36,31",5,345,140,"40,58",78,"22,61",82,"23,77",8,"2,32",0,"0,00",19,"5,51",9,"2,61",8,"2,32",1,"0,29"
1206005200,Eberswalde,0011,1050,30,421,"40,10",5,416,138,"33,17",98,"23,56",126,"30,29",4,"0,96",0,"0,00",25,"6,01",12,"2,88",7,"1,68",6,"1,44"
1206005200,Eberswalde,0012,1236,64,566,"45,79",8,558,183,"32,80",169,"30,29",150,"26,88",12,"2,15",4,"0,72",15,"2,69",11,"1,97",9,"1,61",5,"0,90"
1206005200,Eberswalde,0013,1153,81,567,"49,18",10,557,192,"34,47",123,"22,08",138,"24,78",68,"12,21",1,"0,18",6,"1,08",16,"2,87",8,"1,44",5,"0,90"
1206005200,Eberswalde,0014,1120,55,469,"41,88",4,465,198,"42,58",84,"18,06",136,"29,25",3,"0,65",3,"0,65",4,"0,86",22,"4,73",4,"0,86",11,"2,37"
1206005200,Eberswalde,0015,1081,64,436,"40,33",7,429,152,"35,43",81,"18,88",147,"34,27",7,"1,63",0,"0,00",8,"1,86",16,"3,73",7,"1,63",11,"2,56"
1206005200,Eberswalde,0016,1159,52,443,"38,22",5,438,155,"35,39",86,"19,63",146,"33,33",8,"1,83",0,"0,00",7,"1,60",20,"4,57",7,"1,60",9,"2,05"
1206005200,Eberswalde,0017,888,50,368,"41,44",5,363,134,"36,91",94,"25,90",100,"27,55",5,"1,38",1,"0,28",6,"1,65",10,"2,75",11,"3,03",2,"0,55"
1206005200,Eberswalde,0018,872,41,337,"38,65",4,333,123,"36,94",77,"23,12",97,"29,13",4,"1,20",1,"0,30",4,"1,20",17,"5,11",4,"1,20",6,"1,80"
1206005200,Eberswalde,0019,855,33,391,"45,73",6,385,144,"37,40",91,"23,64",120,"31,17",7,"1,82",1,"0,26",2,"0,52",10,"2,60",7,"1,82",3,"0,78"
1206005200,Eberswalde,0020,1003,25,336,"33,50",9,327,139,"42,51",60,"18,35",79,"24,16",2,"0,61",1,"0,31",10,"3,06",24,"7,34",5,"1,53",7,"2,14"
1206005200,Eberswalde,0021,856,18,220,"25,70",2,218,75,"34,40",46,"21,10",72,"33,03",0,"0,00",2,"0,92",1,"0,46",13,"5,96",3,"1,38",6,"2,75"
1206005200,Eberswalde,0022,809,15,222,"27,44",2,220,81,"36,82",41,"18,64",72,"32,73",2,"0,91",0,"0,00",1,"0,45",13,"5,91",4,"1,82",6,"2,73"
1206005200,Eberswalde,0023,958,16,274,"28,60",5,269,104,"38,66",52,"19,33",83,"30,86",5,"1,86",0,"0,00",2,"0,74",18,"6,69",3,"1,12",2,"0,74"
1206005200,Eberswalde,0024,724,7,162,"22,38",3,159,51,"32,08",31,"19,50",62,"38,99",5,"3,14",0,"0,00",3,"1,89",6,"3,77",1,"0,63",0,"0,00"
1206005200,Eberswalde,0025,918,19,357,"38,89",2,355,123,"34,65",86,"24,23",116,"32,68",5,"1,41",2,"0,56",2,"0,56",12,"3,38",5,"1,41",4,"1,13"
1206005200,Eberswalde,0026,907,34,316,"34,84",5,311,100,"32,15",72,"23,15",105,"33,76",3,"0,96",1,"0,32",14,"4,50",11,"3,54",1,"0,32",4,"1,29"
1206005200,Eberswalde,0027,952,27,338,"35,50",4,334,121,"36,23",78,"23,35",95,"28,44",7,"2,10",1,"0,30",4,"1,20",16,"4,79",7,"2,10",5,"1,50"
1206005200,Eberswalde,0028,923,33,304,"32,94",3,301,111,"36,88",82,"27,24",84,"27,91",4,"1,33",0,"0,00",6,"1,99",9,"2,99",3,"1,00",2,"0,66"
1206005200,Eberswalde,0029,1141,78,486,"42,59",5,481,148,"30,77",111,"23,08",174,"36,17",9,"1,87",2,"0,42",6,"1,25",18,"3,74",6,"1,25",7,"1,46"
1206005200,Eberswalde,0030,1083,61,454,"41,92",4,450,172,"38,22",84,"18,67",163,"36,22",7,"1,56",0,"0,00",4,"0,89",11,"2,44",6,"1,33",3,"0,67"
1206005200,Eberswalde,0031,1122,49,450,"40,11",7,443,174,"39,28",93,"20,99",138,"31,15",1,"0,23",0,"0,00",3,"0,68",25,"5,64",5,"1,13",4,"0,90"
