WKNR,AGS,Gemeindename,Wahlbezirksnr.,Wahlberechtigte,Wähler,"Wahlbeteiligung in Prozent","Wahlberechtigte ohne Sperrvermerk","Wahlberechtigte mit Sperrvermerk","Wahlberechtigte nach WO","Wähler mit Wahlschein","Ungültige Stimmen","Gültige Stimmen",SPD,CDU,PDS,DVU,GRÜNE/B90,FDP,AfW,AUB-Brandenburg,DKP,GRAUE,FAMILIE,50 Plus,JA,Offensive D,BRB,Einzelbewerber
001,"1,21E+07",Plattenburg,0012,116,80,"68,97",111,5,0,0,3,77,31,24,17,0,1,3,0,1,0,0,0,0,0,0,0,0
001,"1,21E+07",Plattenburg,0013,221,152,"68,78",214,7,0,0,1,151,60,53,19,0,1,6,0,10,0,0,0,0,2,0,0,0
001,"1,21E+07",Plattenburg,0014,281,170,"60,50",276,5,0,0,5,165,46,57,45,0,5,3,0,5,0,0,0,0,4,0,0,0
001,"1,21E+07",Rühstädt,0001,245,162,"66,12",236,9,0,0,3,159,36,72,37,0,2,4,0,5,0,0,0,0,3,0,0,0
001,"1,21E+07",Rühstädt,0002,121,99,"81,82",121,0,0,0,2,97,22,37,31,0,0,1,0,5,0,0,0,0,1,0,0,0
001,"1,21E+07",Rühstädt,0003,107,78,"72,90",102,5,0,0,2,76,13,39,21,0,0,0,0,1,0,0,0,0,2,0,0,0
001,"1,21E+07",Weisen,0001,842,510,"60,57",819,23,0,0,9,501,212,104,124,0,7,10,0,39,0,0,0,0,5,0,0,0
001,"1,21E+07",Weisen,0002,102,53,"51,96",102,0,0,0,1,52,13,16,17,0,0,2,0,1,0,0,0,0,3,0,0,0
001,"1,21E+07",Wittenberge,0001,760,327,"43,03",735,25,0,0,14,313,99,48,107,0,5,13,0,32,0,0,0,0,9,0,0,0
001,"1,21E+07",Wittenberge,0002,926,471,"50,86",882,44,0,2,12,459,184,94,104,0,6,21,0,40,0,0,0,0,10,0,0,0
001,"1,21E+07",Wittenberge,0003,1047,573,"54,73",953,94,0,0,13,560,300,84,117,0,4,12,0,36,0,0,0,0,7,0,0,0
001,"1,21E+07",Wittenberge,0004,1219,661,"54,22",1133,86,0,0,17,644,330,85,172,0,7,18,0,27,0,0,0,0,5,0,0,0
001,"1,21E+07",Wittenberge,0005,969,499,"51,50",920,49,0,0,9,490,225,70,139,0,3,11,0,34,0,0,0,0,8,0,0,0
001,"1,21E+07",Wittenberge,0006,716,380,"53,07",687,29,0,0,9,371,213,34,83,0,3,6,0,29,0,0,0,0,3,0,0,0
001,"1,21E+07",Wittenberge,0007,761,347,"45,60",719,42,0,0,9,338,144,54,92,0,2,14,0,22,0,0,0,0,10,0,0,0
001,"1,21E+07",Wittenberge,0008,725,354,"48,83",694,31,0,0,9,345,139,55,91,0,8,17,0,31,0,0,0,0,4,0,0,0
001,"1,21E+07",Wittenberge,0009,1070,483,"45,14",1016,54,0,0,24,459,174,78,135,0,5,10,0,51,0,0,0,0,6,0,0,0
001,"1,21E+07",Wittenberge,0010,669,249,"37,22",635,34,0,0,6,243,77,40,75,0,9,24,0,16,0,0,0,0,2,0,0,0
001,"1,21E+07",Wittenberge,0011,697,307,"44,05",656,41,0,0,16,291,122,53,86,0,2,9,0,15,0,0,0,0,4,0,0,0
001,"1,21E+07",Wittenberge,0012,1144,609,"53,23",1059,85,0,0,12,597,292,101,136,0,8,24,0,24,0,0,0,0,12,0,0,0
001,"1,21E+07",Wittenberge,0013,1160,614,"52,93",1058,102,0,0,17,597,255,132,127,0,11,15,0,44,0,0,0,0,13,0,0,0
001,"1,21E+07",Wittenberge,0014,942,422,"44,80",907,35,0,0,14,408,197,49,119,0,2,13,0,20,0,0,0,0,8,0,0,0
001,"1,21E+07",Wittenberge,0015,1112,614,"55,22",1063,49,0,0,16,598,268,95,153,0,6,25,0,33,0,0,0,0,18,0,0,0
001,"1,21E+07",Wittenberge,0016,1139,588,"51,62",1073,66,0,0,16,572,249,87,172,0,8,10,0,33,0,0,0,0,13,0,0,0
001,"1,21E+07",Wittenberge,0017,862,468,"54,29",821,41,0,0,18,450,199,64,130,0,6,16,0,28,0,0,0,0,7,0,0,0
001,"1,21E+07",Wittenberge,0018,889,390,"43,87",825,64,0,0,7,383,128,76,109,0,8,14,0,44,0,0,0,0,4,0,0,0
001,"1,21E+07",Wittenberge,0019,148,99,"66,89",139,9,0,0,0,99,33,34,20,0,2,1,0,7,0,0,0,0,2,0,0,0
001,"1,21E+07",Wittenberge,0020,438,246,"56,16",418,20,0,0,2,244,86,74,45,0,4,5,0,26,0,0,0,0,4,0,0,0
001,"1,21E+07",Briefwahl,9001,0,937,-,0,0,0,937,11,926,394,188,228,0,14,28,0,61,0,0,0,0,13,0,0,0
001,"1,21E+07",Briefwahl,9002,0,852,-,0,0,0,852,15,837,243,224,289,0,24,25,0,21,0,0,0,0,11,0,0,0
001,"1,21E+07",Briefwahl,9003,0,585,-,0,0,0,585,6,579,186,182,120,0,15,25,0,39,0,0,0,0,12,0,0,0
002,"1,21E+07",Heiligengrabe,0001,218,119,"54,59",214,4,0,0,6,113,28,30,38,0,8,2,2,3,0,0,0,0,2,0,0,0
002,"1,21E+07",Heiligengrabe,0002,215,105,"48,84",207,8,0,0,3,102,32,22,39,0,1,1,2,1,0,0,0,0,4,0,0,0
002,"1,21E+07",Heiligengrabe,0003,669,342,"51,12",647,22,0,0,6,336,77,71,93,0,6,18,59,8,0,0,0,0,3,1,0,0
002,"1,21E+07",Heiligengrabe,0004,233,138,"59,23",228,5,0,0,9,129,26,23,53,0,1,18,4,3,0,0,0,0,1,0,0,0
002,"1,21E+07",Heiligengrabe,0005,800,330,"41,25",738,62,0,0,7,323,113,79,84,0,11,7,18,3,0,0,0,0,5,3,0,0
002,"1,21E+07",Heiligengrabe,0006,176,69,"39,20",166,10,0,0,1,68,11,14,26,0,4,7,1,5,0,0,0,0,0,0,0,0
002,"1,21E+07",Heiligengrabe,0007,220,137,"62,27",213,7,0,0,6,131,25,46,44,0,5,3,2,3,0,0,0,0,3,0,0,0
002,"1,21E+07",Heiligengrabe,0008,191,101,"52,88",191,0,0,0,3,98,17,16,37,0,0,2,23,1,0,0,0,0,1,0,0,1
002,"1,21E+07",Heiligengrabe,0009,256,109,"42,58",251,5,0,0,1,108,30,17,41,0,1,2,7,1,0,0,0,0,8,0,0,1
002,"1,21E+07",Heiligengrabe,0010,114,79,"69,30",108,6,0,0,4,75,22,18,22,0,4,4,3,1,0,0,0,0,1,0,0,0
002,"1,21E+07",Heiligengrabe,0011,214,127,"59,35",208,6,0,0,4,123,23,45,38,0,6,5,1,3,0,0,0,0,1,0,0,1
002,"1,21E+07",Heiligengrabe,0012,510,264,"51,76",499,11,0,0,8,256,61,87,74,0,3,10,4,5,0,0,0,0,11,1,0,0
002,"1,21E+07",Herzsprung,0017,250,137,"54,80",247,3,0,0,3,134,39,32,36,0,1,4,9,4,0,0,0,0,8,1,0,0
002,"1,21E+07",Königsberg,0015,241,146,"60,58",231,10,0,0,1,145,39,35,43,0,2,7,12,3,0,0,0,0,4,0,0,0
002,"1,21E+07",Kyritz,0001,1429,716,"50,10",1332,97,0,0,15,701,194,204,226,0,25,24,10,8,0,0,0,0,5,4,0,1
002,"1,21E+07",Kyritz,0002,1049,498,"47,47",947,102,0,0,14,484,145,136,162,0,9,15,5,6,0,0,0,0,1,4,0,1
002,"1,21E+07",Kyritz,0003,1026,494,"48,15",983,43,0,2,26,468,123,132,141,0,15,23,5,14,0,0,0,0,8,2,0,5
002,"1,21E+07",Kyritz,0004,1252,546,"43,61",1166,86,0,0,21,525,124,114,207,0,14,28,9,20,0,0,0,0,6,1,0,2
002,"1,21E+07",Kyritz,0005,1081,483,"44,68",1040,41,0,0,10,473,154,98,189,0,4,7,5,8,0,0,0,0,5,1,0,2
002,"1,21E+07",Kyritz,0006,994,315,"31,69",920,74,0,0,17,298,90,49,127,0,5,11,2,1,0,0,0,0,6,6,0,1
002,"1,21E+07",Kyritz,0007,171,97,"56,73",163,8,0,0,0,97,22,44,22,0,3,3,1,0,0,0,0,0,1,0,0,1
002,"1,21E+07",Kyritz,0008,66,41,"62,12",60,6,0,0,0,41,7,13,20,0,0,1,0,0,0,0,0,0,0,0,0,0
002,"1,21E+07",Kyritz,0009,182,116,"63,74",180,2,0,0,3,113,20,40,44,0,3,0,2,2,0,0,0,0,1,1,0,0
002,"1,21E+07",Kyritz,0010,204,90,"44,12",200,4,0,0,0,90,29,23,36,0,1,0,0,0,0,0,0,0,0,0,0,1
002,"1,21E+07",Kyritz,0011,244,114,"46,72",241,3,0,0,3,111,26,37,28,0,6,2,9,0,0,0,0,0,3,0,0,0
002,"1,21E+07",Kyritz,0012,181,133,"73,48",177,4,0,0,2,131,43,23,56,0,1,6,1,1,0,0,0,0,0,0,0,0
002,"1,21E+07",Kyritz,0013,90,62,"68,89",89,1,0,0,1,61,12,12,27,0,2,3,1,2,0,0,0,0,2,0,0,0
002,"1,21E+07",Kyritz,0014,169,75,"44,38",161,8,0,0,1,74,9,25,29,0,2,6,0,1,0,0,0,0,1,1,0,0
002,"1,21E+07",Kyritz,0015,252,111,"44,05",241,11,0,0,2,109,21,42,39,0,0,4,1,0,0,0,0,0,1,0,0,1
002,"1,21E+07",Kyritz,0016,198,115,"58,08",188,10,0,0,2,113,43,27,27,0,6,1,0,5,0,0,0,0,2,2,0,0
002,"1,21E+07",Wittstock/Dosse,0001,921,366,"39,74",898,23,0,0,12,354,96,85,118,0,6,19,8,14,0,0,0,0,7,1,0,0
002,"1,21E+07",Wittstock/Dosse,0002,180,105,"58,33",178,2,0,0,1,104,37,21,40,0,1,4,0,1,0,0,0,0,0,0,0,0
002,"1,21E+07",Wittstock/Dosse,0003,376,174,"46,28",367,9,0,0,7,167,57,21,69,0,4,8,2,2,0,0,0,0,3,1,0,0
002,"1,21E+07",Wittstock/Dosse,0004,310,171,"55,16",296,14,0,0,2,169,34,49,57,0,1,14,6,2,0,0,0,0,6,0,0,0
002,"1,21E+07",Wittstock/Dosse,0005,157,78,"49,68",147,10,0,0,0,78,18,23,27,0,0,4,3,2,0,0,0,0,1,0,0,0
002,"1,21E+07",Wittstock/Dosse,0006,213,124,"58,22",211,2,0,2,4,120,24,48,29,0,3,4,4,4,0,0,0,0,3,1,0,0
002,"1,21E+07",Wittstock/Dosse,0007,188,100,"53,19",183,5,0,0,1,99,29,29,33,0,2,2,3,1,0,0,0,0,0,0,0,0
002,"1,21E+07",Wittstock/Dosse,0008,116,70,"60,34",110,6,0,0,0,70,23,10,29,0,7,0,0,1,0,0,0,0,0,0,0,0
002,"1,21E+07",Wittstock/Dosse,0009,305,166,"54,43",292,13,0,1,6,160,38,35,60,0,5,13,0,3,0,0,0,0,6,0,0,0
002,"1,21E+07",Wittstock/Dosse,0010,224,129,"57,59",216,8,0,0,4,125,25,29,54,0,3,6,3,0,0,0,0,0,5,0,0,0
002,"1,21E+07",Wittstock/Dosse,0011,168,84,"50,00",166,2,0,0,2,82,17,12,44,0,3,2,0,1,0,0,0,0,2,1,0,0
002,"1,21E+07",Wittstock/Dosse,0012,107,77,"71,96",104,3,0,0,4,73,10,23,28,0,0,6,0,1,0,0,0,0,5,0,0,0
002,"1,21E+07",Wittstock/Dosse,0013,141,92,"65,25",141,0,0,0,5,87,15,23,39,0,2,3,1,1,0,0,0,0,3,0,0,0
002,"1,21E+07",Wittstock/Dosse,0014,213,129,"60,56",206,7,0,0,1,128,41,33,34,0,10,3,1,2,0,0,0,0,2,2,0,0
002,"1,21E+07",Wittstock/Dosse,0016,189,89,"47,09",184,5,0,0,0,89,27,16,40,0,0,1,3,2,0,0,0,0,0,0,0,0
002,"1,21E+07",Wittstock/Dosse,0018,333,182,"54,65",322,11,0,2,5,177,60,27,64,0,2,7,7,3,0,0,0,0,7,0,0,0
002,"1,21E+07",Wittstock/Dosse,0019,132,65,"49,24",131,1,0,0,3,62,16,25,13,0,2,2,0,1,0,0,0,0,3,0,0,0
002,"1,21E+07",Wittstock/Dosse,0020,399,217,"54,39",375,24,0,0,3,214,55,60,76,0,6,4,2,4,0,0,0,0,5,2,0,0
002,"1,21E+07",Wittstock/Dosse,0021,148,86,"58,11",146,2,0,0,1,85,17,15,42,0,4,4,0,2,0,0,0,0,0,0,0,1
002,"1,21E+07",Wittstock/Dosse,0022,924,363,"39,29",876,48,0,0,17,346,113,63,127,0,4,11,3,9,0,0,0,0,13,2,0,1
002,"1,21E+07",Wittstock/Dosse,0023,837,401,"47,91",808,29,0,0,11,390,123,71,135,0,8,15,7,13,0,0,0,0,14,4,0,0
002,"1,21E+07",Wittstock/Dosse,0024,1145,466,"40,70",1058,87,0,0,5,461,132,100,170,0,8,18,12,4,0,0,0,0,15,1,0,1
002,"1,21E+07",Wittstock/Dosse,0025,870,325,"37,36",809,61,0,3,4,321,79,65,120,0,5,17,11,7,0,0,0,0,14,2,0,1
002,"1,21E+07",Wittstock/Dosse,0026,635,262,"41,26",622,13,0,0,12,250,65,29,108,0,5,16,4,3,0,0,0,0,18,1,0,1
002,"1,21E+07",Wittstock/Dosse,0027,665,225,"33,83",656,9,0,0,9,216,44,39,95,0,1,13,2,4,0,0,0,0,13,3,0,2
002,"1,21E+07",Wittstock/Dosse,0028,1026,479,"46,69",991,35,0,0,13,466,136,103,147,0,14,22,9,14,0,0,0,0,19,1,0,1
002,"1,21E+07",Wittstock/Dosse,0029,1083,467,"43,12",1029,54,0,0,11,456,120,104,150,0,13,37,5,8,0,0,0,0,18,1,0,0
002,"1,21E+07",Wittstock/Dosse,0030,1079,505,"46,80",994,85,0,0,10,495,122,117,162,0,15,42,8,7,0,0,0,0,16,2,0,4
002,"1,21E+07",Wittstock/Dosse,0031,926,464,"50,11",881,45,0,0,11,453,140,79,147,0,10,40,12,8,0,0,0,0,13,4,0,0
002,"1,21E+07",Briefwahl,9005,0,1188,-,0,0,0,1188,6,1182,315,323,382,0,44,47,21,13,0,0,0,0,24,7,0,6
002,"1,21E+07",Berge,0001,562,316,"56,23",542,20,0,0,3,313,81,104,99,0,9,5,2,6,0,0,0,0,3,1,0,3
002,"1,21E+07",Berge,0002,111,65,"58,56",107,4,0,0,4,61,27,13,14,0,1,3,0,0,0,0,0,0,1,0,0,2
002,"1,21E+07",Berge,0003,109,64,"58,72",109,0,0,0,1,63,14,19,24,0,3,1,0,2,0,0,0,0,0,0,0,0
002,"1,21E+07",Gerdshagen,0001,464,239,"51,51",452,12,0,0,7,232,126,30,49,0,3,16,1,4,0,0,0,0,2,1,0,0
002,"1,21E+07",Gerdshagen,0002,75,42,"56,00",71,4,0,0,0,42,24,5,9,0,1,1,0,2,0,0,0,0,0,0,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0001,132,72,"54,55",131,1,0,0,1,71,21,17,23,0,0,2,2,6,0,0,0,0,0,0,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0002,93,49,"52,69",87,6,0,0,0,49,12,4,23,0,0,2,3,4,0,0,0,0,1,0,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0003,144,86,"59,72",136,8,0,0,1,85,15,30,26,0,1,1,1,6,0,0,0,0,2,2,0,1
002,"1,21E+07",Groß Pankow (Prignitz),0004,233,129,"55,36",232,1,0,0,5,124,22,13,48,0,1,3,2,1,0,0,0,0,2,32,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0005,96,55,"57,29",94,2,0,0,2,53,15,20,5,0,2,2,0,0,0,0,0,0,0,8,0,1
002,"1,21E+07",Groß Pankow (Prignitz),0006,279,173,"62,01",271,8,0,0,7,166,67,35,47,0,2,5,0,0,0,0,0,0,2,8,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0007,221,120,"54,30",215,6,0,0,6,114,31,25,43,0,2,6,0,5,0,0,0,0,0,2,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0008,166,88,"53,01",164,2,0,0,1,87,15,32,21,0,1,5,2,8,0,0,0,0,1,2,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0009,192,115,"59,90",184,8,0,0,2,113,36,35,29,0,4,8,0,0,0,0,0,0,0,1,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0010,287,128,"44,60",278,9,0,0,1,127,47,15,35,0,5,6,5,9,0,0,0,0,2,3,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0011,172,96,"55,81",165,7,0,0,4,92,25,27,31,0,2,1,0,2,0,0,0,0,3,1,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0012,537,296,"55,12",513,24,0,0,5,291,84,63,105,0,5,19,4,8,0,0,0,0,1,2,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0013,152,78,"51,32",149,3,0,0,2,76,23,21,21,0,3,5,1,2,0,0,0,0,0,0,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0014,118,71,"60,17",117,1,0,0,3,68,24,21,19,0,1,2,0,1,0,0,0,0,0,0,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0015,368,188,"51,09",359,9,0,0,3,185,59,32,72,0,2,5,1,2,0,0,0,0,3,7,0,2
002,"1,21E+07",Groß Pankow (Prignitz),0016,108,52,"48,15",105,3,0,0,0,52,15,16,17,0,0,0,1,3,0,0,0,0,0,0,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0017,89,45,"50,56",85,4,0,0,1,44,9,18,12,0,0,3,0,0,0,0,0,0,1,1,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0018,273,155,"56,78",267,6,0,0,11,144,43,44,30,0,5,8,2,7,0,0,0,0,3,2,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0019,139,78,"56,12",136,3,0,0,2,76,15,31,24,0,0,0,0,0,0,0,0,0,3,3,0,0
002,"1,21E+07",Groß Pankow (Prignitz),0020,128,75,"58,59",126,2,0,0,3,72,13,32,21,0,1,2,0,1,0,0,0,0,0,2,0,0
002,"1,21E+07",Gülitz-Reetz,0001,147,76,"51,70",146,1,0,0,5,71,17,21,20,0,5,2,1,3,0,0,0,0,1,1,0,0
002,"1,21E+07",Gülitz-Reetz,0002,124,80,"64,52",124,0,0,0,4,76,25,15,22,0,4,2,0,2,0,0,0,0,1,0,0,5
002,"1,21E+07",Gülitz-Reetz,0003,200,112,"56,00",195,5,0,0,2,110,39,28,29,0,1,7,0,2,0,0,0,0,0,1,0,3
002,"1,21E+07",Halenbeck-Rohlsdorf,0001,194,117,"60,31",193,1,0,0,2,115,35,23,28,0,3,13,1,10,0,0,0,0,0,0,0,2
002,"1,21E+07",Halenbeck-Rohlsdorf,0002,54,25,"46,30",54,0,0,0,0,25,3,5,9,0,0,6,0,2,0,0,0,0,0,0,0,0
002,"1,21E+07",Halenbeck-Rohlsdorf,0003,143,87,"60,84",142,1,0,0,2,85,22,9,42,0,0,7,1,3,0,0,0,0,0,0,0,1
002,"1,21E+07",Halenbeck-Rohlsdorf,0004,177,94,"53,11",177,0,0,0,4,90,29,17,36,0,1,5,1,1,0,0,0,0,0,0,0,0
002,"1,21E+07",Kümmernitztal,0001,80,45,"56,25",75,5,0,0,0,45,17,7,7,0,0,13,0,0,0,0,0,0,0,1,0,0
002,"1,21E+07",Kümmernitztal,0002,88,55,"62,50",82,6,0,0,4,51,25,5,14,0,0,6,0,0,0,0,0,0,1,0,0,0
002,"1,21E+07",Kümmernitztal,0003,177,90,"50,85",170,7,0,0,3,87,39,17,16,0,4,4,2,4,0,0,0,0,0,0,0,1
002,"1,21E+07",Marienfließ,0001,173,84,"48,55",172,1,0,0,1,83,20,16,26,0,1,15,0,3,0,0,0,0,0,2,0,0
002,"1,21E+07",Marienfließ,0002,183,110,"60,11",175,8,0,0,2,108,32,38,20,0,1,10,1,5,0,0,0,0,1,0,0,0
002,"1,21E+07",Marienfließ,0003,319,169,"52,98",314,5,0,0,3,166,70,41,30,0,0,12,3,7,0,0,0,0,1,1,0,1
002,"1,21E+07",Marienfließ,0004,105,72,"68,57",104,1,0,0,1,71,21,21,17,0,4,7,1,0,0,0,0,0,0,0,0,0
002,"1,21E+07",Meyenburg,0001,853,395,"46,31",823,30,0,0,16,379,106,95,83,0,1,79,3,8,0,0,0,0,3,1,0,0
002,"1,21E+07",Meyenburg,0002,972,453,"46,60",923,49,0,0,19,434,135,92,95,0,8,87,4,9,0,0,0,0,2,0,0,2
002,"1,21E+07",Meyenburg,0003,188,119,"63,30",185,3,0,0,1,118,33,44,24,0,2,13,0,1,0,0,0,0,0,1,0,0
002,"1,21E+07",Meyenburg,0004,131,72,"54,96",128,3,0,0,0,72,16,25,16,0,2,11,0,2,0,0,0,0,0,0,0,0
002,"1,21E+07",Pirow,0001,238,127,"53,36",233,5,0,0,2,125,27,60,25,0,1,6,1,4,0,0,0,0,1,0,0,0
002,"1,21E+07",Pirow,0002,137,79,"57,66",133,4,0,0,1,78,23,19,29,0,1,3,1,2,0,0,0,0,0,0,0,0
002,"1,21E+07",Pirow,0003,72,50,"69,44",72,0,0,0,1,49,20,11,13,0,0,0,0,3,0,0,0,0,2,0,0,0
002,"1,21E+07",Pritzwalk,0001,1415,772,"54,56",1286,129,0,0,13,759,232,172,237,0,21,56,2,29,0,0,0,0,3,4,0,3
002,"1,21E+07",Pritzwalk,0002,853,364,"42,67",771,82,0,0,8,356,107,79,107,0,9,26,1,14,0,0,0,0,9,1,0,3
002,"1,21E+07",Pritzwalk,0003,1155,534,"46,23",1074,81,0,0,9,525,189,71,205,0,8,17,3,21,0,0,0,0,5,5,0,1
002,"1,21E+07",Pritzwalk,0004,872,305,"34,98",816,56,0,0,6,299,98,51,106,0,8,17,1,14,0,0,0,0,2,1,0,1
002,"1,21E+07",Pritzwalk,0005,1064,455,"42,76",1016,48,0,0,14,441,134,76,161,0,8,21,5,20,0,0,0,0,12,3,0,1
002,"1,21E+07",Pritzwalk,0006,779,402,"51,60",720,59,0,0,10,392,100,78,142,0,10,29,5,16,0,0,0,0,7,4,0,1
002,"1,21E+07",Pritzwalk,0007,1391,673,"48,38",1297,94,0,0,22,651,212,98,230,0,11,49,8,35,0,0,0,0,5,2,0,1
002,"1,21E+07",Pritzwalk,0008,942,382,"40,55",872,70,0,0,6,376,106,81,127,0,6,26,3,22,0,0,0,0,5,0,0,0
002,"1,21E+07",Pritzwalk,0009,94,72,"76,60",94,0,0,0,0,72,10,20,26,0,0,5,2,5,0,0,0,0,2,2,0,0
002,"1,21E+07",Pritzwalk,0010,348,204,"58,62",326,22,0,0,5,199,50,48,74,0,7,10,1,6,0,0,0,0,1,0,0,2
002,"1,21E+07",Pritzwalk,0011,250,144,"57,60",244,6,0,0,3,141,39,40,38,0,0,6,1,11,0,0,0,0,6,0,0,0
002,"1,21E+07",Pritzwalk,0012,100,83,"83,00",100,0,0,0,2,81,18,30,22,0,1,2,1,3,0,0,0,0,3,0,0,1
002,"1,21E+07",Pritzwalk,0013,276,121,"43,84",257,19,0,0,6,115,29,24,43,0,4,8,1,4,0,0,0,0,2,0,0,0
002,"1,21E+07",Pritzwalk,0014,262,141,"53,82",254,8,0,0,1,140,35,35,49,0,3,9,1,6,0,0,0,0,0,2,0,0
002,"1,21E+07",Pritzwalk,0015,191,107,"56,02",186,5,0,0,1,106,22,24,45,0,1,4,3,6,0,0,0,0,1,0,0,0
002,"1,21E+07",Pritzwalk,0016,52,35,"67,31",52,0,0,0,0,35,18,1,13,0,0,1,0,2,0,0,0,0,0,0,0,0
002,"1,21E+07",Pritzwalk,0017,128,73,"57,03",128,0,0,0,3,70,26,9,24,0,2,4,1,3,0,0,0,0,0,0,0,1
002,"1,21E+07",Pritzwalk,0018,172,109,"63,37",165,7,0,0,2,107,31,17,44,0,0,6,1,5,0,0,0,0,3,0,0,0
002,"1,21E+07",Pritzwalk,0019,371,192,"51,75",360,11,0,0,2,190,40,49,70,0,3,17,1,8,0,0,0,0,1,1,0,0
002,"1,21E+07",Pritzwalk,0020,236,120,"50,85",233,3,0,0,1,119,27,24,40,0,1,14,0,7,0,0,0,0,4,0,0,2
002,"1,21E+07",Pritzwalk,0021,199,94,"47,24",193,6,0,0,6,88,25,18,30,0,0,5,3,5,0,0,0,0,2,0,0,0
002,"1,21E+07",Pritzwalk,0022,273,132,"48,35",268,5,0,0,4,128,42,26,43,0,2,6,1,6,0,0,0,0,1,0,0,1
002,"1,21E+07",Putlitz,0001,1472,751,"51,02",1419,53,0,1,14,737,197,186,247,0,10,59,4,19,0,0,0,0,4,3,0,8
002,"1,21E+07",Putlitz,0002,140,75,"53,57",140,0,0,0,2,73,19,7,37,0,1,3,0,4,0,0,0,0,2,0,0,0
002,"1,21E+07",Putlitz,0003,102,72,"70,59",102,0,0,0,3,69,22,17,23,0,0,6,0,0,0,0,0,0,0,0,0,1
002,"1,21E+07",Putlitz,0004,80,55,"68,75",76,4,0,0,2,53,20,12,11,0,2,4,2,1,0,0,0,0,1,0,0,0
002,"1,21E+07",Putlitz,0005,88,56,"63,64",86,2,0,0,0,56,23,11,14,0,2,2,2,1,0,0,0,0,0,1,0,0
002,"1,21E+07",Putlitz,0006,161,92,"57,14",156,5,0,0,3,89,26,30,16,0,4,9,3,0,0,0,0,0,0,1,0,0
002,"1,21E+07",Putlitz,0007,120,76,"63,33",118,2,0,0,0,76,32,5,18,0,4,10,1,1,0,0,0,0,1,2,0,2
002,"1,21E+07",Putlitz,0008,53,36,"67,92",53,0,0,0,1,35,8,12,6,0,0,3,0,0,0,0,0,0,0,0,0,6
002,"1,21E+07",Putlitz,0009,117,73,"62,39",114,3,0,0,3,70,17,22,25,0,0,4,1,1,0,0,0,0,0,0,0,0
002,"1,21E+07",Putlitz,0010,238,130,"54,62",236,2,0,0,2,128,39,24,30,0,2,11,0,4,0,0,0,0,2,0,0,16
002,"1,21E+07",Triglitz,0001,160,82,"51,25",159,1,0,0,0,82,23,18,27,0,2,5,2,3,0,0,0,0,1,1,0,0
002,"1,21E+07",Triglitz,0002,120,87,"72,50",119,1,0,0,2,85,30,29,10,0,3,3,0,9,0,0,0,0,0,0,0,1
002,"1,21E+07",Triglitz,0003,198,96,"48,48",191,7,0,0,3,93,25,27,22,0,3,7,1,3,0,0,0,0,2,3,0,0
002,"1,21E+07",Briefwahl,9004,0,1006,-,0,0,0,1006,7,999,302,207,276,0,38,88,7,49,0,0,0,0,13,8,0,11
003,"1,21E+07",Dabergotz,0001,510,268,"52,55",498,12,0,0,9,259,48,57,113,0,14,12,7,0,0,0,0,0,7,1,0,0
003,"1,21E+07",Fehrbellin,0001,114,66,"57,89",110,4,0,0,1,65,14,23,15,0,2,6,0,0,0,0,0,0,3,2,0,0
003,"1,21E+07",Fehrbellin,0002,293,146,"49,83",287,6,0,0,11,135,27,24,60,0,9,6,1,0,0,0,0,0,5,3,0,0
003,"1,21E+07",Fehrbellin,0003,220,101,"45,91",210,10,0,2,4,97,21,15,44,0,5,3,4,0,0,0,0,0,4,1,0,0
003,"1,21E+07",Fehrbellin,0004,234,91,"38,89",218,16,0,0,3,88,15,24,30,0,13,1,2,0,0,0,0,0,1,2,0,0
003,"1,21E+07",Fehrbellin,0005,865,414,"47,86",777,88,0,0,11,403,78,107,149,0,18,30,4,0,0,0,0,0,8,9,0,0
003,"1,21E+07",Fehrbellin,0006,731,305,"41,72",696,35,0,0,12,293,76,57,119,0,6,18,6,0,0,0,0,0,7,4,0,0
003,"1,21E+07",Fehrbellin,0007,774,356,"45,99",736,38,0,0,11,345,85,85,110,0,28,16,9,0,0,0,0,0,7,5,0,0
003,"1,21E+07",Fehrbellin,0008,240,113,"47,08",226,14,0,0,6,107,23,12,58,0,4,3,2,0,0,0,0,0,0,5,0,0
003,"1,21E+07",Fehrbellin,0009,224,90,"40,18",219,5,0,0,5,85,21,17,28,0,7,3,3,0,0,0,0,0,2,4,0,0
