WKNR,AGS,Gemeindename,Wahlbezirksnr.,Wahlberechtigte,Wähler,"Wahlbeteiligung in Prozent","Wahlberechtigte ohne Sperrvermerk","Wahlberechtigte mit Sperrvermerk","Wahlberechtigte nach WO","Wähler mit Wahlschein","Ungültige Stimmen","Gültige Stimmen",SPD,CDU,PDS,DVU,GRÜNE/B90,FDP,AfW,AUB-Brandenburg,DKP,GRAUE,FAMILIE,50 Plus,JA,Offensive D,BRB,Einzelbewerber
009,"1,21E+07",Oranienburg,0029,794,406,"51,13",751,43,0,0,4,402,121,84,103,23,18,16,5,4,0,3,12,6,1,1,5,0
009,"1,21E+07",Oranienburg,0030,853,421,"49,36",809,44,0,0,10,411,125,69,126,24,10,9,2,4,1,12,19,8,2,0,0,0
009,"1,21E+07",Oranienburg,0031,841,448,"53,27",807,34,0,0,14,434,143,107,100,33,11,15,6,0,2,2,11,0,1,1,2,0
009,"1,21E+07",Oranienburg,0032,833,454,"54,50",810,23,0,0,13,441,153,73,117,30,16,12,3,1,0,3,16,11,1,4,1,0
009,"1,21E+07",Briefwahl,9001,0,475,-,0,0,0,475,5,470,134,95,143,23,20,18,4,1,1,8,15,2,2,4,0,0
009,"1,21E+07",Briefwahl,9002,0,738,-,0,0,0,738,6,732,263,119,248,19,16,22,8,2,2,5,9,8,5,3,3,0
009,"1,21E+07",Briefwahl,9003,0,710,-,0,0,0,710,10,700,204,138,239,25,23,18,9,1,1,11,15,5,4,5,2,0
009,"1,21E+07",Briefwahl,9004,0,463,-,0,0,0,463,4,459,130,112,135,15,22,12,2,2,1,4,10,3,5,0,6,0
010,"1,21E+07",Fürstenberg/Havel,0001,1282,460,"35,88",1168,114,0,4,6,454,148,90,122,38,13,13,11,1,1,3,5,5,1,1,2,0
010,"1,21E+07",Fürstenberg/Havel,0002,1263,560,"44,34",1140,123,0,0,11,549,167,101,160,56,12,10,22,3,1,2,10,2,0,2,1,0
010,"1,21E+07",Fürstenberg/Havel,0003,1265,543,"42,92",1194,71,0,0,22,521,164,113,143,35,10,20,10,0,0,4,10,7,2,1,2,0
010,"1,21E+07",Fürstenberg/Havel,0004,113,33,"29,20",105,8,0,0,0,33,5,5,11,6,0,2,0,0,0,1,1,0,0,2,0,0
010,"1,21E+07",Fürstenberg/Havel,0005,117,58,"49,57",113,4,0,0,0,58,16,16,18,3,1,3,0,1,0,0,0,0,0,0,0,0
010,"1,21E+07",Fürstenberg/Havel,0006,198,89,"44,95",192,6,0,0,1,88,26,10,28,14,3,1,0,0,0,0,4,1,0,0,1,0
010,"1,21E+07",Fürstenberg/Havel,0007,633,283,"44,71",623,10,0,0,6,277,66,46,86,54,6,5,2,1,0,0,6,4,0,1,0,0
010,"1,21E+07",Fürstenberg/Havel,0008,456,265,"58,11",429,27,0,0,6,259,98,58,51,24,8,2,3,1,0,1,11,2,0,0,0,0
010,"1,21E+07",Fürstenberg/Havel,0009,127,59,"46,46",120,7,0,0,3,56,13,18,14,5,2,0,0,0,1,2,1,0,0,0,0,0
010,"1,21E+07",Fürstenberg/Havel,0010,191,75,"39,27",183,8,0,0,3,72,17,7,31,6,3,1,0,0,0,1,3,2,1,0,0,0
010,"1,21E+07",Fürstenberg/Havel,0011,193,102,"52,85",186,7,0,0,7,95,24,29,24,11,1,5,0,0,1,0,0,0,0,0,0,0
010,"1,21E+07",Gransee,0001,546,255,"46,70",527,19,0,0,9,246,81,27,84,28,5,7,3,0,1,2,3,1,3,1,0,0
010,"1,21E+07",Gransee,0002,265,97,"36,60",254,11,0,0,1,96,23,19,28,10,3,4,3,0,0,1,0,5,0,0,0,0
010,"1,21E+07",Gransee,0003,181,103,"56,91",169,12,0,0,2,101,29,21,35,2,3,3,0,0,0,1,4,1,0,2,0,0
010,"1,21E+07",Gransee,0004,203,108,"53,20",200,3,0,0,2,106,55,19,23,0,1,1,0,0,0,1,4,1,0,0,1,0
010,"1,21E+07",Gransee,0005,170,81,"47,65",159,11,0,0,0,81,27,10,32,5,1,4,1,0,0,0,1,0,0,0,0,0
010,"1,21E+07",Gransee,0006,129,68,"52,71",127,2,0,0,2,66,29,15,8,3,3,3,1,0,0,0,4,0,0,0,0,0
010,"1,21E+07",Gransee,0007,251,94,"37,45",239,12,0,0,2,92,16,12,40,9,1,1,0,0,0,2,7,3,0,0,1,0
010,"1,21E+07",Gransee,0008,1336,527,"39,45",1256,80,0,1,21,506,200,86,138,27,8,16,2,3,1,2,10,9,2,1,1,0
010,"1,21E+07",Gransee,0009,1230,469,"38,13",1147,83,0,0,3,466,144,78,176,26,4,11,6,1,0,2,8,6,1,2,1,0
010,"1,21E+07",Gransee,0010,1157,494,"42,70",1076,81,0,0,6,488,157,82,159,24,11,18,4,1,0,4,18,5,2,2,1,0
010,"1,21E+07",Großwoltersdorf,0001,331,179,"54,08",321,10,0,0,4,175,57,20,64,15,4,6,0,0,0,0,6,0,0,2,1,0
010,"1,21E+07",Großwoltersdorf,0002,147,95,"64,63",138,9,0,1,5,90,26,18,34,1,2,2,0,0,0,1,1,1,1,3,0,0
010,"1,21E+07",Großwoltersdorf,0003,186,106,"56,99",175,11,0,0,3,103,27,23,29,10,4,3,0,0,0,0,4,1,2,0,0,0
010,"1,21E+07",Großwoltersdorf,0004,115,71,"61,74",110,5,0,0,0,71,27,6,29,2,4,0,0,0,0,0,3,0,0,0,0,0
010,"1,21E+07",Schönermark,0001,424,161,"37,97",402,22,0,0,2,159,50,43,43,11,2,2,1,0,1,2,4,0,0,0,0,0
010,"1,21E+07",Sonnenberg,0001,121,65,"53,72",117,4,0,0,1,64,16,21,16,2,1,2,1,0,0,0,4,0,0,0,1,0
010,"1,21E+07",Sonnenberg,0002,103,56,"54,37",101,2,0,0,1,55,19,11,12,0,2,3,0,0,0,2,5,1,0,0,0,0
010,"1,21E+07",Sonnenberg,0003,157,82,"52,23",154,3,0,0,0,82,26,3,30,13,1,4,0,0,1,0,2,0,0,2,0,0
010,"1,21E+07",Sonnenberg,0004,144,80,"55,56",133,11,0,0,0,80,23,39,9,2,2,1,0,0,0,1,2,0,0,1,0,0
010,"1,21E+07",Sonnenberg,0005,255,119,"46,67",249,6,0,0,3,116,28,21,50,9,1,3,0,0,0,1,2,1,0,0,0,0
010,"1,21E+07",Stechlin,0001,252,133,"52,78",238,14,0,0,3,130,54,34,31,2,1,4,0,1,0,1,1,0,1,0,0,0
010,"1,21E+07",Stechlin,0002,516,244,"47,29",479,37,0,0,11,233,74,31,77,19,6,2,2,1,0,2,10,4,3,1,1,0
010,"1,21E+07",Stechlin,0003,384,247,"64,32",369,15,0,0,3,244,86,33,78,16,7,8,2,4,2,3,2,1,1,0,1,0
010,"1,21E+07",Zehdenick,0001,1185,506,"42,70",1110,75,0,0,12,494,139,105,137,42,9,22,4,0,1,4,16,12,1,2,0,0
010,"1,21E+07",Zehdenick,0002,1243,476,"38,29",1128,115,0,0,6,470,166,109,138,23,6,8,4,2,0,0,5,3,2,2,2,0
010,"1,21E+07",Zehdenick,0003,1179,543,"46,06",1112,67,0,0,12,531,190,70,175,46,9,14,3,0,1,4,7,7,1,2,2,0
010,"1,21E+07",Zehdenick,0004,1144,431,"37,67",1096,48,0,0,11,420,128,69,142,40,11,9,2,1,0,2,7,1,1,3,4,0
010,"1,21E+07",Zehdenick,0005,1250,548,"43,84",1187,63,0,1,17,531,162,118,145,44,14,12,4,1,0,2,17,9,1,2,0,0
010,"1,21E+07",Zehdenick,0006,901,382,"42,40",861,40,0,0,9,373,111,91,94,29,6,19,2,1,0,0,8,6,2,3,1,0
010,"1,21E+07",Zehdenick,0007,1229,507,"41,25",1200,29,0,0,15,492,145,87,166,46,9,11,2,0,0,4,12,5,1,0,4,0
010,"1,21E+07",Zehdenick,0008,513,238,"46,39",506,7,0,0,2,236,82,41,69,27,5,1,0,0,1,0,6,2,1,1,0,0
010,"1,21E+07",Zehdenick,0009,484,224,"46,28",473,11,0,1,5,219,62,25,79,17,5,7,4,2,1,2,7,5,1,0,2,0
010,"1,21E+07",Zehdenick,0010,416,246,"59,13",404,12,0,0,6,240,83,60,50,20,6,6,1,2,0,0,4,6,0,2,0,0
010,"1,21E+07",Zehdenick,0011,225,104,"46,22",220,5,0,0,5,99,38,11,34,10,2,2,0,0,0,0,0,0,0,0,2,0
010,"1,21E+07",Zehdenick,0012,159,108,"67,92",158,1,0,0,0,108,41,14,29,16,0,3,0,0,0,0,5,0,0,0,0,0
010,"1,21E+07",Zehdenick,0013,419,205,"48,93",406,13,0,0,3,202,63,52,58,9,5,7,3,1,0,0,2,2,0,0,0,0
010,"1,21E+07",Zehdenick,0014,269,155,"57,62",266,3,0,0,5,150,51,23,35,15,0,8,3,0,0,0,12,0,3,0,0,0
010,"1,21E+07",Zehdenick,0015,277,162,"58,48",264,13,0,0,2,160,59,25,58,5,4,1,1,0,0,2,5,0,0,0,0,0
010,"1,21E+07",Zehdenick,0016,393,168,"42,75",389,4,0,0,3,165,48,25,50,20,1,2,4,0,0,0,6,3,1,4,1,0
010,"1,21E+07",Zehdenick,0017,645,269,"41,71",629,16,0,0,3,266,76,57,76,20,1,16,8,1,0,0,9,0,0,1,1,0
010,"1,21E+07",Zehdenick,0018,142,55,"38,73",142,0,0,0,1,54,21,12,14,3,0,2,0,0,1,0,1,0,0,0,0,0
010,"1,21E+07",Zehdenick,0019,73,51,"69,86",71,2,0,0,1,50,19,5,20,2,1,0,0,0,0,0,3,0,0,0,0,0
010,"1,21E+07",Zehdenick,0020,215,107,"49,77",212,3,0,0,2,105,40,19,24,3,2,4,0,2,0,0,7,1,0,2,1,0
010,"1,21E+07",Zehdenick,0021,237,122,"51,48",225,12,0,0,2,120,30,10,41,15,0,6,6,0,0,1,5,4,0,2,0,0
010,"1,21E+07",Briefwahl,9001,0,802,-,0,0,0,802,11,791,241,167,228,15,39,30,37,2,0,9,12,5,0,1,5,0
010,"1,21E+07",Briefwahl,9002,0,507,-,0,0,0,507,0,507,170,118,139,20,14,22,1,0,0,4,6,8,1,1,3,0
010,"1,21E+07",Boitzenburger Land,0001,109,59,"54,13",104,5,0,2,3,56,15,5,23,2,4,2,1,0,0,0,3,0,1,0,0,0
010,"1,21E+07",Boitzenburger Land,0002,944,469,"49,68",900,44,0,0,20,449,113,74,165,44,13,9,1,1,1,2,13,2,1,8,2,0
010,"1,21E+07",Boitzenburger Land,0003,247,92,"37,25",243,4,0,0,1,91,17,14,32,14,5,1,1,2,1,0,3,0,0,1,0,0
010,"1,21E+07",Boitzenburger Land,0004,268,112,"41,79",247,21,0,0,4,108,39,25,25,2,9,4,0,1,0,0,1,1,0,0,1,0
010,"1,21E+07",Boitzenburger Land,0005,385,163,"42,34",371,14,0,0,11,152,40,50,40,5,4,4,1,1,0,0,3,0,0,3,1,0
010,"1,21E+07",Boitzenburger Land,0006,519,212,"40,85",506,13,0,0,2,210,63,34,62,17,13,8,1,0,0,0,5,4,1,0,2,0
010,"1,21E+07",Boitzenburger Land,0007,153,96,"62,75",148,5,0,0,4,92,36,10,31,2,7,1,0,0,0,0,3,1,0,0,1,0
010,"1,21E+07",Boitzenburger Land,0008,201,97,"48,26",186,15,0,0,2,95,24,10,34,12,6,1,0,0,0,1,3,1,1,0,2,0
010,"1,21E+07",Boitzenburger Land,0009,300,137,"45,67",289,11,0,0,1,136,41,30,43,6,3,2,0,0,0,1,8,0,0,0,2,0
010,"1,21E+07",Boitzenburger Land,0010,311,177,"56,91",305,6,0,0,2,175,51,33,62,9,2,11,0,0,0,1,3,1,0,1,1,0
010,"1,21E+07",Lychen,0001,1178,599,"50,85",1094,84,0,0,14,585,173,122,211,24,7,5,0,1,1,3,24,12,0,2,0,0
010,"1,21E+07",Lychen,0002,906,453,"50,00",856,50,0,0,10,443,122,75,172,16,8,9,3,0,1,1,26,8,1,0,1,0
010,"1,21E+07",Lychen,0003,1044,412,"39,46",958,86,0,0,4,408,101,87,135,28,19,11,2,1,1,3,12,6,0,1,1,0
010,"1,21E+07",Templin,0001,760,360,"47,37",732,28,0,0,6,354,114,62,111,20,10,11,3,0,3,1,10,6,0,3,0,0
010,"1,21E+07",Templin,0002,983,493,"50,15",913,70,0,0,6,487,153,79,173,18,19,18,1,2,0,7,8,7,0,0,2,0
010,"1,21E+07",Templin,0003,930,489,"52,58",866,64,0,3,11,478,143,83,177,19,13,14,1,0,0,1,19,3,0,1,4,0
010,"1,21E+07",Templin,0004,1023,484,"47,31",963,60,0,0,2,482,165,69,164,26,10,21,4,1,1,0,14,7,0,0,0,0
010,"1,21E+07",Templin,0005,826,291,"35,23",777,49,0,0,11,280,72,35,104,30,4,10,1,1,0,2,9,5,0,6,1,0
010,"1,21E+07",Templin,0006,1094,554,"50,64",1036,58,0,1,16,538,173,99,166,24,15,25,6,3,0,2,15,3,3,0,4,0
010,"1,21E+07",Templin,0007,814,330,"40,54",760,54,0,0,4,326,93,57,99,28,12,17,1,0,0,3,9,2,1,3,1,0
010,"1,21E+07",Templin,0008,889,386,"43,42",801,88,0,0,2,384,117,59,140,19,12,14,2,0,0,1,15,0,0,2,3,0
010,"1,21E+07",Templin,0009,1059,469,"44,29",1013,46,0,0,8,461,146,78,160,27,6,11,2,0,1,1,16,3,2,6,2,0
010,"1,21E+07",Templin,0010,1147,517,"45,07",1120,27,0,1,14,503,154,63,196,42,15,10,1,1,0,2,7,1,1,4,6,0
010,"1,21E+07",Templin,0011,570,243,"42,63",543,27,0,1,6,237,81,32,87,19,7,1,0,0,0,0,8,0,0,2,0,0
010,"1,21E+07",Templin,0012,1082,490,"45,29",1003,79,0,0,6,484,145,89,170,29,12,13,2,1,1,2,9,6,2,2,1,0
010,"1,21E+07",Templin,0013,159,82,"51,57",151,8,0,0,4,78,24,28,17,3,0,2,0,0,0,1,0,1,0,1,1,0
010,"1,21E+07",Templin,0014,231,103,"44,59",216,15,0,1,2,101,25,25,28,8,4,2,1,0,0,0,4,1,2,1,0,0
010,"1,21E+07",Templin,0015,258,149,"57,75",254,4,0,0,5,144,30,36,44,14,5,3,2,0,0,0,9,0,0,1,0,0
010,"1,21E+07",Templin,0016,123,85,"69,11",113,10,0,0,4,81,23,14,27,6,1,0,0,0,0,3,3,1,2,0,1,0
010,"1,21E+07",Templin,0017,215,110,"51,16",209,6,0,0,5,105,31,27,29,3,2,6,1,1,0,0,3,0,0,2,0,0
010,"1,21E+07",Templin,0018,126,81,"64,29",120,6,0,0,1,80,17,12,36,4,6,1,0,0,1,1,1,0,0,1,0,0
010,"1,21E+07",Templin,0019,194,99,"51,03",190,4,0,0,0,99,19,22,35,8,1,7,0,0,0,0,4,0,0,3,0,0
010,"1,21E+07",Templin,0020,371,188,"50,67",350,21,0,0,2,186,61,44,49,14,2,7,0,0,0,0,3,1,1,2,2,0
010,"1,21E+07",Templin,0021,207,108,"52,17",202,5,0,0,1,107,30,8,38,16,6,2,2,1,0,0,1,0,0,2,1,0
010,"1,21E+07",Templin,0022,224,123,"54,91",219,5,0,0,1,122,37,18,49,5,5,1,1,0,0,0,4,1,0,0,1,0
010,"1,21E+07",Templin,0023,97,46,"47,42",92,5,0,0,4,42,0,5,23,1,8,3,0,0,0,0,0,1,0,0,1,0
010,"1,21E+07",Templin,0024,212,112,"52,83",206,6,0,0,2,110,33,9,38,14,2,7,1,0,0,0,5,1,0,0,0,0
010,"1,21E+07",Templin,0025,358,175,"48,88",347,11,0,0,5,170,52,36,49,14,1,5,1,0,0,1,8,0,1,0,2,0
010,"1,21E+07",Templin,0026,343,176,"51,31",335,8,0,0,5,171,41,42,43,24,4,3,1,0,0,0,9,1,0,3,0,0
010,"1,21E+07",Templin,0027,112,70,"62,50",111,1,0,0,2,68,12,17,23,7,2,0,0,0,0,2,4,0,0,1,0,0
010,"1,21E+07",Templin,0028,215,99,"46,05",206,9,0,0,1,98,19,18,41,11,2,2,1,0,0,0,1,0,2,1,0,0
010,"1,21E+07",Briefwahl,9003,0,1053,-,0,0,0,1053,6,1047,329,214,341,26,55,25,8,1,4,8,12,8,5,5,6,0
011,"1,21E+07",Angermünde,0001,849,428,"50,41",797,52,0,1,13,415,134,64,138,24,7,20,1,2,0,2,13,2,2,0,6,0
011,"1,21E+07",Angermünde,0002,768,336,"43,75",716,52,0,0,24,312,97,48,110,19,11,7,4,0,0,1,5,5,0,0,5,0
011,"1,21E+07",Angermünde,0003,977,435,"44,52",909,68,0,0,20,415,130,63,132,37,4,15,0,0,0,5,7,9,3,0,10,0
011,"1,21E+07",Angermünde,0004,1170,560,"47,86",1097,73,0,0,12,548,138,101,171,63,13,21,7,3,0,1,10,9,1,2,8,0
011,"1,21E+07",Angermünde,0005,945,480,"50,79",876,69,0,0,13,467,148,66,172,15,8,9,3,1,1,3,20,8,2,1,10,0
011,"1,21E+07",Angermünde,0006,778,373,"47,94",735,43,0,0,15,358,124,38,130,14,5,8,1,2,0,1,14,18,0,1,2,0
011,"1,21E+07",Angermünde,0007,897,408,"45,48",832,65,0,0,12,396,138,55,150,17,4,3,2,1,0,2,5,11,4,0,4,0
011,"1,21E+07",Angermünde,0008,1149,550,"47,87",1038,111,0,1,5,545,142,115,193,33,15,16,5,1,0,3,8,11,1,0,2,0
011,"1,21E+07",Angermünde,0009,168,106,"63,10",155,13,0,0,1,105,24,11,44,8,5,2,0,0,0,0,6,1,0,2,2,0
011,"1,21E+07",Angermünde,0010,215,127,"59,07",205,10,0,0,4,123,34,16,40,15,2,4,2,1,0,2,4,2,0,0,1,0
011,"1,21E+07",Angermünde,0011,116,82,"70,69",107,9,0,0,5,77,23,34,14,2,1,2,0,0,0,0,0,0,0,0,1,0
011,"1,21E+07",Angermünde,0012,141,74,"52,48",139,2,0,0,6,68,11,16,18,7,1,3,0,0,0,0,5,2,3,0,2,0
011,"1,21E+07",Angermünde,0013,469,249,"53,09",459,10,0,0,4,245,68,49,76,21,3,5,2,0,0,3,12,4,0,1,1,0
011,"1,21E+07",Angermünde,0014,357,240,"67,23",349,8,0,0,2,238,64,70,61,17,4,5,2,1,1,0,8,2,0,0,3,0
011,"1,21E+07",Angermünde,0015,158,94,"59,49",155,3,0,0,6,88,21,17,30,2,1,4,2,1,0,0,6,0,2,0,2,0
011,"1,21E+07",Angermünde,0016,145,88,"60,69",142,3,0,0,6,82,19,22,19,8,1,2,0,0,0,1,5,2,0,0,3,0
011,"1,21E+07",Angermünde,0017,575,277,"48,17",551,24,0,0,14,263,66,35,97,26,7,10,3,0,1,0,7,5,0,0,6,0
011,"1,21E+07",Angermünde,0018,280,160,"57,14",278,2,0,0,3,157,39,48,48,11,1,2,0,0,0,0,4,2,0,0,2,0
011,"1,21E+07",Angermünde,0019,231,130,"56,28",221,10,0,2,2,128,32,31,37,10,3,5,0,2,0,0,5,0,0,1,2,0
011,"1,21E+07",Angermünde,0020,380,212,"55,79",366,14,0,0,13,199,56,44,60,12,3,10,1,1,0,0,5,2,0,1,4,0
011,"1,21E+07",Angermünde,0021,323,204,"63,16",320,3,0,0,6,198,56,65,47,14,5,2,1,1,0,0,4,0,0,1,2,0
011,"1,21E+07",Angermünde,0022,277,149,"53,79",271,6,0,0,2,147,24,26,43,32,2,5,1,0,0,1,4,6,0,1,2,0
011,"1,21E+07",Angermünde,0023,257,145,"56,42",244,13,0,0,3,142,44,35,32,15,2,4,0,1,0,0,1,3,0,1,4,0
011,"1,21E+07",Angermünde,0024,121,81,"66,94",115,6,0,0,2,79,28,9,19,12,2,2,1,0,0,0,4,0,0,0,2,0
011,"1,21E+07",Angermünde,0025,178,102,"57,30",173,5,0,0,1,101,18,20,48,2,3,4,2,1,0,0,3,0,0,0,0,0
011,"1,21E+07",Angermünde,0026,326,193,"59,20",313,13,0,0,5,188,60,21,66,22,1,5,0,0,0,1,3,3,2,1,3,0
011,"1,21E+07",Angermünde,0027,109,67,"61,47",103,6,0,0,2,65,14,8,23,10,5,2,0,0,0,0,1,0,0,2,0,0
011,"1,21E+07",Angermünde,0028,214,129,"60,28",207,7,0,0,7,122,38,11,49,4,6,1,0,0,1,0,6,3,1,1,1,0
011,"1,21E+07",Angermünde,0029,110,57,"51,82",108,2,0,0,4,53,12,9,19,7,1,0,1,0,0,0,1,0,1,0,2,0
011,"1,21E+07",Angermünde,0030,240,121,"50,42",228,12,0,0,1,120,27,24,44,10,1,5,1,1,0,0,4,0,1,0,2,0
011,"1,21E+07",Brüssow,0001,1215,473,"38,93",1167,48,0,0,18,455,115,98,122,42,14,13,2,2,2,3,23,5,5,2,7,0
011,"1,21E+07",Brüssow,0003,126,76,"60,32",124,2,0,0,3,73,15,9,36,3,0,3,0,0,1,0,5,0,1,0,0,0
011,"1,21E+07",Brüssow,0004,85,36,"42,35",76,9,0,1,3,33,10,11,5,0,0,7,0,0,0,0,0,0,0,0,0,0
011,"1,21E+07",Brüssow,0005,176,78,"44,32",167,9,0,0,4,74,17,13,29,2,3,3,0,0,0,1,5,1,0,0,0,0
011,"1,21E+07",Brüssow,0006,239,92,"38,49",235,4,0,0,0,92,19,23,29,10,0,4,0,0,0,0,5,1,0,0,1,0
011,"1,21E+07",Brüssow,0007,100,49,"49,00",95,5,0,0,2,47,20,10,6,3,2,1,0,0,0,0,0,3,1,0,1,0
011,"1,21E+07",Carmzow-Wallmow,0001,243,128,"52,67",238,5,0,0,1,127,25,26,38,11,7,4,0,0,0,0,7,2,1,1,5,0
011,"1,21E+07",Carmzow-Wallmow,0002,95,67,"70,53",94,1,0,0,1,66,12,20,23,1,2,0,0,1,0,0,4,2,0,0,1,0
011,"1,21E+07",Carmzow-Wallmow,0003,224,124,"55,36",217,7,0,0,3,121,20,15,35,14,23,2,0,1,1,1,7,0,0,1,1,0
011,"1,21E+07",Flieth-Stegelitz,0001,247,103,"41,70",238,9,0,0,0,103,24,18,37,12,1,5,0,0,1,2,2,1,0,0,0,0
011,"1,21E+07",Flieth-Stegelitz,0002,315,164,"52,06",308,7,0,0,9,155,41,30,53,6,5,4,0,0,0,3,8,2,1,0,2,0
011,"1,21E+07",Gerswalde,0001,219,94,"42,92",204,15,0,0,2,92,29,13,34,2,3,3,1,1,0,2,3,0,1,0,0,0
011,"1,21E+07",Gerswalde,0002,104,73,"70,19",97,7,0,1,0,73,16,35,16,1,5,0,0,0,0,0,0,0,0,0,0,0
011,"1,21E+07",Gerswalde,0003,276,134,"48,55",252,24,0,0,1,133,37,33,35,10,5,4,0,1,0,0,3,3,1,0,1,0
011,"1,21E+07",Gerswalde,0004,851,390,"45,83",817,34,0,0,10,380,107,76,122,20,15,12,3,0,1,3,12,7,0,0,2,0
011,"1,21E+07",Gerswalde,0005,107,77,"71,96",105,2,0,0,1,76,18,16,16,13,1,4,1,0,0,0,1,2,2,2,0,0
011,"1,21E+07",Göritz,0001,742,330,"44,47",721,21,0,1,12,318,86,68,108,15,3,13,1,0,0,1,4,10,5,0,4,0
011,"1,21E+07",Gramzow,0001,1061,531,"50,05",1002,59,0,0,11,520,131,157,125,32,6,16,2,2,1,0,21,10,4,5,8,0
011,"1,21E+07",Gramzow,0002,313,192,"61,34",309,4,0,0,7,185,39,26,73,15,5,8,0,0,0,0,14,0,1,4,0,0
011,"1,21E+07",Gramzow,0003,262,115,"43,89",255,7,0,0,7,108,26,19,33,6,3,4,0,0,0,0,8,2,2,1,4,0
011,"1,21E+07",Gramzow,0004,200,112,"56,00",196,4,0,0,1,111,32,34,25,6,0,1,1,1,0,1,5,0,0,0,5,0
011,"1,21E+07",Grünow,0001,496,261,"52,62",467,29,0,0,3,258,63,48,80,22,6,7,3,2,2,1,12,4,3,1,4,0
011,"1,21E+07",Grünow,0002,163,97,"59,51",157,6,0,0,2,95,18,31,19,8,1,5,0,1,1,0,1,4,2,0,4,0
011,"1,21E+07",Grünow,0003,222,120,"54,05",214,8,0,0,6,114,30,22,27,16,3,4,0,1,0,2,5,0,1,0,3,0
011,"1,21E+07",Milmersdorf,0001,224,130,"58,04",217,7,0,0,0,130,43,17,50,5,0,4,1,0,0,1,4,3,0,1,1,0
011,"1,21E+07",Milmersdorf,0002,1039,492,"47,35",987,52,0,0,12,480,144,73,166,38,8,10,2,3,3,7,8,8,0,4,6,0
011,"1,21E+07",Milmersdorf,0003,164,95,"57,93",148,16,0,0,1,94,11,20,44,5,1,5,0,0,1,2,2,0,0,1,2,0
011,"1,21E+07",Milmersdorf,0004,60,39,"65,00",58,2,0,0,0,39,14,7,10,1,3,2,0,0,0,0,0,0,1,0,1,0
011,"1,21E+07",Mittenwalde,0001,413,208,"50,36",401,12,0,0,2,206,55,35,67,17,4,5,2,0,0,0,17,0,1,1,2,0
011,"1,21E+07",Nordwestuckermark,0001,70,49,"70,00",62,8,0,0,0,49,4,21,17,0,3,1,0,0,0,2,0,0,0,0,1,0
011,"1,21E+07",Nordwestuckermark,0002,688,284,"41,28",638,50,0,0,6,278,66,54,90,17,9,15,2,2,0,1,9,3,2,1,7,0
011,"1,21E+07",Nordwestuckermark,0003,612,260,"42,48",590,22,0,0,6,254,83,42,82,7,6,10,1,1,0,1,3,6,3,5,4,0
011,"1,21E+07",Nordwestuckermark,0004,224,102,"45,54",215,9,0,0,8,94,20,16,34,4,2,2,0,1,0,1,3,10,0,0,1,0
011,"1,21E+07",Nordwestuckermark,0005,101,52,"51,49",94,7,0,0,1,51,9,14,20,1,0,1,0,0,0,0,1,3,0,0,2,0
011,"1,21E+07",Nordwestuckermark,0006,162,98,"60,49",158,4,0,0,7,91,18,33,11,12,1,5,0,0,0,1,2,2,1,0,5,0
011,"1,21E+07",Nordwestuckermark,0007,83,61,"73,49",82,1,0,0,2,59,15,12,17,2,2,1,0,0,0,0,1,5,2,1,1,0
011,"1,21E+07",Nordwestuckermark,0008,114,59,"51,75",110,4,0,0,1,58,13,10,16,8,4,2,0,0,0,0,5,0,0,0,0,0
011,"1,21E+07",Nordwestuckermark,0009,137,96,"70,07",121,16,0,0,4,92,30,33,13,4,1,5,1,1,0,2,1,0,0,0,1,0
011,"1,21E+07",Nordwestuckermark,0010,173,83,"47,98",169,4,0,0,3,80,17,21,23,3,2,4,0,0,1,1,1,2,0,2,3,0
011,"1,21E+07",Nordwestuckermark,0011,164,98,"59,76",160,4,0,0,2,96,14,22,37,7,1,8,0,1,0,1,4,1,0,0,0,0
011,"1,21E+07",Nordwestuckermark,0012,217,101,"46,54",209,8,0,0,0,101,29,18,40,6,3,2,0,1,1,0,0,0,0,0,1,0
011,"1,21E+07",Nordwestuckermark,0013,519,326,"62,81",485,34,0,0,1,325,92,97,81,17,10,10,0,2,0,2,6,1,3,0,4,0
011,"1,21E+07",Nordwestuckermark,0014,270,139,"51,48",268,2,0,0,1,138,28,18,61,5,12,4,0,1,0,0,4,2,1,0,2,0
011,"1,21E+07",Nordwestuckermark,0015,268,148,"55,22",263,5,0,0,8,140,42,23,44,14,2,8,1,0,0,0,4,2,0,0,0,0
011,"1,21E+07",Nordwestuckermark,0016,135,81,"60,00",135,0,0,0,1,80,8,32,5,19,1,7,0,0,0,1,2,2,0,1,2,0
011,"1,21E+07",Nordwestuckermark,0017,157,83,"52,87",150,7,0,0,3,80,12,31,17,9,2,5,0,0,0,0,3,1,0,0,0,0
011,"1,21E+07",Nordwestuckermark,0018,293,114,"38,91",282,11,0,0,5,109,28,22,29,13,6,4,0,0,0,0,3,0,1,0,3,0
011,"1,21E+07",Oberuckersee,0001,277,148,"53,43",267,10,0,0,0,148,41,32,44,17,1,5,0,0,2,0,3,1,0,0,2,0
011,"1,21E+07",Oberuckersee,0002,472,230,"48,73",455,17,0,0,5,225,76,46,65,18,3,4,0,1,0,0,9,2,0,0,1,0
011,"1,21E+07",Oberuckersee,0003,188,105,"55,85",178,10,0,0,4,101,23,24,28,5,3,5,1,1,1,6,0,0,0,1,3,0
